abil_skill_acidburstclose_name	酸液爆发
status_flask_staminaenergyheal_desc	逐渐回复体力与能量。
status_flask_staminaenergyheal_name	药瓶：资源恢复
status_fungus_poison	孢子剧毒
status_hemorrhagebleed_desc	由穿刺武器造成的轻微流血。
status_hemorrhagebleed_name	大量流血
status_highlandattack_desc	你的下次基础攻击将提升^number1^！
status_highlandattack_name	高地攻击
status_ice_tortoise_defensive_name	装甲玄武
status_icebarrier_desc	冻住对你近战攻击的敌人。
status_icebarrier_name	冰雪光环
status_ignite_burns_name	被点燃
status_invisible_desc	闪避率获得极大提升。
status_invisible_name	隐形
status_jpgainup1_desc	获得^number1^点职业点数
status_jpgainup1_name	智慧大蒜
status_lightning_weak_33_desc	^number1^点雷电抗性
status_lightning_weak_33_name	雷电易伤
status_mashcharge_desc	当你有^number1^点时，你的下一次基础攻击会造成^number2^点伤害
status_maxhpboost_desc	暂时提升你的最大生命值。
status_maxhpboost_name	最大生命值提升
status_mildbleed_desc	由穿刺武器造成的轻微流血。
status_mildbleed_name	轻微流血
status_milderbleed_desc	由穿刺武器造成的少量流血。
status_milderbleed_name	少量流血
status_mmboostfirewaterdmg_desc	^number1^点火焰与水寒伤害
status_monsterattract_desc	你散发的无穷“魅力”把周围的怪物都吸引过来了！
status_monsterattract_name	吸引力
status_monsterspirit_name	怪物回声
status_negate_block_parry_desc	无法格挡或招架。
status_negate_block_parry_name	迟钝
status_passive_addsurvive50_name	不屈之诗
status_phaseblinkstatus_name	眩晕
status_phasma_rangedattackboost_desc	下次攻击增加^number1^点范围伤害。
status_phasma_rangedattackboost_name	帕斯玛原力
status_plantvenom_desc	由穴居人所造成的轻微中毒状态
status_plantvenom_name	植物毒素
status_player_mortar_attack_desc	远程攻击造成额外的火焰伤害，效果基于武器与精神力。
status_player_mortar_attack_name	迫击炮攻
status_player_tempimmune_move_desc	你无法被怪物推或拉动。
status_player_tempimmune_move_name	不动如山
status_poison1_desc	由致命武器所造成的中毒状态
status_poison1_name	已中毒
status_poison2_desc	由毒孢子所造成的中毒状态。
status_poison3_desc	由酸雾所造成的中毒状态。
status_poison3_name	酸毒
status_poison_dmg_30_desc	由剧毒光环每回合所造成的伤害
status_poison_dmg_30_name	剧毒光环
status_poisonbarrier_desc	使攻击你的敌人短暂中毒。
status_ppbleed_name	致死流血
status_reactexplode_name	反应性爆炸
status_resistfire12_name	微量火属性抗性
status_resistfire1_desc	^number1^点火属性抗性
status_resistfire1_name	火焰抗性
status_resistfire_major_name	主要火属性抗性
status_resistlightning1_name	雷电抗性
status_resistlightning_major_name	主要电属性抗性
status_resistphysical_major_name	主要物理抗性
status_resistpoison12_name	微量毒属性抗性
status_resistpoison1_desc	^number1^点毒属性抗性
status_resistpoison1_name	毒素抗性
status_resistpoison_major_name	主要毒属性抗性
status_resistroot100_desc	你无法被绊足。
status_resistroot100_name	绊足抗性
status_resistshadow12_name	微量暗属性抗性
status_resistshadow1_name	暗影抗性
status_resistshadow_major_name	主要暗属性抗性
status_resistwater12_name	微量水属性抗性
status_resistwater1_desc	^number1^点水属性抗性
status_resistwater1_name	水寒抗性
status_resistwater_major_name	主要水属性抗性
status_romantic_desc	看起来好像对我无效。
status_romantic_name	罗曼蒂克？
status_rubymoon_name	红宝石之月
status_runic_charge_name	符文充能
status_runic_combat_buff_name	符文之力
status_shadowbarrier_desc	黑暗笼罩你的身影，让你更难被发现和击中。
status_shadowbarrier_name	暗影光环
status_shadowbleed_desc	由穿刺武器造成的暗影腐蚀。
status_shadowbleed_name	暗影腐蚀
status_sleeptile_name	催眠地面
status_smokeblind_desc	陷入烟雾之中，精准变为^number1^。
status_smokeblind_name	陷入烟雾
status_sneakattack_desc	下一次近战攻击有\n^number1^的几率造成暴击。
status_song_endurance_1_name	耐力之歌（等级一）
status_song_endurance_2_desc	^number1^点全元素类型抗性。
status_song_endurance_2_name	耐力之歌（等级二）
status_song_endurance_3_desc	^number1^几率无视地形伤害效果。
status_song_endurance_3_name	耐力之歌（等级三）
status_song_endurance_3_songblade_name	耐力之歌（歌刃）
status_song_might_1_desc	^number1^点近战攻击伤害
status_song_might_1_name	力量之歌（等级一）
status_song_might_2_desc	每次攻击时都有几率震慑你的敌人。
status_song_might_2_name	力量之歌（等级二）
status_song_might_3_desc	^number1^几率连续攻击。
status_song_might_3_name	力量之歌（等级三）
status_song_might_3_songblade_name	力量之歌（歌刃）
status_song_spirit_1_desc	^number1^精神力
status_song_spirit_1_name	精神之歌（等级一）
status_song_spirit_2_desc	^number1^点能量与体力消耗
status_song_spirit_2_name	精神之歌（等级二）
status_song_spirit_3_desc	消耗能量或体力时小幅回复生命值。
status_song_spirit_3_name	精神之歌（等级三）
status_song_spirit_3_songblade_name	精神之歌（歌刃）
status_spiritcollected_desc	你从一位被打败的敌人那里收到了回响。
status_spiritcollected_name	已收集回响
status_spiritpower10mult_desc	装备法杖消耗能量会提升你^number1^点精神。当你不再使用法杖时，这一加成效果将消失。
status_spiritpower10mult_name	共鸣
status_spiritwalk_desc	你隐身了，怪物无法击中你。
status_status_absorbingnutrients_name	吸收营养
status_status_acidmelt_desc	你的物理防御被瓦解了！
status_status_acidmelt_name	防御瓦解
status_status_addfireburn_name	增加灼伤
status_status_addppbleed_desc	你的暴击与武道技术让敌人血流如注。武道技术消耗^number1^点能量。
status_status_addppbleed_name	要害攻击：流血
status_status_addppexplode_desc	你的暴击与武道技术击败敌人时造成爆炸。武道技术消耗^number1^点能量。
status_status_addppexplode_name	要害攻击：爆炸
status_status_addppextradamage_desc	你的暴击与武道技术对敌人造成额外伤害。武道技术消耗^number1^点能量。
status_status_addppextradamage_name	要害攻击：疼痛
status_status_armorbreak_name	防具破坏
status_status_arrowstorm_desc	每次攻击自动召唤额外的箭矢，下回合落下。
status_status_asleep_name	睡眠
status_status_basicstun_desc	无法进行下一步行动
status_status_basicstun_name	昏迷
status_status_beartrap_name	捕熊陷阱
status_status_bedofthorns_conda_name	荆棘流血
status_status_bigfreeze_desc	无法移动或攻击。
status_status_bigfreeze_name	极度深寒
status_status_blessjp_desc	获得^number1^点职业点数。
status_status_blessxp_desc	获得^number1^点经验值。
status_status_bling_name	闪耀
status_status_blockup25_desc	^number1^格挡几率（格挡消耗）
status_status_blockup25_name	格挡
status_status_blooddebts_desc	暂时获得额外的最大生命值，但最终你将连本带息归还。
status_status_bloodfrenzy_name	血之狂乱
status_status_boostmorale_desc	你的伤害与防御提高了。
status_status_boostmorale_name	士气高涨
status_status_budokadefense_desc	使用致命武术时增强你的防御。
status_status_budokadefense_name	勇气
status_status_bullseye_desc	来自某个角度受到的额外攻击伤害将提升。
status_status_campfirereduction_desc	消耗^number1^点能量
status_status_campfirereduction_name	篝火治疗
status_status_champbomb_name	胜利者大爆弹
status_status_charmed_name	迷惑
status_status_clawfrenzy_desc	^number1^点攻击与^number2^点防御，并且无法被麻痹。
status_status_coffeedodge_desc	^number1^点闪避率
status_status_coffeedodge_name	身形鬼魅
status_status_confidence_desc	每层效果增加\n^number1^点伤害与防御。
status_status_confused50_name	混乱
status_status_constricted_name	受限
status_status_consumableburnout_desc	你无法再使用另一种非食物消耗品。
status_status_consumableburnout_name	消耗品用尽
status_status_createtargetwarning_desc	敌人正在锁定一项技能
status_status_createtargetwarning_name	锁定目标
status_status_cshield_name	水晶盾
status_status_cutheal100_desc	所有治疗效果无效。
status_status_cutheal50_desc	你受到的治疗效果减半。
status_status_cutheal50_name	中毒
status_status_cutheal75_desc	^number1^治疗效果
status_status_cutheal75_name	抑制治疗
status_status_darkbling_name	黑色珠宝
status_status_dblock_desc	提升格挡与招架几率。
status_status_dblock_name	神圣格挡
status_status_defenseup35_desc	^number1^点各类型防御
status_status_defenseup35_name	防御上升
status_status_defenseup4_desc	^number1^点防御（每层）
status_status_divineboltdebuff_desc	^number1^点各类型防御
status_status_divinedefense_desc	你将减少任何类型的伤害获取。
status_status_divinedefense_name	神圣防御
status_status_dodge25_temp_desc	^number1^点闪避率
status_status_dodge25_temp_name	闪避改进
status_status_doubledown2_desc	在此效果消失前，若你受到^number1^的最大生命值伤害，你可以进行直接攻击，伤害附近所有敌人，并且回复^number1^生命值。
status_status_doubledown_desc	在此效果消失前，若你受到伤害为^number1^的最大生命值，你可以进行直接攻击，伤害附近所有敌人。
status_status_droptoxic_name	剧毒云雾
status_status_dustinthewind_desc	拥有^number1^点招架率，并且还击将附带额外的风属性伤害。
status_status_eagleeye_name	鹰眼
status_status_echobolts_desc	消耗一个回响，增强你的远程攻击威力并减少元素防御。
status_status_electile_name	电流
status_status_electrified_name	休克
status_status_elembarrier_desc	元素之力对你的效果减弱了。
status_status_elemdebuff1_desc	你的全属性元素抗性降低了。
status_status_elemdebuff1_name	元素易伤
status_status_empowerpaladin_desc	下一次使用“圣雷”或“破邪斩”时效果将增强！
status_status_empowerpaladin_name	天神下凡
status_status_energyherbpowerup_name	能量草药
status_status_energypowerup_name	能量增强
status_status_escapedungeon_clt	你感觉身体越来越轻……
status_status_escapedungeon_desc	准备退出地下城，回到城镇。再次按下传送按钮以取消。
status_status_escapedungeon_name	退出地下城
status_status_estaticshock_name	电气化
status_status_feared_name	畏缩不前
status_status_feralfighting_desc	每次攻击可以消耗^number1^体力，使近战攻击额外增加撕咬效果。
status_status_firebreath1_name	火焰吐息1
status_status_fireburns_desc	未熄的余火。
status_status_fireresist25_desc	^number1^点火属性抗性
status_status_fireresist25_name	火焰抗性
status_status_flask_megaflavor_desc	你下一次使用药瓶时将显著提升所有属性。
status_status_flask_megaflavor_name	无上至味
status_status_flyervenom_desc	由穴居人所造成的轻微中毒状态，将抽干你的体力
status_status_flyervenom_name	弱毒
status_status_foodenergyheal_desc	享受一顿美味的饭，并逐渐回复能量。
status_status_foodenergyheal_name	能量治疗套餐
status_status_foodfull_desc	你已经吃不下更多东西了！
status_status_foodfull_name	饱腹
status_status_foodheal2_desc	享受一顿美味的饭，并回复生命值。
status_status_foodheal2_name	健康饮食
status_status_foodstaminaenergyheal2_desc	享受一顿美味的饭，并逐渐回复体力与能量。
status_status_foodstaminaenergyheal2_name	体力与能量套餐
status_status_foodstaminaheal_desc	享受一顿美味的饭，并逐渐回复体力。
status_status_foodstaminaheal_name	体力治疗套餐
status_status_forcefield_desc	从一个方向受到的伤害减少，但从其他方向受到的伤害将增加。
status_status_fortify_desc	转移^number1^点伤害给你的符文水晶。
status_status_frozen_name	冻僵
status_status_frozenground_name	冻土减速
status_status_fungaldebuff_desc	减少冷菌对你的伤害与防御。
status_status_fungaldebuff_name	冰冻孢子
status_status_fungalregen_name	本能再生
status_status_goldaura_name	金之光环
status_status_gravityslow_name	重力
status_status_hasted2_desc	每回合获得额外充能。
status_status_hasted_name	加速
status_status_haunted_desc	你的攻击只能打中幽魂。
status_status_haunted_name	心神不宁
status_status_healthherbpowerup_name	生命草药
status_status_healthpowerup_name	生命增强
status_status_heavyguard_desc	增加盾挡几率，但减少你的暴击率。盾挡消耗\n^number1^点体力，并将增加愤怒值。
status_status_holdthemoondebuff_name	击倒
status_status_holdthemoonrooted_name	绊足
status_status_icearmor_name	冰之盔甲
status_status_icechill2_desc	寒冷刺骨。
status_status_icechill2_name	雪盲
status_status_icechill3_desc	严寒刺骨，无法招架。
status_status_icechill3_name	寒气逼人
status_status_icedebuff_desc	你被冻僵了，并将承受更多的水寒与霜冻属性攻击。
status_status_icedebuff_name	雪中易伤
status_status_iceprison_name	冰雪监牢
status_status_iceslow_name	霜冻减速
status_status_icetrap_name	寒冰陷阱
status_status_immune_defenselower_name	免疫防御降低效果
status_status_immunenegative_desc	你不会再受到新的负面效果影响。
status_status_immunenegative_name	增强免疫
status_status_invincible_heal_name	无敌
status_status_ladyluck_desc	极大提升格挡、招架与闪避！
status_status_ladyluck_name	幸运女神
status_status_majorelemdebuff_desc	你的元素抗性极大降低。
status_status_majorelemdebuff_name	元素防御粉碎
status_status_megaboost_desc	^number1^伤害与防御，^number2^元素抗性与元素伤害。
status_status_megaboost_name	终极增益
status_status_mintfudge_desc	消耗^number1^点体力与能量
status_status_mmbrambles_desc	你受到的伤害会被反弹。
status_status_mmconstitution_desc	有一定几率避免受到新的负面效果影响。
status_status_mmconstitution_name	骨骼精奇
status_status_mmelembuff1_name	元素抗性1
status_status_mmelembuff2_name	元素抗性2
status_status_mmsealing15_name	封印中
status_status_mudtile_name	泥泞地面
status_status_mutagenberserk_name	攻击力上升
status_status_oakspike_thorns_name	橡木尖刺
status_status_painenhanced_name	痛感增强
status_status_paralyzed_desc	你无法做出攻击，但仍能使用能力。
status_status_paralyzed_name	麻痹
status_status_parry15_name	神圣招架
status_status_phoenixwing_name	凤凰翼击
status_status_photosynthesis_desc	你的所有植物类召唤生物造成^number1^点伤害。
status_status_player_majorregen_desc	每回合立即回复所受伤害的^number1^。
status_status_player_majorregen_name	高速再生
status_status_player_reactregen_desc	如果你在一次攻击中失去^number2^的当前生命值，回复^number1^的最大生命值。
status_status_player_reactregen_name	反应性再生
status_status_playerbloodfrenzy_desc	当靠近正在流血的敌人时攻击提升。
status_status_playerbloodlust_desc	当你和一个正在流血的敌人距离小于^number2^格时，获得^number1^点攻击。
status_status_playerthornyhide_desc	将所受近战伤害的^number1^作为毒性伤害反弹给攻击者。
status_status_poison_evocation_desc	由引毒之术每回合所造成的伤害
status_status_poisonproc_desc	盗贼职业造成的流血效果附带毒属性伤害。
status_status_poisonproc_name	涂毒
status_status_powershield_desc	来自同一角度的伤害将降低。
status_status_powerup_discipline_permanent_name	纪律提升
status_status_powerup_guile_permanent_name	狡黠增益
status_status_powerup_spirit_permanent_name	精神增益
status_status_powerup_swiftness_permanent_name	迅捷增益
status_status_preexplode_name	将要爆炸
status_status_prismresist_desc	^number1^元素抗性
status_status_prismresist_name	棱镜抗性
status_status_pumpkin_desc	^number1^点生命值回复
status_status_radiantaura_2_desc	每次格挡时你将恢复\n^number1^点最大生命值，同时恢复周围宠物\n^number2^点最大生命值，并消耗\n^number3^\n点能量。周围的宠物同样获得\n^number4^\n点格挡率。
status_status_radiantaura_desc	每次格挡时你将恢复\n^number1^点最大生命值，并消耗\n^number2^点能量。加强神圣之锤的效果。
status_status_ragedef18_name	范围防御
status_status_randombolts_desc	每回合有^number1^几率在你周围召唤一发闪电箭。
status_status_regenflask_desc	每回合回复生命值。
status_status_regenonhit_clt	它在每次受到物理攻击之后会主动回复！
status_status_regenonhit_name	反应性再生
status_status_resistphys_desc	^number1^点物理抗性
status_status_resistphys_name	物理抗性
status_status_rockyhide_desc	免疫中毒和流血状态。
status_status_rockyhide_name	岩土隐匿
status_status_rooted_desc	无法从这一位置离开。
status_status_runicboost_desc	你的附近有符文水晶时，伤害与防御将提高。
status_status_runicboost_name	符文强化
status_status_sanctuary_desc	你免疫所有伤害，效果持续至你发动攻击，使用技能或使用逃逸传送门。使用神圣庇护会取消现存逃生传送门的倒计时。
status_status_sandwichboost_desc	提高伤害与防御
status_status_sandwichboost_name	三明治强化
status_status_savorymole_desc	消耗^number1^点体力
status_status_sealed_desc	无法使用任何能力。
status_status_sealed_noimmune_desc	无法使用任何能力。（无法移除）
status_status_sealed_noimmune_name	被封印
status_status_shadow_darts_desc	恐惧飞镖造成的致命黑暗伤害。
status_status_shadowdebuff_desc	^number1^点暗影抗性
status_status_shadowdebuff_name	暗处易伤
status_status_shadowstalk_desc	创造一个暗影克隆体，复制你的每一次攻击。
status_status_shaken_desc	每回合延长充能时间。
status_status_shaken_name	战栗
status_status_sharpeyes_desc	^number1^的几率造成暴击，技能或能力也使用。
status_status_sharpeyes_name	锐利之眼
status_status_slowfoodallheal_desc	享受一顿美味的饭，并回复生命值、能量与体力。
status_status_slowfoodallheal_name	丰盛的一餐
status_status_slowfoodhealthheal_desc	享受一顿美味的饭，并逐渐回复生命值。
status_status_smokecloud_name	烟雾效果
status_status_spellshapeburst_desc	法术以点爆破形释放，并将额外消耗\n^number1^点体力。
status_status_spellshapeline_desc	法术以\n^number1^行直线形释放，并将额外消耗\n^number2^点体力。
status_status_spellshaperay_desc	法术以射线形释放，源头为你，并将额外消耗\n^number1^点体力。
status_status_spellshapesquare_desc	法术以方形释放，造成大范围伤害，并将额外消耗\n^number1^点体力。
status_status_spellshiftbarrier_desc	法术将融合为元素光环，其效果将根据元素而变化。
status_status_spellshiftmaterialize_2_desc	法术将物质化为实体，并逐渐远离你，但将需要两倍的冷却时间。
status_status_spellshiftmaterialize_desc	法术将物质化为实体，并将需要两倍的冷却时间。
status_status_spellshiftpenetrate_desc	法术将无视魔法防御，并会跳过你下回合的行动阶段。
status_status_spinblade_name	旋转之刃
status_status_spiritpowerbuff_desc	你吸收了魔法力量，并将它转化为^number1^点精神能量！
status_status_spiritpowerbuff_name	灵魂提升
status_status_staminaherbpowerup_name	体力草药
status_status_staminapowerup_name	体力增强
status_status_staticfield_desc	每回合震慑你周围所有的敌人。
status_status_steadfast_desc	从一个角度受到\n^number1^点伤害会让另一个角度受到的伤害变为\n^number1^点。
status_status_steadfast_name	坚定不移
status_status_steambuff_name	蒸气浴
status_status_steamdebuff_clt	蒸汽魔像故障了，蒸汽迸溅，齿轮嘶鸣。把握住这次机会！
status_status_steamdebuff_name	溅射
status_status_storyspiritup_desc	你的精神力量增强了。
status_status_storyspiritup_name	自信姿态
status_status_strengthbuff_desc	短暂提升力量。
status_status_strengthbuff_name	力量强化
status_status_tacofirebreath_desc	每回合对身边的敌人造成火焰吐息伤害。
status_status_targetwarning_desc	被敌人锁定时报警。
status_status_targetwarning_name	锁定预警
status_status_teleporting_desc	即将移动到目标方块……
status_status_teleporting_name	远程传送中
status_status_tempmmelembuff1_desc	你的全属性元素抗性提升了。
status_status_tempstun_desc	在被击中之前无法采取行动。
status_status_tempstun_name	短暂昏迷
status_status_thornedskin_desc	一定概率反弹伤害
status_status_thornslow_name	荆棘减速
status_status_thunderinglion_desc	在移动时可以获得电荷，达到\n^number1^点为止。消耗\n^number2^点能量可以立即增加1点电荷。电荷增加可提升招架率，也可将其释放来增加伤害。
status_status_tipsy_desc	感觉有点天旋地转……还想再喝……
status_status_tipsy_name	略醉微醺
status_status_tlioncharge_desc	^number1^点招架率，并且你的下一次攻击将附带闪电伤害。
status_status_tlioncharge_name	电荷充能
status_status_tornadostance_desc	当你被击中时，会本能地把敌人踢飞。
status_status_toxicfumes_name	毒气
status_status_tracked_name	追踪
status_status_trumpetbuff_name	援护之歌
status_status_turtleshield_desc	只会受到特定角度的伤害，并且固定为\n^number1^点，会反弹伤害。
status_status_vampiricdebuff_desc	^number1^点伤害与防御
status_status_vampiricdebuff_name	精疲力竭
status_status_warcry_desc	你的最大生命值增加了。
status_status_waterresist30_desc	^number1^点水属性抗性
status_status_waterresist30_name	水之抗性
status_status_waterwalk_desc	在水面上每步减少\n^number1^点充能时间。
status_status_waterwalk_name	水面步行
status_status_whirlwind_desc	每回合自动攻击周围敌人。
status_status_withering_name	枯萎中
status_stealth_desc	怪物敌意减少了^number1^点。
status_straddle_buffdmgdef_desc	造成^number1^点伤害，并防御怪物的压制伤害。
status_straddle_buffdmgdef_name	压制增益
status_straddle_debuffdmgdef_name	压制减益
status_strangepotion_power_desc	造成^number1^伤害
status_strangepotion_power_name	实验性药水
status_strangepotion_regen_desc	每回合恢复^number1^生命值
status_sunder_name	已破甲
status_superattack_desc	你的下次普通攻击将无比强大！
status_superattack_name	馅饼之力
status_swordmastery1_parrybuff_desc	使用“十字斩”后，你的招架率将提升。
status_swordmastery1_parrybuff_name	招架姿态
status_swordmastery4_parrybuff_desc	你的招架率为100%。
status_swordmastery4_parrybuff_name	完美招架
status_swordparry_desc	你必然能招架敌人下一次攻击。
status_swordparry_name	熟练招架
status_tuckered_out_desc	你不能将你的宠物呼唤到身边。越开心的宠物越会经常跳向你！
status_tuckered_out_name	精疲力尽
status_verse_challenges_desc	当被挑战的生物妨碍时，将获得^number1^伤害与^number2^防御。
status_verse_elements_2_desc	每回合将周围的敌人爆破，造成随机属性的元素伤害。
status_verse_elements_desc	每回合降低临近敌人的元素抗性^number1^。
status_verse_suppression_2_desc	你的移动悄无声息，敌人更难发现你了。
status_verse_suppression_desc	每回合有^number1^几率将周围的敌人麻痹、封印或绊足。
status_vigorousdraught_desc	每一次普通伤害将造成\n^number1^点额外伤害。
status_vine_poison_desc	由尖刺与植物造成的有害毒素
status_vine_poison_name	荆棘之毒
status_walljumpdodge_desc	增加闪避率
status_walljumpdodge_name	墙壁闪避
status_weakhpregen_desc	每回合少量回复生命值。
status_weakhpregen_name	恢复肉桂
status_weaknessmarked_desc	来自某个角度受到的额外伤害将提升。
status_weaknessmarked_name	弱点已标记
status_wildchild_empower	自然之力
status_wildchild_empower_desc	下一次使用野童子技能额外造成^number1^的伤害
status_wrathcharge_desc	储存下来的神圣能量，可用于“神圣愤怒”和“盾牌猛击”。
status_wrathcharge_name	怒火中烧
steps_taken	行走步数
stole_food_bt	被盗的食物
switch_portal_binding	按下#RINGMENU#并选择<sprite=0>
switch_promo_text	现已在Nintendo Switch上推出！前往eShop查看
switch_ui_options_camera_distance	摄像头距离
switch_ui_options_compact	紧凑
switch_ui_options_confirm_analog_movement	斜角移动确认
switch_ui_options_dmg_text_size	伤害文本大小
switch_ui_options_far	远
switch_ui_options_footsteps_volume	脚步音量
switch_ui_options_info_analog_direct	推动摇杆时会立刻让英雄朝着指定的方向移动。
switch_ui_options_info_analog_step_move	左摇杆会按照推进的方向指向临近的格子。按下A来攻击或者移动到那个格子上，按住A来持续移动。
switch_ui_options_info_battletextspeed	战斗过程中所受伤害与所处状态的气泡提示弹出的速度与显示的时长。
switch_ui_options_info_bestoffhand	在装备一个没有相应副手的单手物品时会同时装备最优的副手物品。
switch_ui_options_info_bestweapons	捡起的装备会自动装到空的装备槽里，武道家除外。
switch_ui_options_info_camera_distance	游戏摄像头与英雄间的距离，会影响屏幕上精灵图的尺寸。
switch_ui_options_info_dmg_text_size	战斗过程中所受伤害与所处状态的气泡提示的尺寸。
switch_ui_options_info_extraturn	当积攒了足够的充能来获得一个额外回合时在英雄的头上显示提示。
switch_ui_options_info_footsteps	英雄的脚步音量。不影响游戏内容。
switch_ui_options_info_gridoverlay	持续显示世界中的游戏区域网格。
switch_ui_options_info_jpxp	在英雄的头上显示获得的职业点数与经验值。
switch_ui_options_info_log_normal	游戏日志显示最为重要的战斗信息，并且忽略掉未命中的攻击。
switch_ui_options_info_log_text_size	游戏日志中的文字大小。
switch_ui_options_info_log_verbose	游戏日志会显示所有战斗信息，包含轻微的状态效果和未命中的攻击。
switch_ui_options_info_minimaptype	设置按下（-）时显示的小地图类型。
switch_ui_options_info_monsterhealth	在怪物下方显示剩余血量。
switch_ui_options_info_music	音乐音量
switch_ui_options_info_pickups	英雄在世界中捡起一件物品时，名称会在头上显示。
switch_ui_options_info_playerhealth	在英雄下方显示剩余血量。
switch_ui_options_info_scanlines	在屏幕上花上一种模仿旧式显示屏的效果。
switch_ui_options_info_screenflashes	屏幕在暴击和其他稀有事件时闪光。
switch_ui_options_info_sfx	游戏中和界面中的音效音量。
switch_ui_options_info_textspeed	游戏文字滚动速度。
switch_ui_options_info_tutorial	在游戏过程中显示过量的有用提示与贴心指南。
switch_ui_options_info_world_seed	用于生成地图，宝藏和英雄冒险的一段编码。
switch_ui_options_label_audio	音频
switch_ui_options_label_data	数据
switch_ui_options_label_display	显示
switch_ui_options_label_gameplay	玩法
switch_ui_options_label_interface	界面
switch_ui_options_large	大
switch_ui_options_log_text_information	日志信息
switch_ui_options_log_text_size	日志文本大小
switch_ui_options_music_volume	音乐音量
switch_ui_options_near	近
switch_ui_options_normal	中
switch_ui_options_save_and_exit	保存并返回标题画面
switch_ui_options_sfx_volume	音效音量
switch_ui_options_small	小
switch_ui_options_verbose	疏密
switch_ui_options_world_seed	随机基数
total_characters	角色总数
total_playtime	总游戏时间
treeage_adult	大树
treeage_sapling	树苗
treeage_seed	种子
treeage_seedling	幼苗
treenames_cashcrop	闪耀眩目叶
treenames_food_a	翠绿果叶
treenames_food_b	强力麦穗
treenames_spices	怒放香料皮
trial_tier3_relicappear	#cy#试炼遗物#ec#出现在这层某处！
trial_tier3_stairsvisible	一个#cg#楼梯#ec#出现了，它通往#cy#试炼第二层#ec#！
tutorial_dream_portal_text	你可以毫无惩罚地从#cy#道具之梦#ec#中离开。在任意时间使用^tag5^就能马上返回。\n\n然而，如果你能击败回忆之王，并且回收完你已经升级的道具，可以使用传送门结束掉#cy#梦境#ec#。\n
tutorial_dreamdifficulty_text_pt1	#cc#道具之梦#ec#的难度根据梦境仪中放置的装备的道具等级以及#cy#亲和力#ec#而定。\n\n所有装备都有基础道具等级，并会随着该装备获得魔法调节项或在梦境仪中升级而提升。\n\n#cy#属系#ec#可能会使梦境变得困难或容易，或造成相对应的奖励（经验值、职业点数和金币）增加或减少。某些#cy#属系#ec#是随某些魔法调节项而获得的，而其他的则会随机出现。\n\n
tutorial_dreamdifficulty_text_pt2	......但要注意！道具之梦有时可能#cr#比你想象的更致命#ec#。梦境仪中显示的“难度”只是一种估计。#cy#做好一切准备#ec#，不要害怕#cc#通过传送门逃离#ec#！\n\n
tutorial_hotbar_switching_text	当位于城镇或者安全区域时，你可以自由#cy#增删和切换快捷栏#ec#中的能力。\n\n然而，位于#cg#纷乱深渊#ec#的危险地带或者处在#cc#道具之梦#ec#中时，你将无法改变快捷栏设置。\n\n请谨慎地为#heroname#打造#cy#最佳的技能搭配方式#ec#，在奔赴危险之地前就将它们添加到快捷栏中。\n\n
tutorial_hotbardisable_text	如果你从快捷栏#cr#移除#ec#某个能力，你也将失去它赋予你的#cy#增益#ec#以及它对应的#cy#召唤能力效果#ec#。\n\n请谨慎地为#heroname#打造#cy#最佳的技能搭配方式#ec#，在奔赴危险之地前就将它们添加到快捷栏中。\n\n
tutorial_meleefighting_text	如果你就在#cy#远程#ec#攻击怪物旁，那这些怪物所能造成的#cg#伤害#ec#通常会降低。记住：使用近战武器攻击也有机会掉落#cg#强化道具#ec#。\n\n不时大胆地#cy#展开近距离战斗#ec#吧！\n
tutorial_pet_portal_escape_text	你已经#cy#击败了一只怪物#ec#！你可以将其带回#cg#溪石营地#ec#的#cy#怪物栅栏#ec#处，在那里将它作为宠物饲育！\n\n你可以使用^tag5^来快速离开纷乱深渊，不过你需要当心在你冒头的时候会不会被#cr#其他怪物#ec#袭击。
tutorial_pethealing_text	如果您的怪物同伴在10个回合中没有受伤，则会每回合恢复一次。\n\n
tutorial_powerups_text	你得到了一个#cg#强化道具#ec#！当你踩到它们时，这些发光的宝珠可让你恢复#cg#体力#ec#或#cc#能量#ec#。你可以通过击败怪物，或者使用诸如剑或斧这样的#cy#近战武器#ec#进行攻击，来随机获得#cg#强化道具#ec#。\n\n获得#cg#强化道具#ec#的几率会随着你的#cy#狡黠#ec#属性的提高而升高，如果你的#cg#体力#ec#或#cc#能量#ec#较低，几率也会升高，但如果怪物不强，几率就会降低。\n\n不重要、没什么价值的怪物可能#cr#根本不会#ec#掉落强化道具！\n
tutorial_randomjob_part1	#cy##big#浪人模式#endbig##ec#\n\n欢迎游玩全新挑战！在#cy#浪人模式#ec#中，系统将为你分配#cg#随机选取的技能#ec#，你可以用职业点数学习这些技能。\n\n你#cr#无法#ec#转职，所以请谨慎做好规划，并据此塑造你的角色！\n\n你也无法学习#cy#武器精通#ec#，仅可学习一种终极技能。\n\n
tutorial_randomjob_part2	然而，你可以随时进行#cy#职业试炼#ec#，只要拥有职业点数即可。谁知道你会获得什么加成呢？！\n\n在这个世界中还有#cg#其他变化#ec#：不同的遭遇战、怪物、魔法物品以及前所未见的技能。\n\n准备好面对一切挑战，#cg#祝你好运#ec#！\n\n
