abil_skill_acidburstclose_name	Estallido ácido
log_player_stockfoodcart	Añades <color=#0cffe6>^tag1^</color> al carrito de comida. ¡<color=yellow>Vuelve mañana</color> para recaudar los beneficios!
log_player_withdrawitem	¡Retiras tu ^tag1^ del banco!
log_playerdrop_item	Dejas <color=yellow>caer al suelo</color> tu ^tag1^.
log_playerdropitem	<color=yellow>Dejas esto en el suelo:</color> <color=#0cffe6>^tag1^</color><color=yellow>^tag2^</color>
log_poker_best	¡Todos los <color=yellow>MONSTRUOS</color> de esta planta tienen ahora <color=red>1 PV</color>!
log_poker_flush	¡Todos los <color=yellow>MONSTRUOS</color> de esta planta se han <color=#0cffe6>QUEDADO DORMIDOS</color>!
log_prepare_parry	<color=yellow>¡Te preparas para parar el siguiente ataque!</color>
log_prompt_ability_target	Selecciona objetivo para <color=yellow>^tag1^</color>.
log_purchase_petinsurance	¡Le has comprado un <color=yellow>seguro de mascotas</color> a Jesse!
log_quest_failed	<color=red>Has fracasado en la misión</color>: <color=yellow>^tag1^</color>
log_reaper	La <color=red>parca</color> ha venido en busca de <color=yellow>^tag1^</color>...
log_reaper_damage	¡La <color=red>parca</color> ha venido en busca de <color=yellow>^tag1^</color> y le quita <color=yellow>^tag2^</color> PV!
log_reborn	¡HAS REVIVIDO!
log_receive_shadow_orb	<color=yellow>Mir</color> fusiona las esquirlas de orbe rojo y te entrega un <color=red>Orbe de pesadillas</color>.
log_redraw_pokerhand	¡Te #cr#descartas#ec# y #cg#pides#ec# una mano nueva! ¡#cy#TURNO GRATIS#ec#!
log_release_monster	<color=yellow>^tag1^</color> se adentra en el bosque por siempre jamás.
log_removeitemmod	¡Tu <color=yellow>^tag1^</color> brilla mientras el Urdesueños <color=yellow>anula una propiedad mágica</color>!
log_resist_charm	¡^tag1^ <color=yellow>se resiste</color> a tu persuasión!
log_restore_energy_skill	¡Recuperas <color=#0cffe6>^tag1^</color> de Energía mediante tu <color=yellow>^tag2^</color>!
log_reward_itempack	Recibes un <color=#40b843>paquete de objetos reconstituyentes</color>: <color=yellow>^tag1^</color>
log_sacrifice_level_forgoods	¡Percy te <color=red>quita un nivel de experiencia</color> y te llena de <color=yellow>objetos sanadores y cargas de petaca</color>!
log_schematist_infuse	¡Tu dominio de las <color=#40b843>pociones</color> aumenta! Todas las pociones curativas son un <color=yellow>25 % más eficaces</color>.
log_sell_items_bulk	¡Has vendido <color=#40b843>^tag1^</color> objetos por <color=yellow>^tag2^</color> o!
log_shop_purchase_casino	¡Has comprado <color=yellow>^tag1^</color> unidad(es) de ^tag2^ por <color=yellow>^tag3^</color> ficha(s)!
log_shop_purchase_normal	¡Has comprado <color=yellow>^tag1^</color> unidad(es) de ^tag2^ por <color=yellow>^tag3^</color> o!
log_skill_dodge	¡<color=#0cffe6>Evades hábilmente</color> el ataque!
log_skipturn_equip	Gastas un turno para <color=yellow>cambiar el equipamiento</color>...
log_sleeping_wakeup	¡^tag1^ <color=#0cffe6>ha despertado</color>!
log_song_extended	<color=#40b843>¡Tu </color><color=#0cffe6>^tag1^</color><color=#40b843> gana en espíritu e intensidad!</color>
log_songmight_extra_attack	¡Tu <color=#40b843>Canción del poder</color> intensificada te da un <color=yellow>ataque extra</color>!
log_spinmode	Una <color=#0cffe6>voz retumbante</color> dice: <color=yellow>«¡Demos una vuelta!».</color>
log_standard_attack	¡<color=#ffc80a>^tag1^</color> ataca a ^tag3^ e inflige ^tag4^ de daño! ^tag5^ ^tag6^
log_standard_attack_block	¡<color=#ffc80a>^tag1^</color> ataca a ^tag3^ e inflige ^tag4^ de daño! (<color=#79a2ab>BLOQUEADO</color>) ^tag5^ ^tag6^
log_standonstairs	Estás en la escalera que conduce a ^tag1^.
log_status_reflected	El <color=#0cffe6>emblema</color> de <color=#ffc80a>^tag2^</color> refleja el efecto de estado.
log_steelresolve_crit	¡Superas un <color=red>GOLPE CRÍTICO</color> con <color=#40b843>Resolución de acero</color>!
log_steelresolve_stun	¡Sales de tu <color=yellow>aturdimiento</color> con <color=#40b843>Resolución de acero</color>!
log_stucktotarget	¡^tag1^ atrapa con su #cr#lengua#ec# a #cy#^tag2^#ec#!
log_stun_reel	¡<color=yellow>^tag1^</color> <color=red>retrocede del golpe</color>!
log_summon_disappear	¡<color=yellow>^tag1^</color> desaparece!
log_switch_weapon	¡Has cambiado el <color=yellow>arma</color> por ^tag7^!
log_switch_weapon_fists	¡Has cambiado el <color=yellow>arma</color> por <color=yellow>los puños</color>!
log_target_slowed	¡^tag1^ se <color=red>mueve más despacio</color>!
log_thane_survival3	¡Tus ganas de luchar crecen y se restablecen <color=yellow>TODOS LOS TIEMPOS DE ESPERA</color>!
log_throw_gold	¡Lanzas <color=yellow>^tag1^ g</color>!
log_timepassing	El tiempo pasa y tu aventura entra en su <color=yellow>día ^tag1^</color>.
log_tipsy	Te sientes <color=#0cffe6>mareada</color> y te mueves hacia donde no debes...
log_toggle_ability_off	Dejas de usar tu <color=#0cffe6>^tag1^</color>.
log_tree_chop	¡Tras un potente hachazo, el <color=#40b843>árbol</color> se viene abajo!
log_trial_petdesummon	Tus mascotas invocadas #cy#se desvanecen#ec#. ¡Tienes que volver a invocarlas!
log_turn_movedfast	#cy#¡Los monstruos fueron demasiado lentos y perdieron su turno!#ec#
log_unequipped_item	Has desequipado tu <color=#79a2ab>^tag1^</color>.
log_unpairoffhand	<color=yellow>^tag1^</color> ya no se empareja con <color=yellow>^tag2^</color>.
log_use_key	¡Usas <color=yellow>^tag1^</color>!
log_water_fire_damage_down	<color=yellow>¡El agua debilita el daño por Fuego!</color>
log_water_lightning_damage_up	<color=yellow>¡El agua intensifica el daño por Rayo!</color>
log_xpring_disappear	¡Tu ^tag1^ <color=yellow>se desvanece</color> en el aire!
log_youdied	HAS <color=red>CAÍDO</color>...
lucidorb_shard_mmdesc	Combina tres para crear un #cc#Orbe lúcido#ec#, que proporciona este modificador:
misc_abbreviation_resistance	Res
misc_adventure_mode	Modo aventura
misc_already_owned	^tag1^ en tu inventario:
misc_and	y
misc_armor	Armadura
misc_base_melee_power	Poder CaC base
misc_base_ranged_power	Poder CaD base
misc_basedamage	Daño base
misc_battle_precounter	¡HAMEDO!
misc_begone	¡FUERA DE AQUÍ!
misc_buff_duration	Duración de bonificación
misc_button_exit_normalcase	Salir
misc_celebrate	¡Hurra!
misc_changeclothes	¡Elige un atuendo!
misc_changeclothes_to	Cambiar atuendo por
misc_chop_down	Talar
misc_cilantro	Cilantro
misc_cinnamon	Canela
misc_coinparry	¡IMPACTO EN MONEDAS!
misc_combo	Combo
misc_completed_quest	Misión cumplida
misc_completed_quest_excite	¡Misión cumplida!
misc_cooldown_abbreviation	TE
misc_cooldown_remaining	TE restante
misc_craft_requires	Requiere
misc_crit	(<color=red>¡CRÍTICO!</color>)
misc_crit_damage	Daño crítico
misc_ct_gain	Ganancia de TC
misc_current	Actual
misc_dagger_damage	Daño de daga
misc_damage_immune	^tag1^: #cr#inmune#ec#
misc_damage_resistant	^tag1^: #cy#resistente#ec#
misc_damage_resistantstrong	^tag1^: #cy#muy resistente#ec#
misc_damage_vulnerable	^tag1^: #cc#vulnerable#ec#
misc_damage_vulnerablestrong	^tag1^: #cc#muy vulnerable#ec#
misc_damagepierce_nullify	Resistencia total a ^tag1^
misc_damagepierce_pierce	Perforación total con ^tag1^
misc_daymarker	Día ^tag1^
misc_days_passed	Días transcurridos
misc_deposit	DEPOSITAR
misc_deposit_cost	TASA DE DEPÓSITO
misc_disarmed	¡Parálisis!
misc_dmg_fire	Fuego
misc_dmg_lightning	Rayo
misc_dmg_physical	Físico
misc_dmg_poison	Veneno
misc_dmg_shadow	Sombra
misc_dmg_water	Agua
misc_dream	Sueño
misc_dream_mod_added	Nuevo #cy#modificador mágico#ec# añadido: #cg#^tag1^#ec#
misc_dream_power_up	¡Poder básico del objeto #cy#mejorado#ec#! Nuevo nombre: ^tag1^
misc_drop	depositar
misc_dungeon_name	La Mazmorra
misc_eatingsounds	MASTICA
misc_echo_pickup	(Eco de ^tag1^)
misc_echoes_required	Ecos necesarios
misc_electric_effect	causa parálisis al pisar
misc_elemental_resist	Resistencia elemental
misc_extraturn	Turno extra
misc_fasttravel_shoprestock	¡Tienda reabastecida!
misc_feats_plural	Características
misc_filled_flask	PETACA LLENA
misc_filteritems	Filtrar objetos
misc_fire_cooking	Cocinar con ingredientes
misc_free_exciting	¡GRATIS!
misc_free_turn	¡No consume un turno!
misc_freepassive	(pasiva gratis)
misc_friends	Amigos
misc_full_description	No puedes comer más durante ^tag1^ turnos.
misc_fullheal	¡CURACIÓN TOTAL!
misc_garlic	Ajo
misc_generic_damage	Daño
misc_generic_defense	Defensa
misc_gold	oro
misc_groom1_popup1	CEPILLAR
misc_groom1_popup2	CORTAR
misc_groom1_popup3	RECORTAR
misc_groom2_popup1	LAVAR
misc_groom2_popup2	ENJUAGAR
misc_groom2_popup5	FROTAR
misc_hardcore_mode	Modo extremo
misc_healingflask	Petaca curativa
misc_heroic_mode	Coste de Salud
misc_healthcost	Modo heroico
misc_hotkey	Acceso rápido
misc_hotkeycheck	Acceso rápido: ^tag1^
misc_hp	PV
misc_hpfrom	HP from
misc_infusions	Infusiones para la petaca
misc_item_bound	<color=yellow>Este objeto no se puede tirar al suelo, guardar en el banco o vender.</color>
misc_item_dream	Sueño de objeto
misc_item_dream_specificfloor	Sueño de objeto P^tag1^
misc_item_nightmare_specificfloor	Pesadilla de objeto P^tag1^
misc_itemworld_orbcost	Mínimo, ^tag1^ orbe(s)
misc_itemworld_orbcost_definite	<color=yellow>Coste en orbes: ^tag5^ orbe(s)</color>
misc_journal_turnnumber	Turno
misc_lava_effect	probabilidad de fuego intenso al pisar
misc_loses	loses
misc_lucky	¡QUÉ SUERTE!
misc_magicportal	Portal de escape
misc_mashed	¡MAJADO!
misc_maximum	¡MÁXIMO!
misc_milliseconds_abbreviation	ms
misc_minimap	Minimapa
misc_miss	¡FALLO!
misc_modify_elemental	^tag1^ dño elemental
misc_moneysymbol	o
misc_monster_wilduntamed	#cr#**Feroz y salvaje**#ec#
misc_mud_effect	probabilidad de inmovilización al pisar
misc_name_placeholder	¿Cómo te llamas? Déjalo en blanco para obtener un nombre aleatorio.
misc_newitem_changes	Cambios debidos a objeto nuevo
misc_nextpage	Página siguiente
misc_nocharacterdata	SIN DATOS DE PERSONAJE
misc_nodataatall	SIN DATOS
misc_nonstackable	(Único)
misc_nonstackable_abbr	(U)
misc_normalpassive	(pasiva)
misc_nothing	Nada
misc_nutmeg	Nuez moscada
misc_parents	Progenitores:
misc_pet_attack	#cy#¡Iniciar combate!#ec#
misc_pet_attack_desc	Ordena a tu mascota que empiece a pelear con un monstruo. Si ya está luchando, no hace nada.
misc_pet_attack_log	¡Iniciar combate con ^tag3^!
misc_pet_health	Salud de mascota
misc_petran	La mascota escapa
misc_physical_defense	Defensa física
misc_poker_mulligan	¡NUEVO INTENTO!
misc_portal_info	Portal a ^tag1^
misc_powerup	Potenciador
misc_powerup_healing	Curación de potenciador
misc_previouspage	Página anterior
misc_protected	Con protección
misc_pulled	¡TIRÓN!
misc_quest_heard	¡Cuéntame!
misc_ranged_attack	Ataque a distancia
misc_ranged_attack_desc	Ataque con arma de combate a distancia.
misc_rarity_0	Común
misc_rarity_1	Poco común
misc_rarity_2	Mágico
misc_rarity_3	Inusual
misc_rarity_4a	Artefacto
misc_rarity_4b	Legendario
misc_rarity_5	Conjunto
misc_reduce_damage_elem	^tag1^ dño de ^tag2^
misc_reflected	Reflexión
misc_rescue	Mascota rescatada
misc_reserve_stat	Reserva #cy#^tag7^#ec# ^tag8^ al activarse
misc_resist_elemental	^tag1^ resistencia a dño elemental
misc_rewards	RECOMPENSAS
misc_romantic	Romántico
misc_rooted	¡Inmovilización!
misc_saveslot_info	<color=#0cffe6>RANURA ^tag1^</color>:
misc_scorpiontail	¡COLA DE ESCORPIÓN!
misc_seasoning	Condimentos
misc_sellitem	VENDER
misc_shape_bigdipper	Especial
misc_shape_burst	estallido
misc_shape_checkerboard	Damero
misc_shape_circle	Círculo
misc_shape_circlecorners	Esquinas
misc_shape_claw	Garra
misc_shape_cone	Cono
misc_shape_cross	Cruz
misc_shape_directline	Línea
misc_shape_directline_thick	Línea
misc_shape_dline_ne	Línea
misc_shape_dline_se	Línea
misc_shape_flexcone	Cono
misc_shape_flexcross	Cruz
misc_shape_flexline	Línea
misc_shape_hline	Línea
misc_shape_point	Punto
misc_shape_random	Aleatorio
misc_shape_rect	Rectángulo
misc_shape_vline	Línea
misc_shape_xcross	Equis
misc_shop_single	<color=yellow>VALOR DE VENTA: ^tag1^ o</color>
misc_shop_stack	<color=yellow>VALOR DE VENTA: ^tag1^ o (cada unidad), ^tag2^ o (todo)</color>
misc_skill_miss	¡HABILIDAD FALLIDA!
misc_skillorb	Orbe de habilidad
misc_snackbag	Bolsa de merienda
misc_snakeeyes	¡OJOS DE SERPIENTE!
misc_sortitems	Ordenar objetos
misc_special_aura	Aura cristalina de ensueño: ^tag1^
misc_speed_0	Lenta
misc_speed_1	Media
misc_speed_2	Rápida
misc_speed_3	Muy rápida
misc_speed_instant	Instantánea
misc_staff_damage	Daño de bastón
misc_stairs_info	Escaleras a ^tag1^
misc_staranise	Anís estrellado
misc_stunned	¡Aturdimiento!
misc_switchlanguage_jp_japan	¡Idioma cambiado! Reinicia el juego.
misc_text_confirm_useflask_failrumor	#cr#¡Advertencia!#ec#\n\nUsar la #cc#Petaca#ec# hará que fracases en uno de tus #cy#rumores#ec#. ¿Seguro que quieres hacerlo?\n
misc_tokens	fichas
misc_turns	Turnos
misc_ui_victory	¡JEFE DERROTADO!
misc_victory	¡JUEGO FINALIZADO!
misc_warptostairs	Teletransportarse a las escaleras
misc_water_effect	aumenta la probabilidad de evadir a distancia
misc_weaponpower_short	Potencia
misc_withdraw	RETIRAR
misc_xp_level	Nivel
mm_aetherslash_passive_name	Guerrera etérea
mm_antipode_passive_name	Antípodas
mm_athyes_passive_name	Sangre caliente
mm_bigstick_passive_name	Superbateadora
mm_blightpoison_passive_name	Furia tóxica
mm_block_causebleed_desc	Al bloquear, envenena a los atacantes cuerpo a cuerpo e inflige ^number1^ de daño de armas durante ^number2^ turnos.
mm_brambles_name	Zarzas
mm_breathstealer_passive_name	Robaaliento
mm_brigandboost_passive_name	Faceta de Bandolera
mm_budokaboost_passive_name	Faceta de Budoka
mm_butterfly_passive_name	Guerrera grácil
mm_catears_passive_name	Supercuqui
mm_chance_freespell_passive_name	Economizadora
mm_chillaura_passive_name	Sangre fría
mm_confuseblock_passive_name	Bloqueo confundidor
mm_constitution_name	Constitución
mm_deadly_name	Letal
mm_dismantler_passive_name	Desmanteladora
mm_doublebite_passive_name	Aguas turbulentas
mm_dragonscale_passive_name	Piel de dragón
mm_edgethaneboost_passive_name	Faceta de Juglar guerrera
mm_elementalshielding_name	Escudo elemental
mm_enhancebleed_passive_name	Golpes sangrantes
mm_findhealth_passive_name	Supervivientista
mm_fistattackproc_passive_name	Star Platinum
mm_flames2_name	Llamas
mm_floramancerboost_passive_name	Faceta de Floramante
mm_freezeattack_passive_name	Furia de hielo
mm_gaelmydd_passive_name	Cazarrobots
mm_gamblerboost_passive_name	Faceta de Tahúr
mm_hairband_passive_name	Sinus inversus
mm_hergerobe_passive_name	Espíritu empoderado
mm_hunterboost_passive_name	Faceta de Cazadora
mm_husynboost_passive_name	Faceta de Cíborg
mm_ignorelowdamage_passive_name	Piel de hierro
mm_immune_defenselower_passive_name	En forma
mm_immune_poisonbleed_passive_name	Inmunidad perfecta
mm_legkatana_passive_name	Furia del viento
mm_legshard_passive_name	Bendita por las esquirlas
mm_magicmirrors_passive_name	Visión perfecta
mm_meltblockparry_passive_name	Golpes abrumadores
mm_monstermash_desc	Tras usar ^number1^ habilidades, el siguiente ataque básico inflige ^number2^ de daño.
mm_moonbeams_passive_name	Furia lunar
mm_oceangem_passive_name	Gran nadadora
mm_paladinboost_passive_name	Faceta de Paladín
mm_paralyzereact_passive_name	Piel estática
mm_phasmaquiver_passive_name	Guerrera del plasma
mm_powershot_passive_name	Supercarga
mm_procbolt_passive_name	Furia del trueno
mm_procshadow_passive_name	Furia de la sombra
mm_ramirelmask_passive_name	Maestra del sigilo
mm_revenge_name	Venganza
mm_seraphblock_passive_name	Guerrera tortuga
mm_shadowcast_passive_name	Invocadora de sombras
mm_shootfire_passive_name	Furia ígnea
mm_songblade_passive_name	Siempre cantando
mm_soulkeeperboost_passive_name	Faceta de Guardiana de almas
mm_soulsteal_passive_name	Robavida
mm_spellshaperboost_passive_name	Faceta de Forjahechizos
mm_starcall_passive_name	Llamaestrellas
mm_starhelm_passive_name	Vengadora celestial
mm_stunpull_desc	Probabilidad del ^number1^ de aturdir a un enemigo al atacarlo y arrastrarlo hacia ti.
mm_summonice_passive_name	Venas gélidas
mm_summonthorns_passive_name	Furia de espinas
mm_swing_defense_passive_name	Falange
mm_thorns_name	Espinas
mm_trumpet_passive_name	Sabiduría bárdica
mm_ultraheavy_passive_name	Ultrapesada
mm_vezakpoison_passive_name	Furia de veneno
mm_wildnatureband_passive_name	Pies ligeros
mm_wildnaturevest_passive_name	Pellejo espinoso
mmod_blackspear_desc	Aumenta toda la generación de daño un ^number1^ por cada turno en el que no te hayas movido (máx.: ^number2^).
mmod_blockthorns_desc	Al bloquear, los atacantes cuerpo a cuerpo reciben ^number1^ de daño de armas como físico.
mmod_causeroot_desc	Los ataques básicos tienen una probabilidad del ^number1^ de inmovilizar durante ^number2^ turnos.
mmod_causeroot_name	Inmovilizador
mmod_chef_desc	^number1^ de daño físico infligido mientras estás llena
mmod_convertfiretoshadow_desc	Convierte el daño por FUEGO infligido en SOMBRA. Usa la bonificación de FUEGO y la aplica a la resistencia a la SOMBRA
mmod_frogsuit_desc	Los monstruos (excepto bandidos y robots) serán menos agresivos. Concede la Suerte de la rana
mmod_funguscap_desc	^number1^ de probabilidad de infligir veneno por ^number2^ turnos a los atacantes cuerpo a cuerpo. Daño en función del Poder de armas y Poder espiritual
mmod_horns_name	Pinchoso
mmod_missblock_desc	No bloquear añade un ^number1^ de probabilidad de bloqueo hasta el siguiente bloqueo.
mmod_missblock_name	Equilibrio
mmod_mm_2hcleave_desc	Ganas ^number1^ TC al derrotar a monstruos que no sean triviales.
mmod_mm_2hcleave_name	Furia
mmod_mm_2hheavy1_desc	Al impactar, pierde ^number1^ TC, pero inflige ^number2^ de daño.
mmod_mm_2hheavy1_name	Lastrado
mmod_mm_2hheavy2_name	Robusto
mmod_mm_2hsunder_desc	Al impactar, reduce el daño/def del enemigo un ^number1^ (máx. ^number2^).
mmod_mm_2hsunder_name	Desgarrador
mmod_mm_2hwhirlwind_desc	Las habilidades físicas también golpean a los enemigos adyacentes con ^number1^ de daño de armas.
mmod_mm_2hwhirlwind_name	Torbellino
mmod_mm_addfire1_desc	Añade ^number1^ de daño por FUEGO a tus ataques.
mmod_mm_addfire1_name	Chamuscado
mmod_mm_addfire2_name	Carbonizado
mmod_mm_addpoison1_desc	Añade ^number1^ de daño por VENENO a tus ataques.
mmod_mm_addpoison1_name	Aguijoneador
mmod_mm_addpoison2_name	Asolador
mmod_mm_addshadow1_desc	Añade ^number1^ de daño por SOMBRA a tus ataques.
mmod_mm_addshadow1_name	Plomizo
mmod_mm_addwaterspecial_desc	^number1^ de probabilidad de infligir ^number2^ de daño por AGUA al impactar.
mmod_mm_aetherslash_desc	^number1^ de probabilidad de inmovilizar al objetivo e infligir Hemorragia sombría.
mmod_mm_agility_desc	^number1^ de RAPIDEZ
mmod_mm_agility_name	Agilidad
mmod_mm_alacrity_desc	^number1^ de probabilidad de reducir los tiempos de espera al vencer a monstruos no triviales.
mmod_mm_alacrity_name	Presteza
mmod_mm_antipode_desc	^number1^ de probabilidad de golpear con daño por Fuego o Hielo extra.
mmod_mm_antisummonweapon_desc	Inflige ^number1^ de daño a las criaturas invocadas
mmod_mm_antisummonweapon_name	Antiinvocación
mmod_mm_arrowdamp_desc	^number1^ de daño de ataque a distancia y ^number2^ de cuerpo a cuerpo.
mmod_mm_arrowdamp_name	Barrera de flechas
mmod_mm_asceticaura_desc	Tus golpes críticos y habilidades de Budoka golpean un punto vital paralizante.
mmod_mm_asceticgrab_desc	No interfiere con la lucha sin armas; probabilidad de bloquear proyectiles mágicos.
mmod_mm_assassingloves_desc	^number1^ de daño con espadas, hachas, garras, dagas, mandobles y lanzas.
mmod_mm_athyes_desc	^number1^ de daño por Fuego infligido; todo el daño por Fuego tiene una posibilidad de aturdir al objetivo.
mmod_mm_avarice_name	Avaricia
mmod_mm_banditslayingquiver_desc	^number1^ de daño a los bandidos.
mmod_mm_banditslayingquiver_name	Flechas antibandidos
mmod_mm_banditslayingweapon_name	Terror de bandidos
mmod_mm_beastslaying33_desc	^number1^ de daño a las bestias y ^number2^ de daño de las bestias.
mmod_mm_beastslayingquiver_desc	^number1^ de daño a las bestias.
mmod_mm_beastslayingquiver_name	Flechas antibestias
mmod_mm_beastslayingweapon_name	Terror de bestias
mmod_mm_bezocrossbow_desc	^number1^ de ASTUCIA y ^number2^ de RAPIDEZ
mmod_mm_bigstick_desc	^number1^ de probabilidad de dar un empujón a los monstruos cuando los golpeas. Daño extra si chocan contra una pared.
mmod_mm_blasting_desc	Las habilidades ignoran ^number1^ de las resistencias elementales de los monstruos.
mmod_mm_blasting_name	Acribillar
mmod_mm_blightpoison_desc	Inflige Ruina sombría al impactar (^number1^ de daño por Sombra a lo largo de ^number2^ turnos).
mmod_mm_block5_desc	^number1^ de probabilidad de bloqueo.
mmod_mm_bomber_desc	^number1^ de daño por consumibles.
mmod_mm_bomber_name	Química
mmod_mm_bonecrabs_desc	Probabilidad de invocar un Cangrejóseo al recibir un impacto.
mmod_mm_bonecrabs_name	Cangrejóseos
mmod_mm_bonedagger_desc	^number1^ TC por ataque cuerpo a cuerpo.
mmod_mm_book_fire1_desc	^number1^ de daño por Fuego
mmod_mm_book_fire1_name	Tocado por el Fuego
mmod_mm_book_fire2_name	En armonía con el Fuego
mmod_mm_book_lightning1_desc	^number1^ de daño por Rayo.
mmod_mm_book_lightning1_name	Tocado por el Rayo
mmod_mm_book_lightning2_name	En armonía con el Rayo
mmod_mm_book_poison1_desc	^number1^ de daño por Veneno
mmod_mm_book_poison1_name	Tocado por el Veneno
mmod_mm_book_poison2_name	En armonía con el Veneno
mmod_mm_book_shadow1_desc	^number1^ de daño de Sombra
mmod_mm_book_shadow1_name	Tocado por la Sombra
mmod_mm_book_shadow2_name	En armonía con la Sombra
mmod_mm_book_water1_desc	^number1^ de daño por Agua
mmod_mm_book_water1_name	Tocado por el Agua
mmod_mm_book_water2_name	En armonía con el Agua
mmod_mm_bountifulpouch_desc	^number1^ de probabilidad de que cualquier consumible que no sea comida se recicle al usarlo.
mmod_mm_brambles_desc	Probabilidad de infligir daño trivial a los atacantes cuando te golpean.
mmod_mm_breathstealer_desc	^number1^ de probabilidad de sellar monstruos al golpearlos; ^number2^ de probabilidad si no te habían detectado.
mmod_mm_brigand_escapeartist_desc	La Artista de la fuga de la Bandolera ataca y hace sangrar al objetivo en vez de aturdirlo.
mmod_mm_brigand_firebomb_desc	La Bomba ígnea de la Bandolera tiene una mecha y tiempo de espera más cortos.
mmod_mm_brigandemblem_tier0_bleed_desc	Tus efectos de Hemorragia infligen ^number1^ de daño.
mmod_mm_brigandemblem_tier0_stealth_desc	Es menos probable que los monstruos te detecten (^number1^ de Sigilo).
mmod_mm_brigandemblem_tier1_bleeddef_desc	Causar Hemorragia también reduce la defensa del objetivo un ^number1^.
mmod_mm_brigandemblem_tier1_smokecloud_desc	La Nube de humo cuesta un ^number1^ menos de Energía y tiene un menor tiempo de espera.
mmod_mm_brigandemblem_tier2_autokill_desc	Tu ataque de mano principal tiene una probabilidad del ^number1^ de derrotar instantáneamente a monstruos normales.
mmod_mm_brigandemblem_tier2_stealthstun_desc	Tus ataques básicos aturden a cualquier enemigo que no sea hostil hacia ti.
mmod_mm_brilliant_desc	Al bloquear un ataque, también ciegas al atacante.
mmod_mm_brilliant_name	Brillante
mmod_mm_budoka_hundredfists_desc	Los Cien puños de la Budoka golpean a un único objetivo, pero pueden alcanzar cualquiera de sus puntos vitales, o todos ellos a la vez.
mmod_mm_budoka_ironbreathing_desc	El Aliento de hierro de la Budoka aumenta enormemente la defensa después de eliminar Hemorragias/Venenos.
mmod_mm_budoka_palmthrust_desc	La Palma pujante de la Budoka golpea solo a un objetivo, pero lo envía más lejos y le inflige más daño.
mmod_mm_budokaemblem_tier0_fear_desc	Derrotar a un enemigo o asestarle un golpe crítico puede dar Miedo a los monstruos cercanos.
mmod_mm_budokaemblem_tier0_spiritfists_desc	Se añade un ^number1^ de Poder espiritual a la parada al usar los puños (máximo: ^number2^).
mmod_mm_budokaemblem_tier1_elemental_desc	Los ataques básicos con puños infligen un ^number1^ de daño dividido entre todos los elementos.
mmod_mm_budokaemblem_tier1_tough_desc	^number1^ de todas las resistencias elementales.
mmod_mm_budokaemblem_tier2_hamedo_desc	^number1^ de probabilidad de responder a un ataque cuerpo a cuerpo antes de que te golpee.
mmod_mm_budokaemblem_tier2_qi_desc	^number1^ de probabilidad de lanzar una Onda qì a un enemigo cercano al usar técnicas budokas.
mmod_mm_bull_desc	^number1^ de probabilidad de hacer retroceder a un enemigo 1 casilla, ^number2^ de poder.
mmod_mm_bull_name	Toro
mmod_mm_butterfly_desc	Las habilidades de Espadachina infligen un ^number1^ más de daño. Los golpes críticos causan Hemorragias duraderas.
mmod_mm_candleskull_desc	^number1^ de daño a los enemigos por cada penalización diferente que tengan (máximo: ^number2^).
mmod_mm_catears_desc	Probabilidad de confundir y hechizar a los monstruos adoptando el aspecto de un lindo gatito.
mmod_mm_challenges_desc	^number1^ de daño de ataques básicos de campeón.
mmod_mm_challenges_name	Desafíos
mmod_mm_chance_freespell_desc	^number1^ de probabilidad de regenerar instantáneamente el coste de Energía de una habilidad.
mmod_mm_chaotic_desc	^number1^ de probabilidad de añadir (nivel x ^number2^) de daño elemental aleatorio a tus ataques.
mmod_mm_chaotic_name	Caótico
mmod_mm_charmenemy1_desc	^number1^ de probabilidad de hechizar a los enemigos al golpearlos.
mmod_mm_chillaura_desc	Reduce los TC de enemigos adyacentes.
mmod_mm_chromeshredding_name	Destrucción de cromo
mmod_mm_cleverness_desc	^number1^ de ASTUCIA
mmod_mm_cleverness_name	Sagacidad
mmod_mm_cloakddagger_desc	Capa y espada de la Bandolera ahora atraviesa y golpea a los objetivos
mmod_mm_clotting_desc	Aumenta la resistencia a la Hemorragia.
mmod_mm_clotting_name	Coagulante
mmod_mm_companions_new_desc	^number1^ de daño y defensa de mascota.
mmod_mm_companions_new_name	Acompañantes
mmod_mm_concentration_name	Concentración
mmod_mm_confident2_desc	^number1^ de daño del ataque si tienes más de ^number2^ de Salud.
mmod_mm_confident2_name	Valiente
mmod_mm_confident_desc	^number1^ de daño del ataque básico si tienes más de ^number2^ de Salud.
mmod_mm_confident_name	Confiado
mmod_mm_confuseblock_desc	Al bloquear un ataque, confundes al atacante.
mmod_mm_conjuration_desc	Las invocaciones duran un turno extra.
mmod_mm_conjuration_name	Conjuración
mmod_mm_conservation_desc	Inflige daño extra cuando se tiene toda la ENERGÍA.
mmod_mm_constitution_desc	^number1^ de probabilidad de ignorar efectos de estado negativos.
mmod_mm_corrosion2_name	Ácido
mmod_mm_corrosion_desc	Convierte el elemento de ataque en VENENO, ^number1^ de poder de armas.
mmod_mm_corrosion_name	Corrosión
mmod_mm_cruel_desc	^number1^ de daño del ataque básico a enemigos con ^number2^ de Salud.
mmod_mm_cruel_name	Cruel
