abil_skill_acidburstclose_name	Säurestoß
Left Shoulder 2	Linke Schultertaste 2
Left Shoulder 3	Linke Schultertaste 3
Left Stick Button	Linke Sticktaste
Left Stick X	Linker Stick X
Left Stick Y	Linker Stick Y
Left Trigger	Linker Schalter
loading_resources	Spieldaten werden geladen …
loc_unknown	Wildnis von Tangledeep
log_abandon_rumor	Du <color=red>vergisst</color> das Gerücht <color=yellow>^tag1^</color>.
log_abil_needstarget	^tag1^ <color=red>benötigt</color> ein Ziel!
log_ability_hp_gain	Du stellst <color=#40b843>^tag1^</color> Gesundheit wiederher!
log_ability_hp_loss	Du verlierst <color=red>^tag1^</color> Gesundheit durch <color=yellow>^tag2^</color>!
log_ability_used	^tag1^ verwendet <color=#0cffe6>^tag2^</color>!
log_absorb_shard	<color=yellow>^tag1^ absorbiert magische Energie durch ^tag2^!</color>
log_actor_gainstat_start	<color=yellow>^tag1^</color> erhält
log_actor_immovable	<color=#40b843>^tag1^</color> ist <color=yellow>ZU SCHWER, UM SICH BEWEGEN ZU LASSEN</color>!
log_actor_losestat_start	<color=yellow>^tag1^</color> verliert
log_actor_resisteffect	^tag1^ <color=#40b843>wehrt</color> den <color=yellow>^tag2^</color>-Effekt <color=#40b843>ab</color>!
log_actorheal_effect	<color=#0cffe6>^tag4^</color> von <color=yellow>^tag1^</color> heilt <color=#0cffe6>^tag2^</color> mit <color=#40b843>^tag3^</color> TP!
log_actorheal_noeffect	<color=yellow>^tag1^</color> heilt <color=#0cffe6>^tag2^</color> mit <color=#40b843>^tag3^</color> TP!
log_addemblem_power	Dein ^tag1^ ist jetzt noch stärker!
log_almost_learned_skill	Du hättest <color=#40b843>beinahe</color> ein <color=yellow>Monstertalent</color> <color=#40b843>gelernt</color>. Wer weiß, wenn du <color=yellow>^tag1^</color> <color=#40b843>wiedersehen würdest</color> …
log_apple_infuse	Deine <color=#40b843>Heilflasche</color> wurde mit leckerem Apfel aufgegossen! Ihre Dauer wurde <color=yellow>um einen Zug verlängert</color>.
log_ascetic_destroy	Du <color=yellow>verhinderst den Angriff</color> mit deiner <color=#0cffe6>eingewickelten Hand</color>!
log_attack_catch	^tag1^ <color=yellow>fängt</color> den Angriff ab und <color=yellow>gibt ihn zurück</color>!
log_attack_counter	^tag1^ <color=yellow>kontert</color> den Angriff geschickt!
log_attack_miss	^tag1^ versucht ^tag2^ anzugreifen, aber <color=yellow>trifft daneben</color>!
log_attack_reflect	^tag1^ <color=yellow>reflektiert</color> den Angriff!
log_attack_trip_flail	^tag3^ von <color=yellow>^tag1^</color> stolpert über <color=#0cffe6>^tag2^</color>! ^tag2^ ist <color=yellow>angewurzelt</color>!
log_auto_equip	Du <color=#40b843>rüstest</color> <color=#0cffe6>^tag1^</color> aus!
log_axe_shatter	Die Abwehr von ^tag1^ wurde von dem Schlag <color=red>zunichte gemacht</color>!
log_bank_deposit_money	Du gibst dem Bankier <color=yellow>^tag1^ G</color> (plus eine Gebühr in Höhe von <color=yellow>200 G</color>.)
log_bank_storage_upgrade	Dein <color=yellow>Aufbewahrungslimit</color> wurde von <color=yellow>^tag1^</color> auf <color=#40b843>^tag2^ Gegenstände</color> erhöht!
log_bank_withdraw_money	Du hebst <color=yellow>^tag1^ G</color> von der Bank ab.
log_bigmode	<color=yellow>GROẞMODUS!</color> Jedes Monster ist jetzt <color=#40b843>echt groß</color>!
log_block	^tag1^ <color=#79a2ab>blockt</color> den Angriff von ^tag2^ ab!
log_bought_monster_mallet	Du hast einen <color=yellow>Monsterhauer</color> für <color=yellow>200 G</color> gekauft!
log_bowmastery3_interrupt	Du hältst <color=#0cffe6>^tag2^</color> von <color=yellow>^tag1^</color> mit einem <color=#40b843>gut platzierten Pfeil</color> auf!
log_budoka_easteregg	<color=#40b843>Es ist zwecklos. Mit meinem Kampfstil bin ich unbesiegbar!</color>
log_cancel_portal	Du hast das <color=#0cffe6>Fluchtportal</color> <color=yellow>abbestellt</color>.
log_carry_limit	Du hast <color=red>keinen Platz</color> für ^tag1^!
log_casino_earnchips	<color=#40b843>Du erhältst </color><color=yellow>^tag1^ Salon-Marken</color>!
log_challenge_failed	Du hast die #cy#^tag1^#ec# nicht rechtzeitig gemeistert! Du kannst mit dieser Speicherdatei weiterspielen, aber du wirst für diese Herausforderung #cr#keinen#ec# Eintrag in die Bestenliste und auch #cr#keine#ec# Errungenschaft erhalten.
log_cheatdeath	<color=red>Das Ende naht</color>, doch du <color=yellow>wehrst dich mit aller Kraft</color>! Alle negativen Statuseffekte wurden <color=#40b843>entfernt</color>!
log_combat_empowerhammer	Der <color=yellow>Gesegnete Hammer</color> wird durch Wut verstärkt!
log_combat_razorwinds	Messerscharfe <color=#40b843>Winde</color> zerfetzen ^tag1^ mit ^tag2^ Schaden!
log_conduit_lightning_damage_up	<color=yellow>Die Stromfelder verstärken den Blitzschaden!</color>
log_confidence_buff	<color=yellow>Deine Zuversicht steigt und du hast nun mehr </color><color=#40b843>^tag1^</color><color=yellow>!
log_cook_campfire	Du verbringst die Nacht mit <color=yellow>^tag1^</color>-Kochen. Lecker!
log_corral_bringmonster	Du bringst <color=yellow>^tag1^</color> zu Jesse.
log_corral_error_full	Dein Gehege ist <color=red>voll</color>; du kannst keine weiteren Monster ausknocken!
log_corral_error_fullforpet	Dein Gehege ist <color=red>voll</color>; es gibt keinen Platz, um ^tag1^ zurückzubringen!
log_corral_error_nomonster	Du hast kein <color=yellow>ohnmächtiges</color> Monster …
log_corral_fetcheditem	<color=#0cffe6>Was ist das denn?!?</color> <color=yellow>^tag1^ hat einen Gegenstand hergebracht!</color>
log_corral_groom1	<color=yellow>Kämm kämm … schnipp schnapp …</color> <color=yellow>^tag1^</color> genießt die Aufmerksamkeit! Dein Gefährte <color=#40b843>sieht jetzt sogar noch besser aus</color>!
log_corral_groom2	<color=yellow>Zeit für ein Bad!</color> <color=#0cffe6>Schrubb schrubb …</color> <color=yellow>^tag1^</color> badet zwar nicht gerne, aber <color=#40b843>sieht jetzt viel besser aus</color>!
log_corral_laidegg	<color=#0cffe6>Was ist das denn?!?</color> <color=yellow>^tag1^ hat ein Ei gelegt!</color>
log_corral_madepotion	<color=#0cffe6>Was ist das denn?!?</color> <color=yellow>^tag1^ hat aus seiner Essenz einen Gegenstand hergestellt!</color>
log_corral_newlybredmonsterincorral	<color=yellow>^tag1^</color> ist im Gehege aus einem Ei geschlüpft!
log_corral_pickup	Du hast folgendes aufgehoben: ^tag2^!
log_corral_relationship	<color=yellow>^tag1^</color> und <color=yellow>^tag2^</color> genießen ein <color=#bf42f4>leckeres Essen</color> zusammen!
log_corralmonster_happychangefromfood	<color=yellow>^tag1^</color> liebt es, gefüttert zu werden! Die <color=#40b843>Zufriedenheit</color> ist auf ^tag2^ gestiegen.
log_corralmonster_hatefood	<color=red>Pfui!</color> <color=yellow>^tag1^</color> mochte den Geschmack von <color=yellow>^tag2^</color> überhaupt nicht.
log_corralmonster_lovefood	<color=#40b843>LECKER!</color> <color=yellow>^tag1^</color> mag den Geschmack von <color=yellow>^tag2^</color> und will mehr davon!
log_corralmonster_monsterchow	<color=yellow>^tag1^</color> dreht durch und verschlingt <color=yellow>^tag2^</color>! Dein Gefährte sieht <color=#40b843>zufriedener und schöner aus</color>!
log_corralmonster_monsterchow_sick	<color=yellow>^tag1^</color> mag den Geschmack von <color=yellow>^tag2^</color> nicht mehr! Versuche <color=#40b843>stattdessen ein anderes Essen</color>.
log_corralmonster_neutralfood	<color=yellow>^tag1^</color> hat <color=yellow>^tag2^</color> gegessen. Es hat ganz okay geschmeckt.
log_costumeparty	<color=yellow>KOSTÜMPARTY!</color> Jedes Monster trägt <color=#0cffe6>ein zufälliges Kostüm</color>!
log_cure_positive_status	<color=yellow>^tag1^</color> wurde der positive Effekt von <color=red>^tag2^</color> abgenommen!
log_cure_status	<color=yellow>^tag1^</color> wurde von dem Statuseffekt <color=red>^tag2^</color> befreit!
log_damage_absorb	^tag1^ <color=#40b843>absorbiert</color> den Schaden!
log_damage_cap_reduce	<color=yellow>^tag1^</color> ignoriert <color=red>^tag2^</color> Schaden!
log_deadlyvoid_dmg	Das <color=red>Elende Nichts</color> fügt dir <color=yellow>^tag1^</color> Schaden zu!
log_def_rooted	^tag1^ ist <color=red>angewurzelt</color>!
log_digest_champion	Ein <color=#ffc80a>Champion</color> namens <color=#0cffe6>^tag1^</color> (<color=yellow>^tag2^</color>) hält sich an folgendem Ort auf: <color=#40b843>^tag3^</color>
log_digest_intro	Du blätterst im <color=yellow>Dungeon Digest</color>, um mehr über die Gegend zu erfahren.
log_digest_legitem	Ein <color=#bf42f4>legendärer Gegenstand</color> namens ^tag1^ befindet sich im Besitz von <color=yellow>^tag2^</color>.
log_digest_monsters	Es wandern <color=yellow>^tag1^</color> Monster umher.
log_dmg_noeffect_wraith	Deine Angriffe haben <color=red>auf nichts eine Wirkung</color> außer <color=yellow>^tag1^!</color>
log_dodge_water	<color=yellow>^tag2^</color> tut sich schwer, im Wasser auf <color=yellow>^tag1^</color> zu zielen!
log_doubleattack	DOPPELTER TREFFER!
log_duel_stop	Du beendest die Rauferei mit deinem Gefährten. Allen geht es gut.
log_easteregg_kenshiro	<color=yellow>Omae wo mou, shindeiru.</color>
log_enough_jp_learn	<color=yellow>Du hast genügend JP, um eine Fähigkeit zu lernen!</color> <color=#40b843>(Drücke ^tag1^)</color>
log_equipped_item	<color=#79a2ab>^tag1^</color> ausgerüstet!
log_error_abilityrequiremelee	<color=yellow>Um</color> <color=#0cffe6>^tag1^</color> <color=yellow>verwenden zu können, musst du eine Nahkampfwaffe ausrüsten</color><color=yellow>.</color>
log_error_abilityrequireranged	<color=yellow>Um</color> <color=#0cffe6>^tag1^</color> <color=yellow>verwenden zu können, musst du eine Fernwaffe ausrüsten</color><color=yellow>.</color>
log_error_abilityweapontype	<color=yellow>Du musst eine Waffe des Typs ^tag1^ in deiner Haupthand ausrüsten, um </color><color=#0cffe6>^tag2^</color> <color=yellow>verwenden zu können</color>.
log_error_alreadyhavepet	Du kannst immer nur <color=yellow>ein Monster aus dem Gehege lassen</color>.
log_error_bank_maxitems	Du hast das <color=red>Aufbewahrungslimit für die Bank</color> erreicht: <color=yellow>^tag1 Gegenstände</color>.
log_error_banker_fee	Du benötigst mindestens <color=yellow>200 G</color>, um die Einzahlungsgebühren zu decken!
log_error_bankupgrade_nogold	Ähm, es tut mir wirklich sehr leid, aber <color=red>du hast nicht genügend Gold</color> für eine Speichererweiterung.
log_error_cannotremovemods	<color=yellow>^tag1^</color> besitzt keine magischen Eigenschaften, die <color=yellow>entfernt</color> werden können.
log_error_cantuseabilities	<color=yellow>Du kannst keine Fähigkeiten verwenden, während du</color> <color=red>VERSIEGELT</color> <color=yellow>bist!</color>
log_error_consumableburnout	Du kannst jetzt #cr#keine Verbrauchsgegenstände verwenden#ec#!
log_error_cooldown	<color=#0cffe6>^tag1^</color> befindet sich noch für <color=yellow>^tag2^</color> Zg. in der Abklingzeit.
log_error_crystal_seal	Die <color=yellow>Aura des Traumkristalls</color> <color=red>VERSIEGELT</color> deine Fähigkeiten!
log_error_disarmed	Du <color=yellow>versuchst anzugreifen</color>, aber du <color=red>kannst deine Waffe nicht verwenden</color>!
log_error_dream_planks	Du befindest dich <color=red>nicht in einem Gegenstandstraum</color>, daher kannst du keine <color=yellow>Platten verlegen</color>.
log_error_flask_empty	Deine <color=yellow>Heilflasche</color> ist <color=red>leer</color>! Steige auf einen <color=#40b843>Brunnen</color>, um sie aufzufüllen.
log_error_flaskinuse	Du <color=yellow>trinkst ja schon</color> von deiner Flasche!
log_error_foodfull	Du bist <color=red>zu voll</color>, um auch nur einen Bissen hinunterzukriegen!
log_error_ingredients	Dir fehlen die <color=yellow>richtigen Zutaten</color> dafür.
log_error_itemupgrade	<color=yellow>^tag1^</color> wurde bereits auf das <color=#40b843>höchste Potential</color> aufgewertet.
log_error_itemworld_open	<color=red>Du kannst keine Gegenstandswelt betreten, wenn bereits eine offen ist!</color>
log_error_jobtrial_ability	Während deines <color=yellow>^tag1^</color>-<color=#40b843>Jobtests</color> kannst du diese Fähigkeit <color=red>NICHT</color> verwenden!
log_error_jobtrial_changejob	Während deines <color=yellow>^tag1^</color>-<color=#40b843>Jobtests</color> ist ein Jobwechsel <color=red>NICHT</color> möglich!
log_error_jobtrial_consumable	Während deines <color=yellow>^tag1^</color>-<color=#40b843>Jobtests</color> kannst du <color=red>KEINE</color> weiteren Gegenstände verwenden!
log_error_jobtrial_jp	Für den <color=#40b843>Jobtest</color> benötigst du <color=red>^tag1^ </color> JP mehr!
log_error_jobtrial_passives	Bevor du dich im <color=#40b843>Jobtest</color> versuchst, musst du zuerst <color=red>alle passiven Fähigkeiten</color> ablegen, die du im aktuellen Job nicht gelernt hast.
log_error_jobtrial_pet	Du kannst deinen #cy#Gefährten#ec# nicht zu einem #cg#Jobtest#ec# mitbringen!
log_error_lowechoes	<color=#0cffe6>^tag1^</color> benötigt <color=#79a2ab>^tag2^ Echo(s)</color>!
log_error_lowenergy	<color=#0cffe6>^tag1^</color> benötigt <color=#40b843>^tag2^ Energie</color>!
log_error_lowhealth	<color=#0cffe6>^tag1^</color> benötigt <color=#40b843>^tag2^ Gesundheit</color>!
log_error_lowstamina	<color=#0cffe6>^tag1^</color> benötigt <color=#40b843>^tag2^ Ausdauer</color>!
log_error_monsterletter_nopet	Du kannst das nicht ohne einen <color=#40b843>Monstergefährten</color> aus dem <color=yellow>Gehege</color> verwenden!
log_error_monsterletter_pethasskill	<color=#0cffe6>^tag1^</color> <color=red>kennt</color> diese Fähigkeit bereits!
log_error_no_item	Dir fehlt etwas: <color=yellow>^tag1^</color>
log_error_no_rangedweapon	<color=red>Du hast keine Fernwaffe in deiner Hotbar!</color>
log_error_nocards	Du musst <color=yellow>Karten</color> in der <color=yellow>Hand</color> halten, um <color=#0cffe6>^tag1^</color> verwenden zu können.
log_error_nocrystal	<color=yellow>Du kannst ^tag1^ nicht ohne einen Runenkristall verwenden</color>.
log_error_noemblem	Du hast kein <color=#40b843>Job-Emblem</color> ausgerüstet.
log_error_nojobchange	Du #cr#kannst deinen Job nicht wechseln#ec#!
log_error_noprojectile	Für <color=#0cffe6>^tag1^</color> benötigst du ein <color=yellow>Wurfgeschoss</color>!
log_error_noshield	Für <color=#0cffe6>^tag1^</color> benötigst du einen <color=yellow>Zweithand-Gegenstand mit Blockchance</color>!
log_error_notenoughmoney	Du hast nicht genügend <color=yellow>Geld</color>!
log_error_portalintown	<color=yellow>Du bist bereits in der Stadt</color>!
log_error_require_key	Um das zu öffnen, benötigst du folgendes: <color=yellow>^tag1^</color>
log_error_rooted	Du <color=yellow>versuchst dich zu bewegen</color>, aber du bist <color=red>angewurzelt</color>!
log_error_stunned	Du <color=yellow>versuchst zu reagieren</color>, aber du bist <color=red>betäubt</color>!
log_error_tent_notintown	<color=#40b843>^tag1^</color> kannst du nur <color=yellow> in der Stadt verwenden.</color>
log_error_thaneverse	Du kannst das <color=#0cffe6>^tag1^</color> nicht singen, wenn du <color=red>kein Lied aktiviert hast</color>!
log_error_uniqueequip	Davon kannst du <color=yellow>immer nur eins</color> ausrüsten!
log_error_wallbreaker_mapedge	Die Schaufel <color=yellow>zerbricht</color>, wenn sie in hartes Fundament gestoßen wird!
log_error_wallbreaker_town	<color=yellow>Du kannst hier doch keine Wände zertrümmern!</color>
log_event_goldfrog_died	<color=yellow>^tag1^</color> explodiert zu einer <color=#f2b02e>Münzdusche</color>!
log_event_knockedout	Du wurdest <color=red>AUSGEKNOCKT</color> …
log_event_playerdied	<color=red>Dein Abenteuer nimmt hiermit sein Ende.</color>
log_explosion_dmg	Die <color=red>Explosion</color> verbrennt <color=yellow>^tag2^</color> für <color=#ffc80a>^tag3^</color> Gesundheit!
log_extractitemmod_destroyitem	<color=yellow>^tag1^</color> leuchtet <color=red>feuerrot</color> und zerfällt, während der Traumgießer <color=#0cffe6>eine magische Eigenschaft extrahiert</color>!
log_extraturn	<color=yellow>EXTRAZUG! Monster werden nicht reagieren!</color>
log_failed_trial	Du hast deinen <color=yellow>^tag1^</color>-<color=#40b843>Jobtest</color> <color=red>NICHT BESTANDEN</color> …
log_fate_miss	Das Schicksal hat beschlossen, dass <color=yellow>^tag1^</color> deinem Angriff ausweichen wird!
log_feat_unlocked	<color=yellow>Du hast das </color><color=#0cffe6>^tag1^</color><color=yellow>-Spezialtalent</color> freigeschaltet!
log_fill_flask	Du füllst deine Flasche mit <color=yellow>Heilwasser</color> auf.
log_finalboss_gainadaptation	<color=yellow>Shara</color> sagt „Die <color=#40b843>adaptive Abwehr</color> der Zentralanlage wurde in mir erweckt!“
log_findmoney	Du hast <color=yellow>^tag1^</color> G auf dem Boden gefunden!
log_fire_water_damage_down	<color=yellow>Die Lava schwächt den Feuerschaden!</color>
log_flameserpent_extraburn	Dein <color=red>^tag1^</color> trifft <color=yellow>^tag2^</color> für <color=#ffc80a>^tag3^</color> Bonusschaden!
log_flask_full	Deine <color=yellow>Heilflasche</color> ist <color=yellow>VOLL</color>. Es <color=red>passt nichts mehr</color> hinein!
log_flora_compost	Deine <color=#40b843>Floraconda</color> zerfällt in unbewegliche Blätter. Der <color=#40b843>Kreislauf der Natur</color> frischt dich um <color=yellow>^tag1^</color> TP auf!
log_flowcondenser	Dein Stab <color=yellow>absorbiert Flow</color>, und du erhältst <color=yellow>^tag1^</color> <color=#0cffe6>ENERGIE</color>!
log_fuse_lucidorbshards	Drei <color=#0cffe6>Klarorbsplitter</color> aus deinem Inventar <color=yellow>fügen sich</color> zu einem <color=#0cffe6>^tag1^</color> <color=yellow>zusammen</color>!
log_gain_chargetime	Du erhältst <color=yellow>^tag1^</color> Charge Time!
log_gain_experience	Du hast <color=#0cffe6>^tag1^</color> EP erhalten!
log_gain_jp	Du hast <color=yellow>^tag1^</color> JP erhalten!
log_gainstatus_multiple	<color=yellow>^tag1^</color> erhält Statuseffekte
log_gainstatus_single	<color=yellow>^tag1^</color> erhält Statuseffekt
log_gainstatus_single_withtag	<color=yellow>^tag1^</color> erhält den Statuseffekt <color=#0cffe6>^tag2^</color>
log_gambler_hand_full	Dein <color=yellow>Pokerblatt</color> ist <color=red>voll</color><color=yellow> …
log_game_loaded	<color=#40b843>Gespeichertes Spiel geladen!</color>
log_gem_reflect	Du <color=#0cffe6>reflektierst</color> den Angriff!
log_grove_planttree	Du #cg#pflanzt#ec# die ^$getstring:seedplanted$^ ein. Schau später wieder vorbei!
log_grow_thorns	Auf <color=yellow>^tag1^</color> wächst eine dicke <color=#40b843>Schicht aus Dornen</color>!
log_hamedo_counter	#cg#Hamedo-Zähler!#ec# Du #cy#greifst an#ec#, bevor dein Gegner dich trifft!
log_harvest_robot	Du erhältst <color=yellow>Ausdauer und Energie</color> von der zerstörten Maschine!
log_harvestfoodfromtree	Du liest <color=yellow>^tag1^</color> von ^tag2^ auf!
log_heal_goldcost_toohigh	Du <color=red>hast nicht genügend Gold/color>, um Percys Heildienste in Anspruch zu nehmen.
log_heal_jpcost_toohigh	Du <color=red>hast nicht genügend JP</color>, um Percys Heildienste in Anspruch zu nehmen.
log_heal_songspirit	Dein belebtes <color=#40b843>Lied des Geistes</color> heilt dich für <color=#40b843>^tag1^</color> TP!
log_healtofull	<color=yellow>^tag1^</color> ist <color=#40b843>komplett geheilt</color>!
log_immune_paralyze	<color=yellow>^tag1^</color> ist <color=#40b843>IMMUN</color> gegen Paralyse!
log_ineffective_attack	Das Waffenelement von <color=yellow>^tag1^</color></color> scheint <color=red>INEFFEKTIV</color> zu sein …
log_item_dungeonmap	<color=yellow>Diese Ebene des Dungeons wurde bereits enthüllt!</color>
log_item_recycle	In deinem <color=yellow>Inventar</color> taucht ein Gegenstand auf: <color=yellow>^tag1^</color>!
log_iw_need_orb	Ein <color=yellow>Träumereiorb</color> wird benötigt, um den <color=yellow>Traumgießer</color> verwenden zu können.
log_job_unlocked	<color=yellow>Du hast den </color><color=#40b843>^tag1^</color><color=yellow>-Job freigeschaltet</color>!
log_jobtrial_consumable_count	<color=yellow>Während des</color> <color=#40b843>Jobtests</color> <color=yellow>verwendete Verbrauchsgegenstände</color>: ^tag1^ / ^tag2^
log_jorito_destroyemblem	Jorito #cr#vernichtet#ec# dein <color=#40b843>Job-Emblem</color>!
log_julia_freeitems	<color=yellow>Julia</color> gibt dir verschiedene <color=#40b843>heilende Gegenstände</color> für deine Reise!
log_lava_fire_damage_up	<color=red>Die Lava verstärkt den Feuerschaden!</color>
log_learn_recipe	Neues Rezept im Tagebuch: ^tag1^!
log_lifesap_dmg	<color=#ffc80a>^tag1^</color> saugt <color=#0cffe6>^tag3^</color> <color=yellow>^tag4^</color> (<color=red>^tag2^</color>) der Gesundheit ab!
log_lose_hp_fromeffect	<color=#0cffe6>^tag3^</color> fügt <color=#ffc80a>^tag1^</color> ^tag2^ Schaden zu!
log_lose_hp_fromeffect_user	^tag4^ trifft <color=#ffc80a>^tag1^</color> mit ^tag2^ ^tag5^ Schaden mit ^tag3^!
log_lucky_doubleheal	<color=yellow>GLÜCK GEHABT!</color> Doppelte #cg#Heilung#ec#!
log_lucky_eatmore	<color=#ffc80a>SO EIN GLÜCK!</color> Du kannst sofort <color=#40b843>mehr essen</color>!
log_lucky_itemdamage	<color=yellow>GLÜCK GEHABT!</color> Doppelter Gegenstandsschaden!
log_mallet_crystal	Du haust <color=yellow>^tag1^</color>, doch nichts passiert …
log_mallet_monsterhighhp	Du haust <color=yellow>^tag1^</color>, doch das Monster ist <color=red>noch nicht genug geschwächt</color>!
log_mallet_monsterstrong	Du haust <color=yellow>^tag1^</color>, doch das Monster ist <color=red>zu stark, um ausgeknockt zu werden</color>!
log_maps_rebuilt	<color=yellow>Die Spielwelt wurde erneut erstellt, doch der Fortschritt deiner Heldin und der Stadt wurde bewahrt.</color>
log_midas_convertjptogold	Aus <color=#40b843>^tag1^</color> JP werden <color=yellow>^tag2^ G</color>!
log_mirrors_seethrough	Deine <color=#bf42f4>^tag1^</color> glänzen, und du <color=yellow>durchschaust</color> die Illusion!
log_misc_gainresistance	<color=#0cffe6>^tag1^</color> entwickelt einen <color=red>starken Widerstand</color> gegen <color=yellow>^tag2^</color>!
log_mon_clean_buffs	<color=#ffc80a>^tag1^</color> <color=red>entfernt alle positiven Statuseffekte</color> von <color=#ffc80a>^tag2^</color>!
log_mon_clean_debuffs	<color=#ffc80a>^tag1^</color> entfernt <color=yellow>alle negativen Statuseffekte</color> von <color=#ffc80a>^tag2^</color>!
log_mon_exclamation	^tag1^ ruft:
log_mon_knownskill	Du #cg#verteidigst#ec# dich gegen das Monstertalent, das du #cy#gemeistert#ec# hast!
log_monster_angry_looter	^tag1^ will den <color=yellow>wunderbaren Schatz</color> von ^tag2^!
log_monster_avenger	<color=red>^tag1^ ist wegen der Niederlage von ^tag2^ ganz aufgebracht!</color>
log_monster_cantmove	^tag1^ <color=yellow>kann sich nicht bewegen</color>!
log_monster_cantrun	^tag1^ weiß nicht, <color=yellow>wo es hinrennen soll</color> …
log_monster_clearstatus	^tag1^ wurde von ALLEN negativen Statuseffekten befreit!
log_monster_died	^tag1^ wurde besiegt! Du hast <color=#0cffe6>^tag2^</color> EP, <color=#40b843>^tag3^</color> JP und <color=yellow>^tag4^</color> G erhalten!
log_monster_feared	^tag1^ ist <color=red>ganz verängstigt</color>! Es kann nicht <color=yellow>ausweichen, blocken oder parieren</color>!
log_monster_gotwanteditem	<color=yellow>Nachdem es seine bizarren Verlangen gestillt hat, löst ^tag1^ sich, 1 ^tag2^ in der Hand, in Luft auf.</color>
log_monster_mallet_knockout	<color=yellow>Du KNOCKST ^tag1^ AUS!</color>
log_monster_mallet_wakeup	Das ausgeknockte Monster, ^tag1^, <color=yellow>wacht auf</color>!
log_monster_pickup_item	<color=#ffc80a>^tag1^</color> verschlingt <color=yellow>^tag2^</color>!
log_monster_pilfered_item	^tag1^ <color=yellow>stibitzt</color> etwas von ^tag2^: ^tag3^!
log_monster_resist_fear	^tag1^ <color=yellow>kämpft trotz Angst</color>!
log_monster_resists_stun	^tag1^ <color=yellow>widersteht</color> dem Betäubungseffekt!
log_monster_wantsitem1	^tag1^ <color=yellow>kriegt von </color> ^tag2^ nicht genug!
log_monster_wantsitem2	^tag1^ sagt „<color=yellow>Ich will mehr ^tag2^!</color>“
log_monster_wantsitem3	^tag1^ <color=yellow>sucht verzweifelt nach mehr </color> ^tag2^!
log_monsterchargeability	<color=red>^tag1^</color> <color=yellow>bereitet eine Fähigkeit vor …</color>
log_monsterdeath_unknown	<color=yellow>^tag1^</color> wurde <color=red>besiegt</color>!
log_monsterexplode	<color=yellow>^tag1^</color> <color=red>EXPLODIERT GLEICH!</color>
log_monsters_remaining	Verbleibende Monster: <color=yellow>^tag1^</color>.
log_mud_lightning_damage_down	<color=yellow>Der Schlamm schwächt den Blitzschaden!</color>
log_negate_crit_divine	Der <color=yellow>kritische Treffer</color> von ^tag1^ wird durch <color=#0cffe6>Geistiger Schutz</color> von ^tag2^ abgewehrt!
log_nightmareking_taunt1	<color=red>Alptraumkönigin</color>: „Du entkommst mir nicht … Ich kann deine Angst riechen.“
log_nightmareking_taunt2	<color=red>Alptraumkönigin</color>: „Während dein Leben schwindet, nimmt meine Kraft zu.“
log_nocampfireportal	Hier <color=red>kannst du dein Portal nicht verwenden</color> …
log_notenoughorbs_modify	Du <color=red>hast nicht genügend Träumereiorben</color> für diesen Gegenstandsmod. (Du benötigst mindestens <color=yellow>^tag1^</color> Orben.)
log_offhand_attack	(ZwhdWaffe)
log_pairoffhand	<color=yellow>^tag1^</color> wird sich jetzt automatisch ausrüsten, wenn <color=yellow>^tag2^</color> ausgerüstet ist!
log_parry	^tag1^ <color=#40b843>wehrt</color> den Angriff von ^tag2^ ab!
log_percy_buff	<color=yellow>Du kannst fühlen, wie dich eine Kraft durchflutet!</color>
log_percy_effect	<color=#40b843>Percy</color> murmelt träge eine <color=yellow>Beschwörungsformel</color> vor sich hin …
log_percy_jobchange	<color=yellow>Percy</color> bewegt langsam seine Hände umher …
log_percy_level1	Du hast keine #cg#Werteboni#ec#, die zurückgesetzt werden können!
log_percy_no_orb	Du #cr#hast keine#ec# #cy#Träumereiorben#ec#!
log_pet_automove	<color=yellow>^tag1^</color> erscheint ganz plötzlich neben dir!
log_pet_call	Du pfeifst <color=yellow>^tag1^</color> zu: „Komm zu mir!“
log_pet_call_cooldown	Du pfeifst <color=yellow>^tag1^</color> zu, doch dein Gefährte ist zu müde, um auf dich zuzuspringen!
log_pet_command	Du sagst zu <color=yellow>^tag1^</color>: „^tag2^“
log_pet_duel	Du raufst dich mit deinem Gefährten, #cy#^tag1^#ec#!
log_pet_forgetpower	#cy#^tag2^#ec# haut #cy#^tag1^#ec# auf den Kopf, wodurch #cc#^tag3^#ec# vergessen wird!
log_pet_forgetpower_notenoughjp	Du hast #cr#nicht genügend JP#ec#, um deinen Gefährten dieses Talent #cy#vergessen#ec# zu lassen …
log_pet_healtofull_recycle	Dein Gefährte, <color=#40b843>^tag1^</color>, ist voller Entschlossenheit!
log_pet_learn_newpower	#cy#^tag5^#ec# bringt #cg#^tag6^#ec# ein neues Talent bei: #cg#^tag7^#ec#!
log_pet_learnedability	Dein Gefährte <color=#0cffe6>^tag1^</color> lernt das Monstertalent <color=yellow>^tag2^</color>!
log_pet_learnpower_notenoughjp	Du #cr#hast nicht genügend JP#ec# für dieses Monstertalent …
log_petdied_insured	<color=yellow>^tag1^</color> wird von <color=#40b843>Jesse</color> gerettet und ins <color=yellow>Gehege</color> zurückgebracht!
log_petdied_safemode	<color=yellow>^tag1^</color> ist verwundet und rennt zum <color=yellow>Gehege</color> zurück!
log_phoenixpendant	^tag1^ explodiert und übergießt dich mit <color=#40b843>heilenden Flammen</color>!
