abil_skill_acidburstclose_name	酸の炸裂
pet_default_name_21	フィート
pet_default_name_22	ピンキー
pet_default_name_23	レフティ
pet_default_name_24	チェダー
pet_default_name_25	ジェイピー
pet_default_name_26	コムラッド
pet_default_name_27	スルタン
pet_default_name_28	デューク
pet_default_name_29	フラワーポット
pet_default_name_3	マックス
pet_default_name_30	タム
pet_default_name_31	ワグルズ
pet_default_name_32	イッチィ
pet_default_name_33	スタンピィ
pet_default_name_34	ミッドナイト
pet_default_name_35	ランチ
pet_default_name_36	フラッシュ
pet_default_name_37	サンダー
pet_default_name_38	ジェフ
pet_default_name_39	ラルフォンゾ
pet_default_name_4	スパイク
pet_default_name_40	チェラ
pet_default_name_41	ハイウェイ
pet_default_name_42	ペスト
pet_default_name_43	ペッツォ
pet_default_name_5	フラーボ
pet_default_name_6	シャドー
pet_default_name_7	レッド
pet_default_name_8	アンジェロ
pet_default_name_9	ダンモ
pet_roughhouse	#cy#決闘しよう！#ec#（ペットと#cr#20ターン#ec#戦います。どちらも1HP以下にはなりません）
player_paralyzed	マヒしていて<color=red>攻撃できない</color>！
playtime	プレイ時間
poker_flush	フラッシュ
poker_fourofakind	フォーカード
poker_fullhouse	フルハウス
poker_handeffects_flush	フル回復し、クリティカル率が上昇し、「スーパーヘイスト」を獲得し、この階のすべての敵を眠らせる。
poker_handeffects_highcard	強力な雷を帯びたカードを付近の敵1体にランダムで投げ、カードの強さに応じてダメージを与える。
poker_handeffects_onepair	「シャープアイ」の効果を得て、攻撃とスキルのクリティカル率が上昇する。
poker_handeffects_royalflush	フル回復し、クリティカル率が上昇し、「スーパーヘイスト」を獲得し、この階のすべての敵を眠らせてHPを1に減らす。
poker_handeffects_straight	フル回復し、クリティカル率が上昇し、「スーパーヘイスト」を獲得する。
poker_handeffects_threeofakind	「スーパーヘイスト」の効果を得て、フリーターンを何度も獲得する。
poker_handeffects_twopair	小型のパンスオックスを2体召喚し、70ターン戦わせる。
poker_highcard	ハイカード
poker_onepair	ワンペア
poker_royalflush	ロイヤルフラッシュ
poker_straight	ストレート
poker_straightflush	ストレートフラッシュ
poker_threeofakind	スリーカード
poker_twopair	ツーペア
popup_atk_up	攻撃力アップ！
popup_missed_turn	ターン逃し！
portal_tangledeep	タングルディープへのポータル
post_final_battle_dialog_post-final-all-of-us	ああ、#heroname#...あなたは一番に彼らのことを...\n\nあなたは彼らの期待に応え...自らの大義を信じていた...\n\n
post_final_battle_dialog_post-final-battle-opening	監督者の力を...もってしても...\n\n私はみんなを#cr#裏切ってしまった#ec#...なぜなの？一体どこにそんな力が...？\n\n
post_final_battle_dialog_post-final-battle-openingresponse_0	友だちが信じてくれてるから
post_final_battle_dialog_post-final-battle-openingresponse_1	タングルディープを救いたかった
post_final_battle_dialog_post-final-battle-openingresponse_2	簡単ではなかったわ
post_final_battle_dialog_post-final-battle-openingresponse_3	あなたが弱かったから
post_final_battle_dialog_post-final-convictions	信念...そう。あなたの信念も感じたわ...\n\n私が負けるとしたら...せめて...大義を信じる誰かであってほしかったから...\n\n
post_final_battle_dialog_post-final-everyone-future	私は未来への扉を開けて、後ろ手に閉めたりはしない。タングルディープの誰もが、平等に生きる権利を持っているの。豊かに暮らしていく権利を。だから私はみんなと一緒に、このまだ見ぬ未来へ向かって旅をしていく。それだけは確かよ。\n
post_final_battle_dialog_post-final-faith-of-friends	友だちが力を与えてくれたの。彼らを傷つけることは許さないわ、シャラ。あなたは私の故郷を引き裂こうとした...#cg#私たちの故郷#ec#を！\n\nリヴァーストーンの人々が、あなたと戦う#cy#勇気と力#ec#を私に与えてくれた。あなたは私たち全員を敵に回した。勝てるはずがなかったのよ。\n\n
post_final_battle_dialog_post-final-hero-choice	監督者は...私は彼女の力を使って、世界を作り変えようとした...けど、すべては失われてしまった...一体あなたは何をしたの？世界はこれからどうなってしまうの...？\n\n
post_final_battle_dialog_post-final-hero-choiceresponse_0	真の自由が訪れるわ
post_final_battle_dialog_post-final-hero-choiceresponse_1	あなたが知ることはない
post_final_battle_dialog_post-final-no-other-way	弱かったから...？そうかもしれない...私は強者のための世界を作りたかった...\n\n私の力は...支配する術は知っていたけど、それでは足りなかったようね...\n\n
post_final_battle_dialog_post-final-not-easy	私たちはどちらも、自分が信じることのために戦った。あなたの信念の強さを感じたわ、シャラ。けど、あなたは周りが見えてなかった。怒りや、力への渇望に飲み込まれていた。だから止めるしかなかったの。全力で戦うしか。\n\n
post_final_battle_dialog_post-final-not-for-you	あなたは力に溺れていた。私が止めなければ、多くの人々の幸せがにぎり潰されていた。未来にあなたの居場所はない。あなたは賭けに負けたの。あなたの物語はここで終わるわ。\n\n
post_final_battle_dialog_post-final-rest	あなたはタングルディープのためを思って、戦った。そしてその使命に殉じた。#cy#あなたの尊い犠牲#ec#については、きっと私が世界に伝えるわ。\n\n正しいかどうかは別にして、私たちはどちらも最高の世界を作りたかっただけ。そして今、それが私の使命となった。だからあなたはゆっくり#cg#休んで#ec#。\n\n
post_final_battle_dialog_post-final-save-tangledeep	あなたは私が愛するものすべてを滅ぼそうとした。タングルディープは生きているわ。そこにはあまりに多くの学びや発見がある。けど、あなたはそのすべてを捨て去ろうとしていた。新しい世界を築く必要なんてない。あらゆる道の、あらゆる曲がり角に、新たな冒険が待っているから。タングルディープを救うには、あなたを止めるしかなかったの。\n\n
post_final_battle_dialog_post-final-save-tangledeep-2	タングルディープを...救うため？私たちは同じことを求めていたのね...あなたが正しいことを願うわ...\n\n
post_final_battle_dialog_post-final-shara-farewell-01	あれだけ酷い目にあわせてしまったのに、どこまでも優しいのね...世界は確かに、正しい者の手にわたったみたい...私はあなたを信じてる...わが妹よ...\n\n\n
post_final_battle_dialog_post-final-shara-farewell-02	ありがとう、わが妹よ...あなたはきっと、持てる力を振り絞ってタングルディープを守っていく...私には分かるわ...感じるのよ...\n\n
post_final_battle_dialog_post-final-shara-farewell-03	真の自由...だとしたら、私の戦いは無駄ではなかったのかも？ひょっとして...私は...\n\n\n
post_final_battle_dialog_post-final-shara-farewell-04	そうなのね...わ...私は...\n\n
post_final_battle_dialog_post-final-shara-weak	あなたが負けたのは弱かったから。あなたは自分で苦しむことを拒んだ。すべて誰かに...盗賊や、ダートビークや、魔物たちや、機械にやらせてきた。\n\nあなたは彼らの後ろに隠れていた。監督者の力も、あなたには猫に小判だった。自分で試練に向き合うことの意味を、分かっていなかったから。これ以外の結末はあり得なかったの。\n\n
post_final_battle_dialog_post-final-the-future	タングルディープも...リヴァーストーンも...#cg#この世界の未来#ec#は今や、あなたの手の中にある...\n\n彼らは過去に縛られているわ、#heroname#...どうか...あなたの手で...\n\n
post_final_battle_dialog_post-final-the-futureresponse_0	眠って、シャラ
post_final_battle_dialog_post-final-the-futureresponse_1	みんなの未来よ
post_final_battle_dialog_post-final-true-freedom	もはや誰にもタングルディープは支配できない。監督者にも、あなたにも。どんな未来が待ち受けているのかは分からないけど、これだけは言える。タングルディープの物語は今始まったばかりだって。あなたは愚かだったけど、シャラ、最後の最後でタングルディープに真の自由を授けてみせた。\n\n
prompt_confirm_overwrite	はい、スロット^tag1^のキャラクターに上書きします
prompt_namemonster	このモンスターの名前は？
prompt_saveslot_clear	<color=yellow>消去</color>したいセーブデータを選択してください。
prompt_saveslot_continue	<color=yellow>続行</color>したいセーブデータを選択してください。
prompt_saveslot_newcharacter	<color=yellow>新しいキャラクター</color>に使用するセーブスロットを選択してください。
prompt_selectanotherslot	別のスロットを選択
quest_conditions	<color=yellow>達成条件</color>
quest_desc_appeasemon	^tag2^に<color=#40b843>^tag3^</color>をため込んどる、世にも珍しい<color=yellow>^tag1^</color>がいるようじゃ。試しに<color=yellow>1個</color>近くに落として、反応を見てみい。
quest_desc_boss_gang	ボスモンスターの^tag1^とその手下たちが<color=yellow>^tag2^</color>を乗っ取った。倒さなければ！
quest_desc_dreamweapon	おぬしが持っている武器に強大な敵、#cr#^tag2^の王#ec#の記憶が刷り込まれておる！#cc#ドリームキャスター#ec#を使って、^tag1^の中に入り、そやつを倒すのじゃ！
quest_desc_dreamweapon_shadow	A weapon in your possession is imprinted with the memory of a mighty foe: the #cr#Shadow King#ec#! Enter your #cy#^tag1^#ec# through the #cc#Dreamcaster#ec# and defeat it!
quest_desc_elemental_slay	おぬしに試練を与えよう。^tag3^の力を使って、^tag1^体の<color=#40b843>^tag7^</color>を倒すのじゃ。その属性で<color=yellow>とどめの一撃</color>を刺せば十分じゃて。 #cg#^tag7^#ec#は^tag6^など、多くの場所で見つかるぞい。
quest_desc_findarea	<color=yellow>^tag1^</color>という場所へ、#cg#^tag2^#ec#から向かえるというウワサじゃ。<color=yellow>探し出して</color>、何が待ち受けとるか確かめるんじゃ！
quest_desc_finditem	ウワサでは^tag3^の<color=yellow>^tag2^</color>が、強力なアイテムを持っとるらしい。見つけて奪い取るんじゃ！
quest_desc_slaymon	^tag1^が<color=yellow>^tag2^</color>で暴れ回っとる。奴らの悪行に終止符を打つんじゃ！
quest_desc_tamemonster	^tag1^が仲間と一緒に、#cy#^tag2^#ec#を徘徊しておる！群れを倒し、奴らのリーダーを#cy#捕獲#ec#して、#cc#モンスター牧場#ec#まで連れてゆけい。強力なペットになってくれるぞい。
quest_fail_with_name	<color=red>あなたはクエストに失敗した:</color> ^tag1^
quest_name_elemental_slay	^tag1^ ^tag2^に挑め！
quest_near_location	<color=#40b843>^tag2^</color>の近くの<color=yellow>^tag1^</color>
quest_rec_damagetaken	* <color=yellow>^tag1^ HP以上のダメージを受けない</color>。
quest_rec_noflask	* クエスト完了まで、<color=yellow>回復の小びんを使ってはならない。
quest_rec_samegear	* クエスト完了まで、<color=yellow>装備を変えてはならない</color>。武器ホットバーの使用や、拾ったギアの自動装備は許可される。
quest_rec_steps	* ダンジョン内で<color=yellow>^tag1^歩以上、歩いてはならない</color>。
quest_rewards_consumablepack	回復アイテムの袋
quest_rewards_elemkingessence	精霊王のエキス（ポーション）
quest_taken	（累積ダメージ^tag2^）
quest_title_appeasemon	<color=yellow>^tag1^を喜ばせよ！</color>
quest_title_boss_gang	<color=red>^tag1^一味を倒せ！</color>
quest_title_dreamweapon	#cy#^tag2^の王#ec#の記憶
quest_title_dreamweapon_shadow	Memory of the #cy#Shadow King#ec#
quest_title_findarea	<color=yellow>^tag1^を発見せよ！</color>
quest_title_finditem	<color=yellow>^tag1^を回収せよ！</color>
quest_title_slaymon	<color=red>^tag1^を倒せ！</color>
quest_title_tamemonster	^tag1^を捕らえよ！
quip__txt_0	#m1# ate too much food today.
quip__txt_1	#m1# is adapting well to life in the corral.
quip__txt_10	#m1# loves when I rub its belly.
quip__txt_11	#m1# looks lethargic.
quip__txt_12	#m1# seems to be in a very good mood today.
quip__txt_13	#m1# seems very lonely.
quip__txt_14	#m1# yearns for a fulfilling relationship.
quip__txt_15	#m1# tried to trick me into giving it extra food.
quip__txt_16	#m1# found a bag of treats and ate all of them.
quip__txt_17	#m1# wore itself out running in circles and is very tired.
quip__txt_18	I noticed #m1# seems particularly moody today.
quip__txt_19	I tried to pet #m1#, but it bit me. Bad #m1#!
quip__txt_2	#m1# tried to chew its way out of the corral.
quip__txt_20	I think #m1# was trying to get my attention earlier.
quip__txt_21	This #m1# is one of the strongest I've ever seen!
quip__txt_22	I've noticed #m1# enjoys the color red.
quip__txt_23	I've noticed #m1# enjoys spicy foods.
quip__txt_24	#m1# is doing just fine on its own.
quip__txt_25	#m1# had an accident today.
quip__txt_26	#m1# hissed at #m2# when #m2# got close.
quip__txt_27	#m1# fell asleep on top of #m2#. #m2# did not mind.
quip__txt_28	#m1# wouldn't stop bothering #m2# at feeding time.
quip__txt_29	#m1# and #m2# are becoming best friends.
quip__txt_3	#m1# basically slept all day.
quip__txt_30	#m1# and #m2# are no longer friends.
quip__txt_31	#m1# has developed a crush on #m2#.
quip__txt_32	#m1# and #m2# won't stop fighting.
quip__txt_33	#m1# keeps #m2# warm on cold nights.
quip__txt_34	#m1# chews on #m2# when #m2# isn't looking. #m2# has not noticed.
quip__txt_35	#m1# makes lots of noise when #m2# isn't around.
quip__txt_36	#m1# makes lots of noise when #m2# is nearby.
quip__txt_37	#m1# eats #m2# food just about every day.
quip__txt_38	#m1# and #m2# politely took turns from the feeding trough.
quip__txt_39	#m1# and #m2# are very playful with each other.
quip__txt_4	#m1# smells awful today.
quip__txt_40	#m1# tricked #m2# into giving #m1# all its food.
quip__txt_41	#m1# and #m2# have developed a deep bond.
quip__txt_42	#m1# and #m2# have developed a bitter rivalry.
quip__txt_43	#m1# is extremely jealous of the attention #m2# gets.
quip__txt_44	#m1# bit #m2# today.
quip__txt_45	I caught #m1# digging through a dung pile made by #m2#.
quip__txt_46	#m1# and #m2# communicate using a bunch of clicking and whistling noises.
quip__txt_47	#m1# often gets teased by #m2#, but #m1# will stand up for itself.
quip__txt_48	#m1# and #m2# love bullying #m3#.
quip__txt_49	#m1#, #m2#, and #m3# are a real handful at feeding time.
quip__txt_5	#m1# made a huge ruckus because it ran out of food.
quip__txt_50	#m1#, #m2#, and #m3# smell really bad when they're together.
quip__txt_51	#m1# and #m2# have become friends with #m3#.
quip__txt_52	#m1# stole one of #m2#'s toys while they were sleeping, but #m3# saw it.
quip__txt_53	#m1# and #m2# shared their toys with #m3#.
quip__txt_54	#m1# looked very hungry today, so #m2# and #m3# gave it some of their food.
quip__txt_55	#m1#, #m2#, and #m3# have formed a formidable alliance.
quip__txt_56	#m1# taught #m2# how to do tricks, but #m3# was too dumb to understand.
quip__txt_57	#m1#, #m2#, and #m3# are inseparable at bedtime.
quip__txt_58	#m1# and #m2# dance around #m3# while #m3# is asleep.
quip__txt_59	#m1# and #m2# generally ignore #m3#, most of the time.
quip__txt_6	#m1# laid an egg..?
quip__txt_60	#m1# often eats by itself. #m2# and #m3# watch it carefully.
quip__txt_61	#m1# has been trying in vain to help #m2# and #m3# patch things up.
quip__txt_62	#m1# is jealous of the attention #m2# gets from #m3#.
quip__txt_63	I couldn't find #m1# until I saw #m2# and #m3# hiding it from me.
quip__txt_64	#m1# is driving me nuts, but #m2# and #m3# are well-behaved.
quip__txt_65	Much to the dismay of #m1#, #m2# and #m3# want to start a family together.
quip__txt_66	#m1#, #m2#, and #m3# disagree on many things.
quip__txt_7	#m1# won't stop staring at me.
quip__txt_8	#m1# loves to roll around in the mud.
quip__txt_9	#m1# whined a lot today, until I sprayed it with water.
rage_bt	激怒！
rage_log	^tag1^は頭に来た！
randomjob_mode	<color=yellow>浪人モード</color>
randomjobmode_nobranches_part1	#cy#浪人モード#ec#では、一部のエリアに#cr#入れません#ec#。別の道を探しましょう…\n\n
recipe_carrotstew_ingredients	にんじんx1、チーズx2
recipe_charcuterie_ingredients	肉か魚x1、チーズx1、さらに追加の肉かチーズx1
recipe_cheeseflan_ingredients	チーズ製品x1、クッキーかチョコx1
recipe_coffee_ingredients	ミルクx1、ジャワ豆x1
recipe_fishnchips_ingredients	魚x1、穀物袋x2
recipe_fruitbowl_ingredients	果物x2
recipe_fruitcobbler_ingredients	果物x2、デザートx1
recipe_gelato_ingredients	ミルクx1、デザートx1
recipe_heartysandwich_ingredients	チーズx1、肉か魚x1、穀物袋x1
recipe_icecream_ingredients	ミルクx1、果物x1、デザートx1
recipe_meatkebabs_ingredients	鶏肉x2
recipe_mintfudge_ingredients	ミント、クッキー、チョコレートのいずれかx2
recipe_nigiri_ingredients	魚x2と穀物袋x1
recipe_potpie_ingredients	鶏肉x1、穀物x1、野菜x1
recipe_pumpkinbread_ingredients	かぼちゃx1、穀物袋x1
recipe_savorymole_ingredients	チョコレートかジャワ豆x1、とうがらしx1
recipe_smoothie_ingredients	りんごかバナナx1と、にんじん、かぼちゃ、またはとうがらしのいずれかx1
recipe_spicytacos_ingredients	とうがらしx1、穀物x1、肉か魚x1
resist_down_battlemessage	耐性低下！
resist_paralyze_log	^tag1^はマヒにあらがった！
resist_seal_log	^tag1^は封印にあらがった！
Right Shoulder	右ショルダー
Right Shoulder 1	右ショルダー1
Right Shoulder 2	右ショルダー2
Right Shoulder 3	右ショルダー3
Right Stick Button	右スティック
Right Stick X	右スティックX軸
Right Stick Y	右スティックY軸
Right Trigger	右トリガー
savagemode_option_existing	#cr#未開の世界#ec#を<color=yellow>再開</color>しますか？現在のキャラクターや村の進行などは<color=#40b843>保存されます</color>が、ダンジョンは<color=#40b843>完全に作り直されます</color>。
savagemode_option_new	この先は#cy#New Game+#ec#で冒険を再開するか、#cr#未開の世界#ec#のセーブデータでゲームを始めることもできます。いずれの場合も、現在のキャラクターと村の進行などは<color=#40b843>保存されます</color>。\n\n#cy#New Game+#ec#で再開した場合、難易度は変わりませんが、#cr#未開の世界#ec#ではゲームの難易度と報酬のクオリティがさらに上昇します。\n\n#cr#未開の世界#ec#を選んだ場合、#cr#難易度は下げられない#ec#ので慎重に選択しましょう！\n
save_slot_string	^tag1^、^tag2^（レベル ^tag3^）。^tag4^。^tag5^\n<color=yellow>経過日数:</color> ^tag6^、<color=#0cffe6>プレイ時間:</color> ^tag7^
saveload_delete_nohero	このデータを削除しますか？
saveload_delete_specific	^tag1^を削除しますか？
saveload_file_empty	ファイルが空です！
saveload_new_file	新しい冒険を始める！
saveload_new_hero	新しいヒーローを作成する！
saveload_total_time	総冒険時間: ^tag1^
saveslot_highestfloor	最高到達フロア
scroll_firekingbuff_effectdesc	^number3^ターンの間、^number1^の火ダメージと^number2^の火耐性を付与する。
scroll_lightningkingbuff_effectdesc	^number3^ターンの間、^number1^の雷ダメージと^number2^の雷耐性を付与する。
scroll_poisonkingbuff_effectdesc	^number3^ターンの間、^number1^の毒ダメージと^number2^の毒耐性を付与する。
scroll_shadowkingbuff_effectdesc	^number3^ターンの間、^number1^の影ダメージと^number2^の影耐性を付与する。
scroll_waterkingbuff_effectdesc	^number3^ターンの間、^number1^の水ダメージと^number2^の水耐性を付与する。
secret_area_bt	隠しエリア！
secret_area_found	隠しエリアを見つけた！
Select	Select
shara_act_iii_dialog_act3-about-the-heart	そうよ、#heroname#。私の心。あなたと私は#cy#つながっている#ec#の。あなたも感じるでしょう？\n\nわき上がる#cg#冒険心#ec#を、タングルディープへの尽きぬ思いを、ここにいるべきだっていう焦燥感を、#cy#圧倒されてしまうほどの力を#ec#。言うまでもないと思うけど。\n\n
shara_act_iii_dialog_act3-about-the-heartresponse_0	ええ、生まれてからずっと。それでも...
shara_act_iii_dialog_act3-about-the-heartresponse_1	そうね。けど、あなたには何も感じない
shara_act_iii_dialog_act3-about-the-heartresponse_2	何のことを言っているの？
shara_act_iii_dialog_act3-begin-hallway	あなたと私は過去の誰よりも、タングルディープの奥深くへと足を踏み入れた。一歩ごとに、未来の#cy#歴史書に新たな1ページを書き込んでいる#ec#の！\n\nこれは私たちふたりの功績よ。互いに歩んできた道は違っても、その途次には#cy#交差点#ec#があった。そういうものなの。\n\n
shara_act_iii_dialog_act3-boss-chamber-01	じっくり見なさい、#heroname#！いにしえの時代の#cy#最高傑作#ec#を。私たちの誰にも、こんなものは作れなかった。なぜなら#cr#監督者#ec#が、その発見に必要な好奇心を奪ってしまったから。\n\n彼女は巧みに秘密を守ってきたけど、私の目はごまかせない。この#cs#技術#ec#、この#cg#知識#ec#こそが、皆に新しい現実を授ける鍵なの！\n\n
shara_act_iii_dialog_act3-boss-chamber-01response_0	これが監督者なの？
shara_act_iii_dialog_act3-boss-chamber-01response_1	巨大なロボットが鍵ですって？
shara_act_iii_dialog_act3-boss-chamber-giant-robot	この“#cy#巨大なロボット#ec#”は、タングルディープをその生誕時から支配してきたテクノロジーの一例にすぎないわ。\n\n確かに一台の機械でしかないけど、勘違いしないで。この機械は、下の階の埃っぽい部屋をぎこちなく徘徊する、からくりたちとは#cy#比べものにならないくらい、進化している#ec#わ。\n\nこの機械は#cr#監督者の意志#ec#を行使するために存在する。彼女はきっと他にも、こうした機械を持っているはず。けど、彼女が知らない#cg#真実#ec#もある。今からあなたに教えてあげるわ...\n\n
shara_act_iii_dialog_act3-boss-chamber-is-this-the-supervisor	いいえ、これは#cr#監督者#ec#じゃないわ。けど、決して貧弱な装置でもない。彼女の力が宿っているの。#cy#その強大さ#ec#は、下の階の埃っぽい部屋をぎこちなく徘徊する、からくりたちを大きくしのぐわ。\n\nけど、その目的を誤解しないで。この装置は意志を体現させるために存在する。必要とあらば、#cr#監督者#ec#が目覚めさせるはずよ。\n\nけど今のところは、#heroname#、あなたに答えを授けてあげる。\n\n
shara_act_iii_dialog_act3-boss-chamber-shara-control	#cy#おはよう#ec#、タングルディープの古代の神秘さん！\n\n
shara_act_iii_dialog_act3-boss-chamber-shara-control-02	ようやくこの子をあなたに紹介できて#cg#嬉しいわ#ec#、#heroname#！ほら、機械がゴロゴロ鳴いている。すごく静かで、#cy#従順#ec#なの。牧場で魔物を飼っているのは、あなただけじゃないのよ！\n\n
shara_act_iii_dialog_act3-boss-chamber-shara-control-02response_0	この機械を操っているの！？
shara_act_iii_dialog_act3-boss-chamber-shara-control-03	ええ。かつては#cr#監督者#ec#がこの機械の心を支配していたけど、今は私が玉座を継承したの。このタングルディープの古代の機械は私にとって、もはや#cr#秘密でも何でもない#ec#。そしてその事実こそが、私を大いなる使命へと導いたの。今やあなたと分かち合っている使命へと。\n\n#cr#監督者#ec#を破壊する時よ、#heroname#。彼女を滅ぼし、その鎖を捨て去って、タングルディープのすべてに#cg#自由#ec#を与えるの！真の自由を。春の目覚めのように荒々しく、何の制約も受けない自由を！\n\n
shara_act_iii_dialog_act3-boss-chamber-shara-control-03response_0	それでタングルディープはどうなるの？
shara_act_iii_dialog_act3-boss-chamber-shara-control-03response_1	盗賊の次はロボットなの、“女大将”？
shara_act_iii_dialog_act3-boss-chamber-shara-control-03response_2	監督者と話し合っては？
shara_act_iii_dialog_act3-denied-the-call	#cr#信じないわ#ec#。\n\nあなたが私を信用していないのは確か。それは受け入れられるけど、私がやるべきことは変わらない。今から#cg#答え#ec#を教えてあげる。\n\n
shara_act_iii_dialog_act3-final-01	#heroname#、すごく難しいことなのは分かるわ。そして分かってほしい。私は何度も何度も、数え切れないほど、#cy#この計画を検証してきた#ec#の。これが私たちの現実よ。#cr#監督者#ec#は敵なの。私たちの未来を#cr#盗んだ#ec#から。だから私が取り戻してみせる。\n\n一緒にこの道を歩いて、#heroname#。ふたりで力を合わせて混乱を乗り越え、#cg#新しい社会を築いて#ec#、タングルディープに然るべき未来を授けましょう。\n\nあなたなしではやりたくない。けど、やるしかない。\n\n\n
shara_act_iii_dialog_act3-final-01response_0	やめて、シャラ。こんなのは間違ってる
shara_act_iii_dialog_act3-final-02	#heroname#、お願い。#cr#こんなことはやめて#ec#。\n\n
shara_act_iii_dialog_act3-final-02response_0	こっちへ来て、シャラ。戦うことはないわ
shara_act_iii_dialog_act3-final-02response_1	許して、シャラ。あなたは危険すぎる
shara_act_iii_dialog_act3-final-02response_2	そんなせこいロボットで私は止められない
shara_act_iii_dialog_act3-final-end-01	私たちが戦う必要は#cr#ないわ#ec#、#heroname#。けど、そうするしかない。あなたには全体像が見えていないから。私一人にこんなことをやらせて、心が痛まないの？\n\n私は#cg#未来を救わなきゃならない#ec#。あなたについては...残念だけど、#heroname#。幸運を祈るしかないわ。\n\n
shara_act_iii_dialog_act3-final-end-02	ええ、危険よ。タングルディープを束縛する者たちにとっては。けど、あなたがそうした鎖を握る側にまわろうとは、考えもしなかった。\n\n私の邪魔はさせないわ、#heroname#。私はやるべきことをやる。あなたは、そうね、長くは苦しまないはずよ。\n\n
shara_act_iii_dialog_act3-final-end-03	それは正しいかも。あなたはいつだって、私よりも#cr#強かった#ec#から。けど、あなたを止める必要はない。追い払えばいいだけ。\n\nそうして私はこの重荷を#cy#一人で#ec#背負っていくわ、#heroname#。もしかしてすべてが終わったあとでなら、改めて話し合ってもいいかも。あなたが生きてこの部屋を出られるとは、到底思えないけどね。\n\n
shara_act_iii_dialog_act3-hallway-happy-life	彼らは#cy#そう思っているだけ#ec#。なぜならもっとマシな人生を#cy#知らない#ec#から。彼らは囚われてるの。決して理解できない力によって、あの村にがっちりと足止めされている。\n\nあなたも私もその力を見てきた。#cg#フロウ#ec#の先にある...もっと根源的な力を。\n\n
shara_act_iii_dialog_act3-hallway-more-questions	アハッ、うん、確かにそうね。少しだけ大目に見て、#heroname#。長い散歩になるわ。歩きながら話しましょう。\n\n
shara_act_iii_dialog_act3-hallway-more-questionsresponse_0	歩いてるのは一人だけでしょ...
shara_act_iii_dialog_act3-hallway-of-course	私もよ、#heroname#！これこそ、私たちの思いが導いた運命。私たちが#cg#この世界を救う#ec#の。何十年も、何百年もの間、もがき苦しんでいた泥沼から救い出すの。\n\n
shara_act_iii_dialog_act3-hallway-sarcasm	よっぽど根に持ってるみたいね？\n\n誰かが彼らを#cg#導いてあげる#ec#必要があったの、#heroname#。私が鎖をつけてあげなきゃ、彼らの#cr#暴力と破壊#ec#は野放しになる。卑怯かもしれないけど、タングルディープのためなら喜んでこの手を汚すわ。\n\n私たちは共に#cy#多くの犠牲を払って#ec#、ここまでたどり着いた。そのことを忘れないで。\n\n
shara_act_iii_dialog_act3-hallway-walk-02	あなたはここで多くのことを見た。荒々しく、容赦ない#cr#ケモノ#ec#たちを。主人を失い、太古の掟に縛られている#cs#機械#ec#たちを。自由を#cy#渇望#ec#しながら、暴力と絶望の奴隷と化している、壊れた人々を。\n\n彼らを#cg#救える#ec#と分かっていたら、あなたならどうする？\n\n
shara_act_iii_dialog_act3-hallway-walk-02response_0	だからここへ来たの
shara_act_iii_dialog_act3-hallway-walk-02response_1	あなたよりは力になれるわ、“女大将”
shara_act_iii_dialog_act3-hallway-walk-02response_2	それって答えじゃなくて質問だわ
shara_act_iii_dialog_act3-hallway-walk-03	#cy#リヴァーストーン村#ec#について話しましょう。あの村があなたにとってどれだけ大切かは知ってるわ、#heroname#。人々はあなたを当然のように尊敬し、あなたに宝物を託してる。けど、彼らは#cr#あなたに見合ってないわ#ec#。\n\n彼らは停滞しているの。成長を止め、決して変わらない。あそこで生まれ、死んでいくだけ。けど、#cy#何のために#ec#？彼らは何を学び、何を成し遂げたの？意味のあることをひとつでも果たせた？\n\n
shara_act_iii_dialog_act3-hallway-walk-03response_0	彼らは幸せに生きたいだけ
shara_act_iii_dialog_act3-hallway-walk-03response_1	誰もが私たちのようにはできないわ
shara_act_iii_dialog_act3-hallway-walk-03response_2	それがあなたに関係あるの？
shara_act_iii_dialog_act3-hallway-walk-04	私たちが見てきたものすべてを思い出して、#heroname#。\n\n曲がりくねった#cg#森#ec#のことを、古い街道のことを、うなりを上げる機械のことを。私は調査を重ねて、真実を知るに至った。この世のすべては#cy#古代の力#ec#の導きによって作られ、その力は今も、世界を縛りつけているということを。\n\nその影の支配者の名は、#cr#監督者#ec#。彼女はどこへでも現れるわ。\n\nこれは本当のことよ。タングルディープの#cy#あらゆる生き物#ec#は監督者の拘束下にある。そして誰一人、彼女の影響からは逃れられない。\n\n私たちを除けば、ね。\n\n
shara_act_iii_dialog_act3-hallway-walk-05	私たちが共に抱いているあの思い。それこそ、私たちが彼女の拘束から逃れている証よ。私たちの心は操れない。私たちの魂は縛られない。あなたと私は#cg#本当の自由#ec#を知っている。そしておそらく、それを知っているのは私たちだけ。\n\n私たちは真実を追い求め、あらゆる薄暗い洞くつを探検する。上へ上へとよじ登り、一歩ごとに本当の自分へと変わっていく。私たちは今、#cy#この場所#ec#にいるの。すべての中心地にね、#heroname#。\n\n過去の誰よりも、#cr#監督者#ec#に近づいている。タングルディープのすべてを破壊している力に。\n\n私はみんなを解放したい。だからあなたに手伝ってほしいの。\n\n\n
shara_act_iii_dialog_act3-hallway-walk-06	ここよ、着いたわ。先に入って！\n\n
