abil_skill_acidburstclose_name	Acid Burst
mmod_mm_budokaemblem_tier0_spiritfists_desc	^number1^ of Spirit Power is added to Parry when using Fists (max ^number2^)
mmod_mm_budokaemblem_tier1_elemental_desc	Basic Fist attacks deal ^number1^ damage split between all elements
mmod_mm_budokaemblem_tier1_tough_desc	^number1^ all elemental resists
mmod_mm_budokaemblem_tier2_hamedo_desc	^number1^ chance to riposte a melee attack before you are hit
mmod_mm_budokaemblem_tier2_qi_desc	^number1^ chance to fire a Qi Wave at a nearby enemy when using Budoka techniques
mmod_mm_bull_desc	^number1^ chance for 1 tile knockback, ^number2^ power
mmod_mm_bull_name	Bull
mmod_mm_butterfly_desc	Sword Dancer skills deal ^number1^ more damage. Crits cause heavy bleeding
mmod_mm_candleskull_desc	^number1^ damage to enemies for each unique debuff they have (max of ^number2^)
mmod_mm_catears_desc	Chance to confuse and charm monsters by looking like a cute cat
mmod_mm_challenges_desc	^number1^ dmg from champion basic attacks
mmod_mm_challenges_name	Challenges
mmod_mm_chance_freespell_desc	^number1^ chance: instantly recover Energy cost of a skill
mmod_mm_chaotic_desc	On hit: ^number1^ chance for (lvl x ^number2^) random elemental dmg
mmod_mm_chaotic_name	Chaotic
mmod_mm_charmenemy1_desc	On hit: ^number1^ chance to charm
mmod_mm_chillaura_desc	Reduces CT of adjacent enemies
mmod_mm_chromeshredding_name	Chrome-Shredding
mmod_mm_cleverness_desc	^number1^ GUILE
mmod_mm_cleverness_name	Cleverness
mmod_mm_cloakddagger_desc	Brigand's Cloak and Dagger now moves through and strikes two targets
mmod_mm_clotting_desc	Increases bleed resistance
mmod_mm_clotting_name	Clotting
mmod_mm_companions_new_desc	^number1^ corral pet damage and defense
mmod_mm_companions_new_name	Companions
mmod_mm_concentration_name	Concentration
mmod_mm_confident2_desc	^number1^ basic attack dmg if you have >= ^number2^ HP
mmod_mm_confident2_name	Brave
mmod_mm_confident_desc	^number1^ basic attack dmg if you have >= ^number2^ HP
mmod_mm_confident_name	Confident
mmod_mm_confuseblock_desc	On block: Confuse attacker
mmod_mm_conjuration_desc	Summons last ^number1^ more turns (minimum of ^number2^)
mmod_mm_conjuration_name	Conjuration
mmod_mm_conservation_desc	Deals extra damage while at full ENERGY
mmod_mm_constitution_desc	^number1^ chance to ignore negative status effects
mmod_mm_corrosion2_name	Acid
mmod_mm_corrosion_desc	Attack element is POISON, ^number1^ power
mmod_mm_corrosion_name	Corrosion
mmod_mm_cruel_desc	^number1^ basic attack dmg to foes under ^number2^ HP
mmod_mm_cruel_name	Cruel
mmod_mm_crushing_desc	On melee hit: ^number1^ chance to deal ^number2^ of target's current Health as Physical dmg
mmod_mm_crushing_name	Crushing
mmod_mm_crystalspearbleed_desc	On hit: ^number1^ chance for Crystal Bleed (^number2^ damage over ^number3^ turns)
mmod_mm_cunning_name	Cunning
mmod_mm_damageclaw_desc	^number1^ STRENGTH, ^number2^ SPIRIT
mmod_mm_darkness2_name	Darkness
mmod_mm_darkness_desc	Attack element is SHADOW, ^number1^ power, chance to add Shadow Vulnerable
mmod_mm_darkness_name	Night
mmod_mm_deadeye_name	Deadeye
mmod_mm_deadlyoffhand_desc	^number1^ crit damage
mmod_mm_deflection_desc	^number1^ dodge
mmod_mm_deflection_name	Deflection
mmod_mm_denalindpenalty_desc	^number1^ chance to block and parry
mmod_mm_determination_desc	^number1^ dmg from summoned creatures
mmod_mm_determination_name	Determination
mmod_mm_dismantler_desc	On hit: ^number1^ chance to Paralyze; ^number2^ chance if they haven't noticed you
mmod_mm_divineprotection_desc	^number1^ chance to negate crits
mmod_mm_divineprotection_name	Protection
mmod_mm_doublebite_desc	Boosts either SHADOW or PHYSICAL damage by ^number1^, alternating with each attack
mmod_mm_dragonbrave_desc	^number1^ damage against champions and bosses
mmod_mm_dragonscale_desc	^number1^ dmg from all basic attacks
mmod_mm_draik_desc	All enemies are tougher and more rewarding
mmod_mm_duelists_name	Duelist's
mmod_mm_dungeondigest_desc	Grants the 'Keen Eyes' perk, reveals extra information when exploring new floors, ^number1^ Spirit Power
mmod_mm_edgethane_highlandcharge_desc	Edge Thane's Highland Charge becomes a leaping attack instead of a dash, with damage based on Song level
mmod_mm_edgethane_verseelements_desc	Edge Thane's Verse of the Elements now strikes with random elemental damage, instead of debuffing all resistances
mmod_mm_edgethane_versesuppression_desc	Edge Thane's Verse of Suppression no longer debuffs enemies, instead making your movement quieter and harder to detect
mmod_mm_edgethaneemblem_tier0_lowhp_desc	^number1^ less dmg from ground effects when at <= ^number2^ Health
mmod_mm_edgethaneemblem_tier0_song_desc	Recover ^number1^ Stamina and Energy when Song lvl increases
mmod_mm_edgethaneemblem_tier1_lowhp_desc	^number1^ CT gain when at ^number2^ or lower Health
mmod_mm_edgethaneemblem_tier1_song_desc	Gain ^number1^ crit chance when Song lvl increases
mmod_mm_edgethaneemblem_tier2_lowhp_desc	^number1^ defense when at ^number2^ or lower Health
mmod_mm_edgethaneemblem_tier2_song_desc	Emit a powerful stunning shout when reaching max Song level
mmod_mm_elemdamageboost3_desc	^number1^ elemental damage
mmod_mm_elementalprotection_desc	^number1^ Elemental resists
mmod_mm_elementalprotection_name	Elemental Protection
mmod_mm_elusion_name	Elusion
mmod_mm_emblemwellrounded1_desc	^number1^ Core Stats (^tag1^ only)
mmod_mm_emergency_desc	Reduces dmg from basic attacks by ^number1^ if you have <= ^number2^ HP
mmod_mm_emergency_name	Emergency
mmod_mm_enduring2_name	Enduring
mmod_mm_enduring_desc	^number1^ STAMINA
mmod_mm_enduring_name	Tireless
mmod_mm_enhancebleed_desc	Your Bleeds deal ^number1^ dmg
mmod_mm_evasion_name	Evasion
mmod_mm_extrajpxp_desc	^number1^ JP and XP gained. This item is DESTROYED if you unequip it!
mmod_mm_fairychoker_desc	^number1^ chance when struck to reduce random ability cooldown
mmod_mm_familiars_desc	^number1^ summoned pet health, ^number2^ summoned pet defense
mmod_mm_familiars_name	Familiars
mmod_mm_fate_desc	^number1^ crit chance, ^number2^ miss chance (also with physical skills, can't be reduced)
mmod_mm_fate_name	Fate
mmod_mm_fencers_name	Fencer's
mmod_mm_findhealth_desc	^number1^ base chance to find Health Powerups from defeating enemies
mmod_mm_findweakness_desc	Exploits monster weaknesses and randomly marks weak spots
mmod_mm_fireres35_name	Fire-Hardened
mmod_mm_firering_desc	^number1^ Fire dmg dealt
mmod_mm_firewaterdmgup_desc	^number1^ Fire and Water dmg
mmod_mm_fistattackproc_desc	On hit: ^number1^ chance to summon psychic fist
mmod_mm_flames_desc	Attack element is FIRE, ^number1^ power
mmod_mm_flames_name	Burning
mmod_mm_floramancer_detonatevines_desc	Floramancer's Thornsplosion deals less explosion damage, but adds a lingering poison
mmod_mm_floramancer_floraconda_desc	Floramancer's Floraconda becomes a Bull Floraconda, losing its pull ability but gaining a Bull Rush
mmod_mm_floramancer_vineswing_desc	Floramancer's Vine Swing no longer gives ^number1^ CT, but now summons vines on landing
mmod_mm_floramanceremblem_tier0_pethealth_desc	Your summons gain ^number1^ Health
mmod_mm_floramanceremblem_tier1_resummon_desc	^number1^ chance for summoned pets to heal to full when at 0 Health
mmod_mm_floramanceremblem_tier1_thornbuff_desc	Your Thorned Skin now affects ranged attackers
mmod_mm_floramanceremblem_tier2_pethealing_desc	Your summons gain ^number1^ of your healing
mmod_mm_floramanceremblem_tier2_vineburst_desc	Your summoned Swinging Vines explode when destroyed
mmod_mm_focus_desc	^number1^ DISCIPLINE
mmod_mm_focus_name	Focus
mmod_mm_freezeattack_desc	^number1^ chance to freeze target with each attack
mmod_mm_frogslayingquiver_desc	^number1^ dmg to frogs
mmod_mm_frogslayingquiver_name	Anti-Frog Arrows
mmod_mm_frogslayingweapon_name	Frog-Slaying
mmod_mm_frost2_name	Ice
mmod_mm_frost_desc	Attack element is WATER, ^number1^ power
mmod_mm_frost_name	Frost
mmod_mm_frostbite_desc	^number1^ chance to freeze enemies with attacks
mmod_mm_frostbite_name	Frostbite
mmod_mm_frostscale_desc	^number1^ chance to freeze melee attackers
mmod_mm_frostscale_name	Frostscale
mmod_mm_gaelmydd_desc	Restore ^number1^ ENERGY and STAMINA when destroying a machine
mmod_mm_gambler_doubledown_desc	Gambler's Double Down, if successful, restores ^number1^ of max HP
mmod_mm_gambler_hotstreak_desc	Gambler's Hot Streak range reduced by ^number1^, but cooldown is reduced by ^number2^ turns
mmod_mm_gambler_rollthebones_desc	Gambler's Roll the Bones tosses two dice, dealing bonus damage based on the numbers
mmod_mm_gambleremblem_tier0_heal_desc	^number1^ chance to double healing effects
mmod_mm_gambleremblem_tier0_items_desc	^number1^ chance to deal double damage with items
mmod_mm_gambleremblem_tier1_crit_desc	Gain ^number1^ temporary crit chance after losing ^number2^ max Health in one attack
mmod_mm_gambleremblem_tier1_luck_desc	^number1^ chance for ranged attacks to hit your coin purse instead
mmod_mm_gambleremblem_tier2_cards_desc	^number1^ chance to throw a Wild Card from your hand when attacking
mmod_mm_gambleremblem_tier2_luck_desc	If your full Wild Cards hand is bad, redraw it and get a free turn
mmod_mm_garish_desc	^number1^ block chance if you have an even amount of gold
mmod_mm_garish_name	Garish
mmod_mm_giantgauntlet_desc	Melee attacks and Physical skills used at melee range deal ^number1^ damage
mmod_mm_gilcoated_desc	Sparkly! ^number1^ chance to negate 50% attack dmg, costs (level x ^number2^)g
mmod_mm_gilcoated_name	Glittering
mmod_mm_giltouched_desc	^number1^ chance: gain gold from powerups
mmod_mm_giltouched_name	Giltouched
mmod_mm_gladiators_name	Gladiator's
mmod_mm_glowing_desc	^number1^ ENERGY
mmod_mm_glowing_name	Glowing
mmod_mm_glowtorch_desc	^number1^ Fire and Lightning dmg dealt
mmod_mm_gluttony2_name	Gourmand's
mmod_mm_gluttony_desc	Healing food is ^number1^ more effective
mmod_mm_gluttony_name	Gluttony
mmod_mm_goldfind1_desc	More gold from monsters
mmod_mm_goldfind1_name	Lucky
mmod_mm_grease_name	Grease
mmod_mm_greedy_desc	^number1^ gold from monsters
mmod_mm_greedy_name	Greedy
mmod_mm_grim_name	Grim
mmod_mm_hairband_desc	^number1^ of ENERGY spent is converted to STAMINA restored, and vice versa
mmod_mm_hardened_name	Hardened
mmod_mm_harmonious_name	Harmonious
mmod_mm_havocharp_desc	^number1^ chance to fire an extra bolt at a nearby target, ^number2^ chance to fire at a 3rd target. ^number3^ SWIFTNESS
mmod_mm_heavy_desc	^number1^ physical resist, ^number2^ CT gain
mmod_mm_heavy_name	Heavy
mmod_mm_hergerobe_desc	When at ^number1^ Stamina or lower, your Spirit Power increases by ^number2^ (does not stack with Kinetic Magic)
mmod_mm_hiding_desc	Monsters less likely to notice you (^number1^ Stealth)
mmod_mm_hiding_name	Stealth
mmod_mm_hungry_desc	Recover from feeling Full one turn faster
mmod_mm_hungry_name	Hungry
mmod_mm_hunter_beartraps_desc	Hunter's Bear Traps have a shorter range, but inflict bleeding (^number1^ of Weapon Power as Physical for ^number2^ turns)
mmod_mm_hunter_hailofarrows_desc	Hunter's Hail of Arrows takes one extra turn to fire, but gains range and area of effect
mmod_mm_hunter_shadowstalk_desc	Hunter's Shadow Stalk now requires a turn to use, but the shadow clones gain a ranged attack
mmod_mm_hunteremblem_tier0_arrows_desc	^number1^ crit chance with Bows and Crossbows
mmod_mm_hunteremblem_tier0_shadow_desc	Grappling Hook leaves a shadow image behind
mmod_mm_hunteremblem_tier1_shadow_desc	Passing ^number1^ turns increases your Stealth and evasion briefly
mmod_mm_hunteremblem_tier1_wolf_desc	Your Spirit Wolf gains ^number1^ Health and ^number2^ defense
mmod_mm_hunteremblem_tier2_stalk_desc	Tracked enemies lose ^number1^ of their current Health each time they are attacked
mmod_mm_hunteremblem_tier2_tech_desc	Hail of Arrows and Triple Bolt deal ^number1^ damage.
mmod_mm_husyn_crystalshift_desc	HuSyn's Crystal Shift deals more damage and boosts the Runic Crystal's defense briefly
mmod_mm_husyn_gravitysurge_desc	HuSyn's Gravity Surge no longer roots targets, but gains range and debuffs Lightning resistance
mmod_mm_husyn_runiccrystal_desc	HuSyn's Runic Crystal no longer has a passive buff. Instead, it builds Runic Charges when damaged or moved, unleashing a burst of energy at ^number1^ charges.
mmod_mm_husynemblem_tier0_energy_desc	^number1^ Lightning damage
mmod_mm_husynemblem_tier0_runic_desc	Runic Crystal gains ^number1^ Health
mmod_mm_husynemblem_tier1_runic_desc	^number1^ of your healing affects your Runic Crystal
mmod_mm_husynemblem_tier1_weapon_desc	^number1^ basic attack damage with Spears
mmod_mm_husynemblem_tier2_energy_desc	Grants Runic Overload skill, detonating your Runic Crystal for heavy area Physical damage
mmod_mm_husynemblem_tier2_runic_desc	Your Runic Crystal takes reduced ground damage and can pick up powerups
mmod_mm_icering_desc	^number1^ Water dmg dealt
mmod_mm_igniting_desc	On hit: ^number1^ chance for damaging burns
mmod_mm_igniting_name	Igniting
mmod_mm_ignorelowdamage_desc	^number1^ chance: ignore dmg <= ^number2^ of your max Health
mmod_mm_immune_defenselower_desc	Defense cannot be lowered
mmod_mm_immune_paralyze_desc	You cannot be paralyzed
mmod_mm_immune_paralyze_name	Liberating
mmod_mm_immune_poisonbleed_desc	Immune to Poison and Bleed effects
mmod_mm_immune_sealed_desc	You cannot be Sealed
mmod_mm_impenetrable_name	Impenetrable
mmod_mm_insectslayingquiver_desc	^number1^ dmg to insects
mmod_mm_insectslayingquiver_name	Anti-Insect Arrows
mmod_mm_insectslayingweapon_name	Insect-Slaying
mmod_mm_judosash_desc	Gain the unarmed fighting skill of novice Budoka
mmod_mm_juggernaut_desc	You cannot lose more than ^number1^ health from a single attack or effect
mmod_mm_jumpboots_desc	All movement abilities gain +1 range
mmod_mm_knightgloves_desc	^number1^ Physical dmg with a Sword or Mace, and a Shield
mmod_mm_legkatana_desc	^number1^ chance to attack with Lightning winds
mmod_mm_legshard_desc	^number1^ chance to negate magic damage and gain a ^number2^ Spirit Power buff for ^number3^ turns
mmod_mm_lethal_name	Lethal
mmod_mm_lightningres35_name	Shock-Hardened
mmod_mm_lightningring_desc	^number1^ Lightning damage dealt
mmod_mm_lightreactionheal_desc	^number1^ chance to heal (^number2^ + Level) HP when hit
mmod_mm_lightweight_desc	Reduces damage/accuracy penalties for dual wielding
mmod_mm_lightweight_name	Lightweight
mmod_mm_loaded_desc	^number1^ power; attacks cost (lvl x ^number2^)g
mmod_mm_loaded_name	Opulent
mmod_mm_longshot_desc	^number1^ basic attack damage with bows at max range
mmod_mm_longshot_name	Longshot
mmod_mm_lowlifeheal_desc	At <=^number1^ Health, regenerate ^number2^ max Health per turn
mmod_mm_loyalty_desc	Corral pet heals for ^number1^ of max HP when you defeat a non-trivial enemy
mmod_mm_loyalty_name	Loyalty
mmod_mm_luminous_name	Luminous
mmod_mm_magicbook1_desc	-^number1^ ENERGY costs, ^number2^ Spirit Power
mmod_mm_magicmirrors_desc	See through illusions; main weapon can't miss
mmod_mm_magus_desc	When attacking, gain ^number1^ of your Spirit Power in bonus damage
mmod_mm_magus_name	Magus
mmod_mm_manaseeker_desc	Find only ENERGY powerups
mmod_mm_massive_desc	^number1^ block chance, ^number2^ parry chance
mmod_mm_massive_name	Massive
mmod_mm_mechanist_desc	^number1^ chance when attacking to create a Sentry robot
mmod_mm_meltblockparry_desc	On hit: Reduce target's block/parry chance to ^number1^ for ^number2^ turns
mmod_mm_midasring_desc	JP earned from monsters turns into Gold: ^number1^ JP to ^number2^ Gold
mmod_mm_might_name	Might
mmod_mm_moonbeams_desc	On hit: Summon Moonbeams that hurt enemies or buff allies
mmod_mm_movect1_desc	^number1^ CT per step
mmod_mm_muscle_desc	^number1^ STRENGTH
mmod_mm_muscle_name	Muscle
mmod_mm_necroband_desc	^number1^ STAMINA and ENERGY costs, but all skills cost ^number2^ of your max HP
mmod_mm_nordhelm_desc	^number1^ STAMINA, ^number2^ ENERGY
mmod_mm_obsidian_desc	^number1^ ENERGY costs, but all skills cost (extra) STAMINA
mmod_mm_oceangem_desc	Move through deadly void with no penalty. Gain ^number3^ CT while moving in water. ^number1^ Water damage. ^number2^ damage and defense in water
mmod_mm_overdraw_desc	Bow range increased by ^number1^ (reduces CT to 0 at max range)
mmod_mm_overdraw_name	Overdrawing
mmod_mm_paladin_radiantaura_desc	Paladin's Radiant Aura no longer affects Blessed Hammer, but now buffs allies as well
mmod_mm_paladin_righteouscharge_desc	Paladin's Righteous Charge travels further and generates a Wrath charge
mmod_mm_paladin_smiteevil_desc	Paladin's Smite Evil is weaker, but has a shorter cooldown and reduces the cooldown of Blessed Hammer
mmod_mm_paladinemblem_tier0_block_desc	Damaging Paladin skills grant ^number1^ chance to block (consumed on block)
mmod_mm_paladinemblem_tier0_divinedmg_desc	Smite Evil, Blessed Hammer, and Divine Fury deal ^number1^ damage
mmod_mm_paladinemblem_tier1_wrathelemdef_desc	^number1^ elemental resistance per Wrath charge
mmod_mm_paladinemblem_tier1_wrathelemdmg_desc	^number1^ elemental damage per Wrath charge
mmod_mm_paladinemblem_tier2_critwrath_desc	On basic attack crit: Gain one Wrath charge. (^number1^ turn cooldown)
mmod_mm_paladinemblem_tier2_maxblock_desc	When at <= ^number1^ Health, blocking avoids ALL damage
mmod_mm_paralyzereact_desc	Melee attackers may be Paralyzed or Stunned on block
mmod_mm_parry10_desc	^number1^ Parry
mmod_mm_penetrating_desc	^number1^ chance to ignore block/parry, bypasses ^number2^ phys resist
mmod_mm_penetrating_name	Penetrating
mmod_mm_phalanx_desc	^number1^ dmg from melee, ^number2^ from ranged
mmod_mm_phalanx_name	Phalanx
mmod_mm_phasmaquiver_desc	Spend Energy to increase next ranged attack dmg by ^number1^ (max stacks: ^number2^)
mmod_mm_phoenix_desc	When receiving lethal damage, the pendant will shatter and restore you to full health
mmod_mm_plantgrowth_desc	On move: Chance to summon vines. (Doesn't stack with Aura of Growth)
mmod_mm_pointblankshot_desc	Ranged attacks deal ^number1^ dmg in melee range
mmod_mm_pointblankshot_name	Point-Blank
mmod_mm_poisonres35_name	Acid-Hardened
mmod_mm_poisonring_desc	^number1^ Poison damage dealt
mmod_mm_powershot_desc	On move: Charge a powerful Poison shot. Once fully charged, it triggers on attack
mmod_mm_prismatic_desc	Gain temporary resist bonus after taking elemental damage
mmod_mm_prismatic_name	Prismatic
mmod_mm_procbolt_desc	^number1^ chance to call a lightning bolt with each attack
mmod_mm_procshadow_desc	^number1^ chance to attack with Shadow knives
mmod_mm_quickening2_name	Quickening
mmod_mm_quickening_desc	Gain ^number1^ CT when using an ability
mmod_mm_quickening_name	Nimble
mmod_mm_quickness_name	Quickness
mmod_mm_quiver1_desc	^number1^ CT when attacking w/ bows
mmod_mm_ramirelmask_desc	Non-champion monsters can never see you from more than ^number1^ tiles away
mmod_mm_rangeddamage4_desc	^number1^ ranged basic attack damage
mmod_mm_reactroot_desc	^number1^ chance to root attacking enemies
mmod_mm_recharging_desc	Regain ^number1^ of max Energy when defeating a non-Trivial enemy
mmod_mm_recharging_name	Recharging
mmod_mm_reflective_desc	^number1^ chance to reflect magical projectiles
mmod_mm_resistmud_desc	Step through mud with no penalty
mmod_mm_revenge_desc	Reflect 100% of blocked damage
mmod_mm_rubymoon_desc	Gradually increases chance to find magic and rare items
mmod_mm_rujasucards_desc	Increases damaging effects of Gambler's Wild Cards and Roll the Bones
mmod_mm_rustbiting_desc	^number1^ dmg to machines
mmod_mm_rustbiting_name	Rust-Biting
mmod_mm_samurai_desc	^number1^ all damage
mmod_mm_savage_name	Savage
mmod_mm_scavenging_desc	^number1^ powerup droprate
mmod_mm_seraphblock_desc	On block: Heal ^number1^ max Health if below ^number2^
mmod_mm_shadowcast_desc	^number1^ chance to summon Shadow Traps when spending ENERGY
mmod_mm_shadowres35_name	Shadow-Hardened
mmod_mm_shadowring_desc	^number1^ Shadow dmg dealt
mmod_mm_sheltering_name	Sheltering
mmod_mm_sheriffbelt_desc	Increases all damage to Bandits by ^number1^, and reduces damage from bandits by ^number2^
mmod_mm_shocking_desc	On hit: ^number1^ chance to shock and paralyze
mmod_mm_shootfire_desc	Creates a blazing, moving fire with each attack
mmod_mm_sickle_desc	^number1^ crit chance, ^number2^ crit damage
mmod_mm_silencing_desc	On hit: ^number1^ chance to cause Seal
mmod_mm_sniping_desc	Damage increased by ^number1^ of CT
mmod_mm_sniping_name	Sniping
mmod_mm_soldiers_desc	^number1^ chance to deal ^number2^ dmg
mmod_mm_soldiers_name	Soldier's
mmod_mm_songblade_desc	On hit: ^number1^ chance to gain the effect of lvl ^number2^ Edge Thane song
mmod_mm_soothingflute_desc	Monsters have a ^number1^ chance to fall asleep instead of becoming hostile
mmod_mm_soulkeeper_aetherslash_desc	Soulkeeper's Aether Barrage deals ^number1^ damage per Elemental or Soulshade you have summoned
mmod_mm_soulkeeper_summonelemspirit_desc	Soulkeeper's Call Elemental Spirit takes more resources, but summons up to three spirits at once
mmod_mm_soulkeeper_summonelemspirit_name	Elemental Spirits
mmod_mm_soulkeeper_summonshade_desc	Soulkeeper's Summon Soulshade requires only 1 Echo, but now also uses ^number1^ of max Health
mmod_mm_soulkeeperemblem_tier0_pets_desc	Your summons gain ^number1^ / ^number2^ Health
mmod_mm_soulkeeperemblem_tier0_shadowdmg_desc	^number1^ Shadow damage dealt
mmod_mm_soulkeeperemblem_tier1_reflect_desc	^number1^ chance to reflect debuffs to attacker
mmod_mm_soulkeeperemblem_tier1_summonlength_desc	Summoned pets last ^number1^ longer
mmod_mm_soulkeeperemblem_tier2_echopull_desc	Basic Monster Echoes move toward you each turn
mmod_mm_soulkeeperemblem_tier2_soulshade_desc	On basic attack crit: Summon a Soulshade. (^number1^ turn cooldown)
mmod_mm_soulsteal_desc	^number1^ chance to drain Health with attacks (lose ^number2^ STAMINA/ENERGY)
mmod_mm_sparks2_name	Thunder
mmod_mm_sparks_desc	Attack element is LIGHTNING, ^number1^ power
mmod_mm_sparks_name	Sparks
mmod_mm_spellshaper_acidevocation_desc	Spellshaper's Acid Evocation becomes Poison Evocation, no longer reducing defense and instead inflicting ^number1^ more damage over ^number2^ turns
mmod_mm_spellshaper_burst_desc	Spellshaper's "Spellshape: Ray" becomes "Spellshape: Burst", a point-blank AOE shape
mmod_mm_spellshaper_burst_name	Burst Spellshape
mmod_mm_spellshaper_materialize_desc	Spellshaper's Spellshift: Materialize summons moving objects
mmod_mm_spellshaper_materialize_name	Materialize
mmod_mm_spellshaperemblem_tier0_aura_desc	Elemental auras briefly grant ^number1^ resistance to their element
mmod_mm_spellshaperemblem_tier0_elemental_desc	^number1^ Fire, Water, Poison, Shadow dmg
mmod_mm_spellshaperemblem_tier1_evocation_desc	Non-materialized Evocations deal ^number1^ dmg
mmod_mm_spellshaperemblem_tier1_randomlash_desc	^number1^ chance to summon a random Materialized element when attacked
mmod_mm_spellshaperemblem_tier2_elemreact_desc	Gain ^number1^ resistance to an element after taking damage from it
mmod_mm_spellshaperemblem_tier2_tpburst_desc	Delayed Teleport generates a powerful non-elemental explosion at both points
mmod_mm_spiked_desc	Chance to deal light damage to attackers when hit
mmod_mm_spiritlinkedarmor_desc	^number1^ chance to restore ENERGY when hit
mmod_mm_spiritlinkedarmor_name	Spirit-Linked
mmod_mm_spiritlinkedoffhand_desc	^number1^ chance to restore ENERGY on block
mmod_mm_spiritlinkedoffhand_name	Refreshing
mmod_mm_spiritslayingquiver_desc	^number1^ dmg to spirits
mmod_mm_spiritslayingquiver_name	Anti-Spirit Arrows
mmod_mm_spiritslayingweapon_name	Spirit-Slaying
mmod_mm_spiritual_desc	^number1^ SPIRIT
mmod_mm_spiritual_name	Spiritual
mmod_mm_starcall_desc	On ranged attack: Chance to fire ^number1^ damaging starshards
mmod_mm_starhelm_desc	Chance each turn to smite random nearby enemy with divine power
mmod_mm_steadfastoffhand_desc	^number1^ damage from direction of shield, ^number2^ damage from other directions
mmod_mm_summonice_desc	^number1^ chance to summon Ice Tortoise shards when attacked
mmod_mm_summonthorns_desc	Summons dangerous thorns with each strike
mmod_mm_superheavy_desc	^number1^ chance to resist push/pull
mmod_mm_swing_defense_desc	On hit: Gain ^number1^ temporary defense
mmod_mm_sworddancer_holdthemoon_desc	Sword Dancer's Hold the Moon no longer takes a turn to use
mmod_mm_sworddancer_icetortoise_desc	Sword Dancer's Ice Tortoise deals slightly less damage, but buffs defense by ^number1^ per active shard
mmod_mm_sworddancer_wildhorse_desc	Sword Dancer's Wild Horse no longer deals instant damage, and instead summons a more powerful crashing wave 1 turn after landing
mmod_mm_sworddanceremblem_tier0_attackstep_desc	Your next basic melee attack after moving is ^number1^ stronger
mmod_mm_sworddanceremblem_tier0_wildhorse_desc	Gain a charge of Thundering Lion after using Wild Horse.
mmod_mm_sworddanceremblem_tier1_dragontail_desc	Instantly attack enemies when you are pushed or pulled
mmod_mm_sworddanceremblem_tier1_flames_desc	Fire damage pierces ^number1^ of enemy resistance
mmod_mm_sworddanceremblem_tier2_icefreeze_desc	Relentless Current and Ice Tortoise freeze enemies
mmod_mm_sworddanceremblem_tier2_parry_desc	Chance to Parry some monster skills (^number1^ of normal parry chance)
mmod_mm_terror_desc	On hit: ^number1^ chance to cause Fear
mmod_mm_terror_name	Terror
mmod_mm_thorns_desc	Chance to deal moderate damage to attackers when hit
mmod_mm_tier1helmethp_desc	^number1^ Health
mmod_mm_toxicity_desc	^number1^ chance to drop acid pool on move
mmod_mm_toxicity_name	Toxicity
mmod_mm_treasures_desc	^number1^ magic item chance
mmod_mm_treasures_name	Treasures
mmod_mm_trumpet_desc	^number1^ chance to play an invigorating song when attacking, buffing your attack and defense
mmod_mm_ultraheavy_desc	Cannot be pushed or pulled
mmod_mm_unyielding_name	Unyielding
mmod_mm_upgradeaccessory1_desc	^number1^ ENERGY, ^number2^ STAMINA
mmod_mm_vampiric_desc	Regain ^number1^ of max health when defeating a non-Worthless enemy
mmod_mm_vampiric_name	Vampiric
mmod_mm_vanishing_desc	^number1^ chance to warp when hit
mmod_mm_vengeance_desc	Next attack is much stronger if you miss
mmod_mm_vengeance_name	Vengeance
mmod_mm_vezakpoison_desc	On hit: Inflict deadly poison (^number1^ of Weapon Power as Poison per stack)
mmod_mm_vicious_name	Vicious
mmod_mm_vigor_desc	Regain ^number1^ of max Stamina when defeating a non-Trivial enemy
mmod_mm_vigor_name	Vigor
mmod_mm_warlords_name	Warlord's
mmod_mm_warriors_name	Warrior's
mmod_mm_waterdamage10_desc	Increases Water damage by ^number1^
mmod_mm_waterres35_name	Ice-Hardened
mmod_mm_weakattack_desc	Your basic attack damage reduced by ^number1^
mmod_mm_wellrounded_desc	^number1^ Core Stats
mmod_mm_wild_desc	^number1^ power, basic attack damage modified by +/- ^number2^ at random
mmod_mm_wild_name	Wild
mmod_mm_wildchildemblem_tier0_claws_desc	^number1^ basic attack dmg with Claws
mmod_mm_wildchildemblem_tier0_technique_desc	Powerups + foraged herbs grant ^number1^ defense (up to ^number2^ stacks)
mmod_mm_wildchildemblem_tier1_champion_desc	^number1^ dmg and ^number2^ crit chance vs champions and bosses
mmod_mm_wildchildemblem_tier1_forage_desc	Foraged herbs last ^number1^ turns and heal for ^number2^ more
mmod_mm_wildchildemblem_tier2_monpowers_desc	^number1^ dmg with all Wild Child monster powers
mmod_mm_wildchildemblem_tier2_straddle_desc	Straddle Monster temporarily drains ^number1^ damage and defense from target to you
mmod_mm_wildnatureband_desc	^number1^ chance to resist being restrained (rooted or paralyzed)
mmod_mm_wildnaturevest_desc	^number1^ chance to summon thorns when struck
mmod_mm_wildnatureweapon_desc	^number1^ Poison damage dealt
mmod_mm_wildnoboost_desc	Basic attack damage modified by +/- ^number1^ at random
mmod_mm_withering_desc	On hit: ^number1^ chance to reduce armor
mmod_mm_wounds_desc	On hit: Inflict Wounds, reducing healing effects by ^number1^
mmod_mm_wounds_name	Wounds
mod_compatibility_conflict	Item has conflicting magic mod
