abil_skill_summonvoidcrystal_name	Conjure Void Crystal
exp_wanderer_dungeon4_desc	#big#Guardian Ruins#endbig#\n\n#cy#Floors#ec#: 15\n#cy#Difficulty#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon4_name	Guardian Ruins
exp_wanderer_dungeon5_desc	#big#Hall of Champions#endbig#\n\n#cy#Floors#ec#: 12\n#cy#Difficulty#ec#: #cr#^$gettext:difficulty_8$^#ec#\n#cy#Start Condition#ec#: Bring stats, equipped gear, and skills\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_many_champions$^\n\n
exp_wanderer_dungeon5_name	Hall of Champions
exp_wanderer_dungeon6_desc	#big#Tower of Ordeals#endbig#\n\n#cy#Floors#ec#: 50\n#cy#Difficulty#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\nThis is the #cr#ultimate challenge#ec#!\n\n
exp_wanderer_dungeon6_name	Tower of Ordeals
exp_wanderer_dungeon7_desc	#big#The Harrowing Hunt#endbig#\n\n#cy#Floors#ec#: 15\n#cy#Difficulty#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_king_chaser$^\n\n
exp_wanderer_dungeon7_name	The Harrowing Hunt
exp_wanderer_dungeon8_desc	#big#Factory Free-for-All#endbig#\n\n#cy#Floors#ec#: 15\n#cy#Difficulty#ec#: ???\n#cy#Start Condition#ec#: Begin at level 1 with no gear, skills, or pet, but gain 10 Camouflage Perfumes.\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monster_powerup$^\n^$gettext:md_monsters_respawn$^\n^$gettext:md_items_breakables$^\n\n
exp_wanderer_dungeon8_name	Factory Free-for-All
exp_wanderer_dungeon9_name	Mountain's Ascent
exp_wanderer_dungeonlistbranch	#cy#??? WANDERER#ec#: Each story is a journey unto itself. Once we begin, you #cr#may not return to this world#ec# until the journey is complete. For what good is a tale without true immersion?\n\nFor some stories, you will bring no #cy#material possessions#ec# or #cy#skills#ec#. These will return to you when the story ends.\n\nEach journey has its own #cy#rewards#ec# should you succeed, but victory will not come easily. Every story is different.\n\n
exp_wanderer_firstvictory_1	#cy#??? WANDERER#ec#: Welcome back, explorer.\n\nI take it you #cg#enjoyed#ec# my tale?\n\n
exp_wanderer_firstvictory_2	#cy#??? WANDERER#ec#: In a way, #cg#you were#ec#.\n\nThe #clr#relic#ec# you found, is it not in your bag?\n\n
exp_wanderer_firstvictory_3	#cy#??? WANDERER#ec#: How can I explain it? My stories are like #cc#great lakes#ec# through which you #cy#swim#ec#.\n\nWhen they end, you emerge from the waters. As you leave #cy#ripples#ec# in your wake, some of the waters bind to you as well.\n\nTo put it another way, some of what you find in the #clr#story#ec# may be #cy#brought back here#ec#. Do you understand now?\n\n
exp_wanderer_firstvictory_4	#cy#??? WANDERER#ec#: I thought you might. Long have I sought a kindred spirit with whom to share these tales, and there are #cy#many more to tell#ec#.\n\nNo two journeys are the same: they change with every retelling, and each has its own #cg#rewards#ec# and #cr#challenges#ec#.\n\nThe #clr#Mountain's Ascent#ec# was the most simple story. Now, allow me to share with you the rest.\n\n
exp_wanderer_firstvictory_response1	That was amazing! I felt like I was really there.
exp_wanderer_firstvictory_response2	Yes, but... how is that possible?!
exp_wanderer_firstvictory_response3	I do, and I want to hear another story!
exp_wanderer_mainbranch	#cy#??? WANDERER#ec#: Hello, explorer.\n\nWon't you sit with me and watch the flowing of the waters?\n\nA stream like this is but a child in the grand tapestry of the world. Each thread is its own #cy#journey#ec#, yes?\n
exp_wanderer_mainbranch_askgods	Where is the #co#Realm of the Gods#ec#?
exp_wanderer_mainbranch_response1	You sound like you've been on a few adventures.
exp_wanderer_mainbranch_response2	Tell me a story!
exp_wanderer_realmofgods_continue_1	#cy#??? WANDERER#ec#: This is my true appearance. Do not be afraid.\n\n
exp_wanderer_realmofgods_continue_2	#cy#??? WANDERER#ec#: Like you, I'm an explorer. I've wandered this world for #cy#many millenia#ec# after leaving my home. In that way, I am #cy#unique#ec# among my kind.\n\nThe rest of those who live in the #co#Realm of the Gods#ec# are unconcerned with your people, or the rest of #cg#Tangledeep#ec#.\n
exp_wanderer_realmofgods_continue_3	#cy#??? WANDERER#ec#: That's right. They consider those who live in #cg#Tangledeep#ec# beneath them; unworthy. They would prefer to #cr#seal themselves away#ec# from the world.\n\nIt's for that very reason that I will tell you how to find my home. You've proven yourself #cg#worthy beyond measure#ec#, with strength, wisdom, and cunning to match.\n\nYou could challenge the #co#Realm of the Gods#ec#, and #cg#win#ec#.\n
exp_wanderer_realmofgods_continue_4	#cy#??? WANDERER#ec#: In a word: yes. That is the only way they will #cy#believe your potential#ec#, and become interested in the outside world again. Your actions will speak louder than my words ever did.\n\nOnce I reveal the path to my home, you will be able to #cy#come and go as you please#ec#. But, as you might imagine, your arrival will not be #cg#well-received#ec#.\n\nYou can expect to do battle with some of the #cr#most powerful creatures#ec# you have ever faced.\n
exp_wanderer_realmofgods_continue_5	#cy#??? WANDERER#ec#: I knew you would say that, explorer. Very well! The path to the #co#Realm of the Gods#ec# will be revealed.\n\nReturn to where you defeated #cc#Shara#ec#, and you will find the entrance.\n\n
exp_wanderer_realmofgods_continue_responsebutton_1	You're beautiful!
exp_wanderer_realmofgods_continue_responsebutton_2	You mean, they don't leave their home?
exp_wanderer_realmofgods_continue_responsebutton_3	You WANT me to fight with your kind?!
exp_wanderer_realmofgods_continue_responsebutton_4	I've come so far. I can handle it!
exp_wanderer_realmofgods_intro_1	#cy#??? WANDERER#ec#: You've glimpsed the land beyond Tangledeep with your own eyes, haven't you?\n\nI can #cg#sense#ec# it.\n
exp_wanderer_realmofgods_intro_2	#cy#??? WANDERER#ec#: I know that you do. You are an #cy#explorer#ec#, and when explorers reach their destination, they are always ready to seek another.\n\nIn time, you will learn more about the lands you've seen. Your adventure will continue someday, and you will answer your own questions.\n\nBut there is #cy#one last secret#ec# of #cg#Tangledeep#ec# you have not yet discovered.\n
exp_wanderer_realmofgods_intro_3	#cy#??? WANDERER#ec#: I hail from the realm that lies on the edge of #cg#Tangledeep#ec# and the #cy#boundless lands#ec# above. It was carved into the world long ago; by whom, I cannot say.\n\n#cr#Mighty beasts#ec#, #cc#ancient spirits#ec#, and #cs#automatons#ec# with limitless power all dwell there. It's a strange concept, isn't it? All of these creatures live in harmony, and call this place home.\n\nWe have our own name for this land, spoken in the #cy#forgotten tongue#ec#. In your language, you could call it the #co#Realm of the Gods#ec#.\n
exp_wanderer_realmofgods_intro_4	#cy#??? WANDERER#ec#: I will tell you, of course. However, first, there is more that you must know. I have not been entirely forthcoming...\n\nIn truth, I am an #cc#ancient spirit#ec# myself. Allow me to show you.\n
exp_wanderer_realmofgods_intro_responsebutton_1	Yes! It's breathtaking. I have so many questions...
exp_wanderer_realmofgods_intro_responsebutton_2	What kind of secret? What else could there be?
exp_wanderer_realmofgods_intro_responsebutton_3	How can I get there?
exp_wanderer_realmofgods_intro_responsebutton_4	!!!
exp_wanderer_selectdungeon_confirm	Begin This Journey
exp_wanderer_selectdungeon_no	Go Back
exp_weaponmaster_statue_name	Weapon Master's Statue
exp_weaponmaster_statue_text	It's a statue of a #cy#mighty warrior#ec#, master of every weapon and fighting style.\n\nThere is a benevolent aura permeating the #cc#Flow#ec# here, as if he wants me to obtain a #cg#fragment of his knowledge#ec#.\n\nShould I meditate here?\n
glitterskin_status_desc	Melee attackers will be blinded, losing ^number1^ Accuracy for ^number2^ turns
intro_dualwielder	Quill and ink are the heart of all stories.\nBroad strokes or fine detail,\nmy art and my path are the same.\nToday is a blank canvas.
item_armor_heavyarmor5_desc	The detailing on this armor is so... excessive. And it's been polished to a lustrous shine. It's clearly never seen battle before now; it must have only been worn on very special occasions.
item_armor_heavyarmor5_name	Ceremonial Plate
item_armor_lightarmor5_desc	Wearing this robe, I feel as though a guardian is looking out for me with every step. If I stumble, it even rights my balance. Who could have thought something so thin could feel so secure?
item_armor_lightarmor5_name	Arcane Mantle
item_armor_mediumarmor5_desc	The way these mithril rings sparkle in the light, it's like I'm wearing a spangled dress! And yet unlike most dresses, I feel totally protected. Perfect!
item_armor_mediumarmor5_name	Mithril Chainmail
item_armor_shield6_desc	I remember seeing pictures of this coat-of-arms in a book I read once. It was from a mythical kingdom that the elders told me was just a legend. Even so, I always believed it really existed!
item_armor_shield6_name	Royal Shield
item_bomb_confusetraps_desc	I heard that a box of these broke open near the corral and it took Jesse a whole day to round up the monsters again.
item_bomb_confusetraps_effectdesc	Sets traps that emit disorienting gas when stepped on by a monster! Traps last ^number1^ turns, and cause Confusion lasting ^number2^ turns.
item_bomb_confusetraps_name	Confusion Traps
item_item_gem8_desc	Apparently this metal is all the rage back in Riverstone, but I can't understand why. It's not particularly strong, it doesn't glitter like gold, and it's heavy!
item_item_gem9_desc	The hardest gemstone in all of Tangledeep. If they weren't so rare and valuable, I'd just chuck them like rocks at the monsters in my way.
item_weapon_2hsword6_desc	Wielding a sword like this could push even a seasoned soldier to break their limits. I'll need to be braver still to live up to its legacy.
item_weapon_2hsword6_name	Buster Sword
item_weapon_axe6_desc	I've been wondering for awhile now, but could I buy things with golden equipment I find? What fabulously wealthy person keeps making this stuff? I should ask Katie about it sometime.
item_weapon_axe6_name	Aurelian Axe
item_weapon_bow6_desc	I can feel a benevolent presence guiding my hand as I take aim with this bow. It's somehow comforting, even as I'm launching deadly projectiles.
item_weapon_bow6_name	Celestial Shot
item_weapon_claw6_desc	This monster must have been huge to have teeth this big! I wouldn't want to stare down a full set of these pointy things. I also wouldn't want to face whoever managed to remove one.
item_weapon_claw6_name	Primal Fang
item_weapon_dagger6_desc	I don't think I'll ever get used to feeling like I'm being watched by my own weapon. Especially when I see it judging me every time I miss an attack.
item_weapon_dagger6_name	Nightmare Spike
item_weapon_mace6_desc	This is one brutal piece of work. No finesse needed here. The only word that comes to mind when seeing a weapon like this is "Smash!"
item_weapon_mace6_name	Flanged Crusher
item_weapon_spear6_desc	It's amazing how simply tying a red cloth to a spear can make it look so stylish. Though I wonder how often explorers tripped themselves up by accidently stepping on it during a fight.
item_weapon_spear6_name	Naginata
item_weapon_staff6_desc	Since I started carrying this staff, all of my dreams have been pleasant and I wake up feeling so refreshed. It's like the light it radiates soothes my very soul.
item_weapon_staff6_name	Luminaire
item_weapon_sword0_desc	Ink is the lifeblood of a Calligrapher. Every mark left on the parchment is an extension of one's self. I've worked hard to finally understand these lessons, and now it's time to write my page in history.
item_weapon_sword0_name	Training Pen
item_weapon_sword6_desc	I'm still in awe over how light and balanced this sword is. It's like I'm holding a dream in my hands. A dream that cuts down monsters where they stand.
item_weapon_sword6_name	Divine Blade
lightningdebuff30_name	Lightning Vulnerable
log_bankrelic	You set aside the Relic: ^tag1^.\n\nIt will appear in the #cy#bank#ec# if you are victorious!\n\n
log_error_know_skill	You #cr#already know#ec# that ability!
log_keeprelic	You keep the Relic: ^tag1^.\n\nIt will disappear at the end of this Journey.\n\n
log_mon_terrain_power	#cy#^tag1^#ec# is #cg#more powerful#ec# in #cy#^tag2^#ec#!
log_monster_died_shara	^tag1^ is defeated! Gained <color=#40b843>^tag2^</color> JP and <color=yellow>^tag3^</color>g!
log_oilslick_poison_damage_up	<color=yellow>The oil slick worsens the poison damage!</color>
log_robot_summon	#cy#^tag1^#ec# assembles another #cy#^tag1^#ec# out of scrap parts!
log_shara_creatureheal	You gain #cy#^tag1^#ec# Health from creatures you #cc#control#ec#!
log_shara_maxcreatures	You #cr#cannot control#ec# any additional creatures! (Max: #cy#^tag1^#ec#)
log_shield_absorb_damage_attack	<color=#ffc80a>^tag1^</color> hits <color=#ffc80a>^tag3^</color> for #co#^tag2^#ec# damage! (#cc#SHIELD ABSORBED!#ec#)
log_shield_absorb_damage_effect	<color=#ffc80a>^tag1^</color> hits <color=#ffc80a>^tag3^</color> for #co#^tag2^#ec# damage with #cy#^tag4^#ec#! (#cc#SHIELD ABSORBED#ec#)
md_items_breakables	#cc#Special Condition#ec#: Find more items in breakable objects!
md_jp_only_campfires	#cc#Special Condition#ec#: Gain JP only at campfires!
md_keepgold_items_relics	#cy#On Victory#ec#: Keep all #cy#gold#ec#, #cg#items#ec#, and at least one #clr#Relic#ec# gained in dungeon
md_keepgold_relics	#cy#On Victory#ec#: Keep all #cy#gold#ec# and at least one #clr#Relic#ec# gained in dungeon
md_keeprelics	#cy#On Victory#ec#: Keep at least one #clr#Relic#ec# gained in dungeon
md_king_chaser	#cc#Special Condition#ec#: The #clr#Mystery King#ec# will chase you from the start!
md_lowmonsteraggro	#cc#Special Condition#ec#: Monsters have reduced aggression!
md_many_champions	#cc#Special Condition#ec#: Fewer monsters, many champions!
md_mini_dreamcaster_explain_text	#cy#MINI DREAMCASTER#ec#: Instructions for usage are as follows.\n\nInsert #cy#piece of equipment#ec#, #cc#Orb of Reverie#ec#, and #co#gold#ec# into unit.\n\nEquipment will be upgraded. An additional #co#magic modifier#ec# may be added if possible.\n\n#cy#Mini Dreamcaster#ec# will #cr#self-destruct#ec# once used.\n
md_mini_dreamcaster_main_response0	You're adorable! What do you do?
md_mini_dreamcaster_main_response1	Upgrade my gear!
md_mini_dreamcaster_main_text	#cy#MINI DREAMCASTER#ec#: #cg#Current status: small and operational.#ec#\n
md_mini_dreamcaster_orbselect_text	#cy#MINI DREAMCASTER#ec#: Please select which #cy#Orb of Reverie#ec# to use. Selecting a #cc#Lucid Orb#ec# or #cg#Skill Orb#ec# will grant the magical modifier attached to that orb.\n
md_mini_dreamcaster_upgrade_text	#cy#MINI DREAMCASTER#ec#: Please select which piece of equipment to upgrade. All upgrades require one #cy#Orb of Reverie#ec#. You may select the orb after selecting the piece of equipment.\n\n#cy#Warning: This Mini-Dreamcaster unit may only be used once. It will then #ec##cr#self-destruct#ec#.\n
md_monster_powerup	#cc#Special Condition#ec#: Monsters will fight each other. If they defeat another monster, they level up!
md_monsters_respawn	#cc#Special Condition#ec#: Monsters will respawn!
md_more_consumables	#cc#Special Condition#ec#: Find many more consumables!
md_nodrops	#cc#Special Condition#ec#: Monsters don't drop items or gear!
md_ondefeat_loseprogress	#cy#On Defeat#ec#: Lose all progress from the dungeon
md_randomshop_intro_txt	#cy#^$npcname:current$^:#ec# Hello there! Interested in taking a gander at all this #cc#fine merchandise#ec#? I carry all sorts of goods. Food, armor, weapons, knick-knacks, you name it!\n
md_shopkeepers	#cc#Special Condition#ec#: Shopkeepers on every floor!
md_startwithnothing	#cy#Start Condition#ec#: Begin at level 1 with no gear, skills, pet, or inventory
misc_scaryface	SCARY FACE!
misc_shape_flexrect	Rectangle
misc_shape_semicircle	Semicircle
mm_dualwielderemblem_tier0_biography_desc	Picking up your Combat Biography grants ^number1^ dodge chance for ^number2^ turns
mm_dualwielderemblem_tier0_dualwield_desc	Basic attacks deal ^number1^ damage while dual wielding
mm_dualwielderemblem_tier1_glide_desc	Gain a Brushstroke while using Glide
mm_dualwielderemblem_tier1_shadow_desc	Shadow damage pierces ^number1^ of enemy resistance
mm_dualwielderemblem_tier2_brush_desc	^number1^ chance to gain a Brushstroke while taking a step
mm_dualwielderemblem_tier2_dodge_desc	Dodging reduces all cooldowns by ^number1^ turn(s)
mm_elemental_bolt2_name	Elemental Fury
mm_elemental_bolt_desc	When using a damaging elemental skill: ^number1^ chance to hit random enemy for ^number2^ of Spirit Power as your last used element.
mm_elemental_bolt_name	Elemental Bolts
modedescription_adventure_shara	<color=#40b843>Adventure Mode</color>\nIf you reach 0 HP, you will <color=#40b843>return to Shara's Camp</color>.\nYou will lose half of your money and unspent JP.\nRecommended for <color=#40b843>roguelike beginners</color>.\n\n
modedescription_heroic_shara	\n<color=#ffc80a>Heroic Mode</color>\nIf you reach 0 HP, the game ends (<color=red>permadeath</color>).\nThis is <color=#ffc80a>challenging</color>, but also <color=yellow>the intended way to experience Shara's Story</color>!\n\n
mon_voidcrystal_name	Void Crystal
monster_attr_liveinwater	Lives in Water
mysteryking_chaser_powerup_txt	The #clr#~ Mystery King ~#ec# chasing you has unleashed its full power!\n\nPrepare for #cy#the real fight#ec# to begin...\n\n
npc_jumpintoriver_name	Path to Riverstone Waterway
obj_holyfire_name	Celestial Fire
relic_flavor_no_owner	a mysterious hero
relic_option_goback	View the #cy#original item#ec# again
relic_option_keep	Keep Relic in this Journey. It will #cr#disappear#ec# when the Journey ends.
relic_option_wait	Receive Relic #cy#after#ec# beating this Journey. Rank will #cg#scale#ec# based on level prior to entry.
relic_tutorial_text	#clr#Relics#ec# are powerful, randomly-generated equipment with unique effects. They can be even more powerful than #co#Legendary#ec# and #cg#Gear Set#ec# items! #clr#Relics#ec# are only found in #cy#Wanderer's Journeys#ec#.\n\nYou are guaranteed to find a #clr#Relic#ec# when defeating the #cy#Mystery King#ec#, final boss of the #clr#Journey#ec#. However, they can sometimes be found elsewhere in the dungeon.\n\n
relic_tutorial_text2	If you find a #clr#Relic#ec# before the boss, you have a choice: use the #clr#Relic#ec# for the remainder of the #cy#Journey#ec# (but it #cr#disappears#ec# on completion), or receive it as a #cg#reward#ec# after your victory.\n\nIf you choose the #cy#reward#ec#, the item's rank will scale based on your level outside the Journey, and the difficulty of the Journey itself.\n\nChoose carefully! You may want the power of the #clr#Relic#ec# during the dungeon, but if you do, you #cr#won't keep it#ec# after. If you choose the reward, you won't get it unless you #cg#win#ec#.\n\n
shadowdebuff30_name	Shadow Vulnerable
shara_ability_update_text	Your #cc#purpose#ec# has become clearer! #cy#^$sharamode:prevdominatename$^#ec# is now #cc#^$sharamode:dominatename$^#ec#.\n\n^$sharamode:dominatedesc$^\n\n
shara_ability_update_text_addendum	<size=46>Domination Mastered!</size>\n\nYour #cc#Domination#ec# ability now causes each creature you control to #cr#lose Health over time#ec#, instead of healing you over time.\n\nOnce a non-trivial #cc#Dominated#ec# monster is #cy#defeated#ec#, you will regain #cg#15%#ec# of your max Health, Stamina, and Energy!\n\n
shara_stat_boost_counter	(Purchases: ^tag1^)
skill_expmon_absorbpowerups_name	Powerup Absorption
skill_expmon_adhesivetongue_name	Adhesive Tongue
skill_expmon_batterup_name	Batter Up!
skill_expmon_boulder_slam	Swamp Crush
skill_expmon_burstgas	Toxic Burst
skill_expmon_burstgas_name	Poison Burst
skill_expmon_cannonstunner_name	Cannon Stunner
skill_expmon_cubeslimesummonreaction_name	Cuboid Slime Split
skill_expmon_divinepower_name	Celestial Aura
skill_expmon_eatweapon_name	Eat Weapon
skill_expmon_fireball_name	Fire Bolt
skill_expmon_fly2_name	Soar
skill_expmon_glitterskin_name	Glitterskin
skill_expmon_healovertime_name	Regeneration
skill_expmon_holystorm_name	Divine Storm
skill_expmon_icepotion_name	Frost Potion
skill_expmon_megabolt_name	Giga Volt
skill_expmon_mudfighter_name	Mud Fighter
skill_expmon_multibite_name	Bitestorm
skill_expmon_passive_dodge25	Nimble Dodge
skill_expmon_passive_dodge25_name	Increased Dodge
skill_expmon_passivescare_name	Scary Face
skill_expmon_resilient_name	Resilient
skill_expmon_slimehex_name	Mega Hex
skill_expmon_staffcharge_name	Bo Beatdown
skill_expmon_stagrush_name	Stag Rush
skill_expmon_statusresist50_name	Status Resistant
skill_expmon_stealandeatfood_name	Chow Down
skill_expmon_stickyshot_name	Sticky Shot
skill_expmon_transferhealth_name	Health Transfer
skill_expmon_waterfighter_name	Water Fighter
skill_expmon_wingslash_name	Wing Slash
skill_noroot_nostun_name	Stun Resistance
skill_playerglitterskin_desc	Surrounds you and your allies with glittering skin for ^number1^ turns! Striking the Glitterskin in melee range will blind attackers.
skill_playerglitterskin_edesc	Blinded attackers lose ^number2^ Accuracy for ^number3^ turns
skill_playerspinblade_desc	Creates four spinning blades that move away from you and cause damage each turn. Briefly increases your Parry chance.
skill_playerspinblade_edesc	Blades deal ^number1^ of Weapon Damage as Physical. Parry chance is increased by ^number2^ for ^number3^ turns.
skill_playerspitice_desc	Spit a shard of ice at a monster, dealing more damage the further away you are. Briefly raises your Spirit Power.
skill_playerspitice_edesc	Damage: ^number1^ of Spirit Power as Water. Deals ^number2^ extra damage for each tile between you and the target. Raises your Spirit Power by ^number3^ for ^number4^ turns.
skill_summonvoidcrystal_desc	Creates an immobile Void Crystal which can fire a long-range laser twice before disappearing.
skill_summonvoidcrystal_extradesc	Scales with your level. Multiple Void Crystals may be summoned at once.
skill_xp_bladefroghop_name	Blade Hop
tutorial_exp_campfire_text	In #cc#Shara's Story#ec#, you will always find a #cy#campfire#ec# every #cc#three floors#ec#. These are an opportunity to recover, learn new #cc#powers#ec#, and purchase #cy#items#ec#.\n\nPlan your adventure around these brief respites!\n\n
tutorial_exp_sharamode_maxcreatures_text	Shara's #cc#^$getstring:sharaabilityname$^#ec# ability can only control a #cy#limited number#ec# of creatures at once. If you already have #cy#^$getstring:sharamaxcreatures$^#ec# creatures under your control, you won't be able to charm more.\n\nHowever, as you progress through the story, this ability #cc#will be upgraded#ec#! Be sure to view its description after major story events.\n\n
tutorial_exp_sharamode_part1_text	Welcome to #cc#Shara's Story#ec#. In this game mode, you'll experience the story of #cg#Tangledeep#ec# from a new perspective, and with unique gameplay. If you haven't played through the #cy#third boss#ec# of the main story, we recommend you do that first!\n\nIn this mode, you no longer have a #cg#Healing Flask#ec#, and stepping on a fountain will instead recover some resources instantly. Also, you cannot ever visit #cy#Riverstone Camp#ec#, so your #cy#portal#ec# can only be used for fast travel elsewhere.\n\nThis means there's no Dreamcaster, magic grove, or corral...\n
tutorial_exp_sharamode_part2_text	Shara does not gain #cy#experience#ec#, nor does she learn abilities by spending #cg#JP#ec#. Instead, you can use #cg#JP#ec# to purchase permanent stat boosts in the Skill screen. Each boost costs more than the last.\n\nThere are two ways to learn abilities. You can learn skills from other jobs by opening #cy#Pandora's Boxes#ec#, which will guarantee a choice between one of two random skills.\n\nYou will also be guaranteed a unique #cc#Shara#ec# ability when you rest at a campfire! Choose your abilities carefully, as they'll be #cy#different each time you play#ec#.\n\n
tutorial_exp_sharamode_wanderingmon_text	As #cy#Shara#ec# grows in power and makes her presence known, the creatures of #cg#Tangledeep#ec# will begin avoiding her! By showing your might and defeating enough creatures #cy#on any given floor#ec#, new monsters will #cr#no longer spawn there#ec#.\n\n
wanderer_intro_1	#cy#??? WANDERER#ec#: Oh, yes, yes. But I merely go where the #cc#rivers#ec# take me.\n\nYou, on the other hand... you seem like one who #cy#forges their own path#ec#. You would rather swim against the current than drift aimlessly.\n\nTell me, am I right?\n
wanderer_intro_2	#cy#??? WANDERER#ec#: A soul as old as mine has seen forests grow from a single sapling to a mighty jungle. There is much I could tell you about the stories of this land, stories from #cg#far beyond Tangledeep#ec#.\n\nBut you must fully immerse yourself in the story!\n\nAs your mind journies, so too can your body. Become open to new experiences, and an endless #cc#ocean#ec# of discovery awaits you.\n
wanderer_intro_3	#cy#??? WANDERER#ec#: I have only tales, explorer. I will tell you one if you are prepared to truly #cy#open your mind#ec#.\n\nIf you hold any doubt, you cannot achieve #cy#true immersion#ec#, and I cannot take you on this journey.\n\nYou may even find yourself without your #cg#equipment, skills, pets, or items#ec#. Are you ready #cy#hear my tale#ec#?\n
wanderer_intro_4	#cy#??? WANDERER#ec#: Ah, there you are! You #cy#fell into a daze#ec# during my tale. That is not unusual for one who is #cy#immersed#ec# in a good story.\n\nSince we did not finish, we'll have to start at the beginning again. Of course, the details #cy#change every time#ec#, so one can never be completely prepared.\n\nAre you ready?\n
wanderer_intro_5	#cy#??? WANDERER#ec#: Very well! I will tell you of the #clr#Mountain's Ascent#ec#.\n\nYou find yourself at the beginning of a wondrous journey, one full of creatures #cy#unlike any you have seen#ec#. A #clr#Relic#ec# of untold value sits atop a mighty peak surrounded by howling winds.\n\nThat's it. Close your eyes, and #cg#listen to my words#ec#...\n\n
wanderer_intro_response1	You're very wise for a fisherman.
wanderer_intro_response2	You've been beyond Tangledeep?! What else is out there?
wanderer_intro_response3	Wait, I have something else to do first.
wanderer_intro_response4	I'm ready. Please tell me!
waterdebuff30_name	Water Vulnerable
xp_obj_staticparalyzer_name	Electric Energy
exp1_obj_dominator_head_name	Trophy
