abil_skill_summonvoidcrystal_name	Conjurar Cristal del vacío
exp_skill_forbiddance_desc	Gasta todas las Pinceladas para escribir poderosas runas mágicas en las casillas frente a ti. Esas runas sellan e inmovilizan a los enemigos que las pisan.
exp_skill_forbiddance_extradesc	Se crea una runa por cada Pincelada usada, y dura ^number1^ turnos. Los efectos de sellado e inmovilización duran ^number2^ turnos.
exp_skill_forbiddance_name	Prohibición
exp_skill_glide_desc	Saltas grácilmente una corta distancia de ^number1^ casillas.
exp_skill_glide_extradesc	La habilidad solo entra en tiempo de espera una de cada dos veces que se usa.
exp_skill_glide_name	Planear
exp_skill_improveddominate_description	(Pasiva) ^$sharamode:getdominatename$^ puede ahora hechizar monstruos con ^number1^ PV y menos.
exp_skill_improveddominate_name	Influencia mejorada
exp_skill_inkcollector_desc	Almacena una Pincelada cada vez que derrotas a un monstruo trivial (o superior), esquivas su ataque o asestas un golpe crítico.
exp_skill_inkcollector_name	Colector de tinta
exp_skill_inkstorm_desc	Gasta todas las Pinceladas para atacar con furia aleatoriamente a los enemigos cercanos.
exp_skill_inkstorm_extradesc	Daño: ^number1^ de Poder de armas. Añade un golpe adicional por cada Pincelada que tengas. Los golpes repetidos a un mismo objetivo infligen ^number2^ de daño. No genera Pinceladas.
exp_skill_inkstorm_name	Tormenta de tinta
exp_skill_lightningflash_desc	Corre a la casilla objetivo en un abrir y cerrar de ojos, electrificando todas las casillas adyacentes al llegar.
exp_skill_lightningflash_extradesc	Las casillas electrificadas paralizarán a los monstruos durante ^number1^ turnos al pisarlas.
exp_skill_lightningflash_name	Veloz cual centella
exp_skill_lightningscroll_desc	Desencadena un rayo en línea recta que inflige daño y crea chispas eléctricas que permanecen después.
exp_skill_lightningscroll_extradesc	Daño: ^number1^ de Poder de armas y ^number2^ de Poder espiritual como Rayo. Las chispas dan una probabilidad acumulable del ^number3^ de infligir daño crítico que se consume en el siguiente ataque.
exp_skill_lightningscroll_name	Pergamino de Rayo
exp_skill_menagerie_desc	Tus mascotas y criaturas invocadas ganan ^number1^ de daño por cada mascota o criatura invocada que controles.
exp_skill_menagerie_name	Casa de fieras
exp_skill_monstertoss_desc	¡Agarra un monstruo cercano y lánzalo contra otro monstruo!
exp_skill_monstertoss_extradesc	Daño a ambos monstruos: ^number1^ de la Salud actual del monstruo lanzado.
exp_skill_monstertoss_name	Lanzamonstruos
exp_skill_museofmelee_desc	Tus ataques cuerpo a cuerpo básicos tienen un ^number1^ de probabilidades de infligir un ^number2^ de resistencia al Agua, Rayo o Sombra durante ^number3^ turnos. Al blandir armas dobles, cada ataque puede activar este efecto.
exp_skill_museofmelee_name	Musa del cuerpo a cuerpo
exp_skill_necessarysacrifice_desc	Cuando una criatura hechizada es derrotada, recuperas un ^number1^ de la Resistencia y Energía máximas.
exp_skill_necessarysacrifice_name	Reponer
exp_skill_phasechange_desc	¡Intercambia tu posición con cualquier monstruo, confundiéndolo en el proceso!
exp_skill_phasechange_extradesc	La confusión dura ^number1^ turnos.
exp_skill_phasechange_name	Yuxtaposición
exp_skill_phasmashield_description	Invoca un círculo de mortífera Energía plásmica que rodea las casillas adyacentes a ti. Los monstruos sufren daños si lo tocan.
exp_skill_phasmashield_extradesc	Daño por turno: ^number1^ de Poder espiritual y ^number2^ de Poder de armas como Fuego.
exp_skill_phasmashield_name	Anillo de plasma
exp_skill_precisefinish_desc	Ataque elegante con menos potencia, pero que da más recompensas si derrota al enemigo.
exp_skill_precisefinish_extradesc	Daño: ^number1^ de Poder de armas. Los monstruos dan un ^number2^ de mejores recompensas si son derrotados por este ataque.
exp_skill_precisefinish_name	Remate preciso
exp_skill_relichunter_desc	¡Artefactos de valor incalculable te infunden un poder atemporal! Gana ^number1^ de daño y resistencias por cada objeto legendario, reliquia o conjunto que tengas equipado.
exp_skill_relichunter_name	Cazarreliquias
exp_skill_retort_desc	Prepárate para esquivar el próximo ataque físico con facilidad y devolverlo sellando al atacante.
exp_skill_retort_extradesc	La bonificación de esquivar dura ^number1^ turnos o hasta el próximo ataque. El atacante queda sellado durante ^number2^ turnos.
exp_skill_retort_name	Réplica
exp_skill_rockcircle_name	Sepultar
exp_skill_scholar_desc	Tu búsqueda de conocimiento no cesa nunca, lo que aumenta un ^number1^ de PO ganados.
exp_skill_scholar_name	Erudita
exp_skill_shadowscroll_desc	Golpea un área con una brutal ráfaga sombría que inflige daño y crea orbes sombríos que permanecen después.
exp_skill_shadowscroll_extradesc	Daño: ^number1^ de Poder de armas y ^number2^ de Poder espiritual como Sombra. Añade vulnerabilidad a la Sombra acumulable a los enemigos afectados. Los orbes sombríos dan una bonificación acumulable del ^number3^ a los ataques cuerpo a cuerpo básicos durante un breve tiempo.
exp_skill_shadowscroll_name	Pergamino de Sombra
exp_skill_shockwave_description	Invoca una onda expansiva de relámpagos que golpea a los enemigos en un círculo creciente.
exp_skill_shockwave_extradesc	Daño: ^number1^ de Poder espiritual como Rayo.
exp_skill_shockwave_name	Onda de choque
exp_skill_sludgespread_name	Mancha de lodo
exp_skill_subtletap_desc	Ataque cuerpo a cuerpo que no tiene fuerza suficiente para derrotar al enemigo.
exp_skill_subtletap_extradesc	Daño: ^number1^ de Poder de armas. Este ataque no puede reducir la Salud del monstruo por debajo de 1.
exp_skill_subtletap_name	Golpe sutil
exp_skill_summontoxicslime_name	Invocar Mucílaga tóxica
exp_skill_treasuretracker_desc	Tu agudo olfato para tesoros y riquezas ocultas hacen que un ^number1^ de todos los potenciadores se conviertan en un montón de oro.
exp_skill_treasuretracker_name	Localizatesoros
exp_skill_truehover_description	(Pasiva) Tu dominio de la levitación reduce el daño el daño procedente del suelo un ^number1^.
exp_skill_truehover_name	Planeadora
exp_skill_vanishingdodge_desc	Con tu salud baja a ^number1^ o menos, quedas envuelta en tinta invisible que aumenta tu probabilidad de evasión un ^number2^.
exp_skill_vanishingdodge_name	Tinta invisible
exp_skill_venomancerpoison_name	Arma envenenada
exp_skill_voidbolt_description	Dispara una ráfaga concentrada de energía del vacío a un enemigo que le inflige daño y drena su fuerza vital en cada turno.
exp_skill_voidbolt_displayname	Dardo del vacío
exp_skill_voidbolt_extradesc	Daño: ^number1^ de Poder de armas como Físico. Inflige hasta ^number2^ más daño en función de la Salud faltante. Los enemigos dañados pierden ^number3^ de la Salud actual por turno durante ^number4^ turnos.
exp_skill_voidshield_description	Crea un escudo de energía negativa con tu esencia vital que absorbe todo el daño. La salud del escudo es un ^number1^ de tu Salud máxima. Hay una probabilidad de disparar un Dardo del vacío al azar mientras el escudo está activo.
exp_skill_voidshield_displayname	Escudo de vacío
exp_skill_voidshield_extradesc	Cancela el Escudo esencial al usarlo y este, a su vez, cancela un Escudo de vacío activo al usarlo. ^number2^ de probabilidades de disparar un Dardo del vacío a un enemigo cercano por turno.
exp_skill_waterscroll_desc	Anega un área con un chorro de agua que inflige daño y crea vapor de agua que permanece después.
exp_skill_waterscroll_extradesc	Daño: ^number1^ de Poder de armas y ^number2^ de Poder espiritual como Agua. La Bruma oscurecedora suprime el daño por Fuego y aumenta tu probabilidad de evasión un ^number3^.
exp_skill_waterscroll_name	Pergamino de Agua
exp_status_attackdown_name	Daño maldito
exp_status_brushstroke_desc	Acumula poder para lanzar ataques a base de tinta.
exp_status_brushstroke_name	Pincelada
exp_status_combatbiography_boost_name	Potenciador biográfico
exp_status_dmgup_25_desc	El daño generado aumenta un ^number1^.
exp_status_essencestorm_desc	Almacena orbes de energía que se dispararan a monstruos cercanos en cada turno. #cy#Orbes restantes:#ec# #cg#^$getactordata:essencestorm_ammo$^#ec#
exp_status_extracrit_desc	^number1^ de probabilidad de daño crítico. Se consume con el siguiente ataque o uso de habilidad.
exp_status_flowshield_desc	Escudo de energía absorbiendo todo el daño. #cy#Salud de escudo restante:#ec# #cg#^$getactordata:flowshield_dmgleft$^#ec#
exp_status_parrydown_name	Parada maldita
exp_status_robo_overdriveattack_name	Ataque a toda máquina
exp_status_shadoworb_desc	^number1^ de daño de ataque básico con armas de cuerpo a cuerpo.
exp_superhardarea_name	Reino de los dioses
exp_superhardarea_name_1	Reino de los dioses P1
exp_superhardarea_name_2	Reino de los dioses P2
exp_superhardarea_name_3	Reino de los dioses P3
exp_superhardarea_name_4	Reino de los dioses P4
exp_superhardarea_name_5	Reino de los dioses P5
exp_verb_charm	hechizar
exp_verb_command	controlar
exp_verb_dominate	dominar
exp_verb_recruit	reclutar
exp_wanderer_askgods	#cy#??? TROTAMUNDOS#ec#: Encuentra el lugar donde #cc#derrotaste a Shara#ec# y encontrarás la entrada al #co#Reino de los dioses#ec# aguardándote.\n
exp_wanderer_dungeon1_desc	#cy#Plantas#ec# de la\n\n#big#Venganza de la montaña#endbig#: 20\n#cy#Dificultad#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon1_name	Venganza de la montaña
exp_wanderer_dungeon10_desc	#cy#Plantas#ec# del\n\n#big#Tesoro tropical#endbig#: 15\n#cy#Dificultad#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_jp_only_campfires$^\n^$gettext:md_more_consumables$^\n\n
exp_wanderer_dungeon10_name	Tesoro tropical
exp_wanderer_dungeon2_desc	#cy#Plantas#ec# del\n\n#big#Templo de los elementos#endbig#: 30\n#cy#Dificultad#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n#cy#Condición inicial#ec#: Trae habilidades y el equipamiento puesto\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon2_name	Templo de los elementos
exp_wanderer_dungeon3_desc	#cy#Plantas#ec# de la\n\n#big#Gran caverna de Ranadorada#endbig#: 15\n#cy#Dificultad#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_nodrops$^\n^$gettext:md_shopkeepers$^\n\n
exp_wanderer_dungeon3_name	Gran caverna de Ranadorada
exp_wanderer_dungeon4_desc	#cy#Plantas#ec# de las\n\n#big#Ruinas del guardián#endbig#: 15\n#cy#Dificultad#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon4_name	Ruinas del guardián
exp_wanderer_dungeon5_desc	#cy#Plantas#ec# de la\n\n#big#Sala de campeones#endbig#: 12\n#cy#Dificultad#ec#: #cr#^$gettext:difficulty_8$^#ec#\n#cy#Condición inicial#ec#: Lleva atributos, equipamiento puesto y habilidades\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_many_champions$^\n\n
exp_wanderer_dungeon5_name	Sala de campeones
exp_wanderer_dungeon6_desc	#cy#Plantas#ec# de la\n\n#big#Torre del calvario#endbig#: 50\n#cy#Dificultad#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n¡Este es el #cr#desafío definitivo#ec#!\n\n
exp_wanderer_dungeon6_name	Torre del calvario
exp_wanderer_dungeon7_desc	#cy#Plantas#ec# de la\n\n#big#Caza atroz#endbig#: 15\n#cy#Dificultad#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_king_chaser$^\n\n
exp_wanderer_dungeon7_name	Caza atroz
exp_wanderer_dungeon8_desc	#cy#Plantas#ec# de la\n\n#big#Batalla campal en la fábrica#endbig#: 15\n#cy#Dificultad#ec#: ???\n#cy#Condición inicial#ec#: Empieza en el nivel 1 sin equipamiento, habilidades o mascotas, pero gana 10 Perfumes de camuflaje.\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monster_powerup$^\n^$gettext:md_monsters_respawn$^\n#cc^$gettext:md_items_breakables$^\n\n
exp_wanderer_dungeon8_name	Batalla campal en la fábrica
exp_wanderer_dungeon9_name	Ascenso a la montaña
exp_wanderer_dungeonlistbranch	#cy#??? TROTAMUNDOS#ec#: Cada relato es un viaje en sí mismo. Una vez hayamos empezado, #cr#no podrás volver a este mundo#ec# hasta que el viaje finalice. Y es que, ¿de qué vale un cuento sin una auténtica inmersión?\n\nEn algunas historias no llevarás #cy#posesiones materiales#ec# o #cy#habilidades#ec#. Las recuperarás cuando acabe el relato.\n\nCada travesía cuenta con sus propias #cy#recompensas#ec# si logras triunfar, pero la victoria no será fácil. Cada historia es diferente.\n\n
exp_wanderer_firstvictory_1	#cy#??? TROTAMUNDOS#ec#: Bienvenida, exploradora.\n\n¿Acierto si digo que #cg#disfrutaste#ec# de mi relato?\n\n
exp_wanderer_firstvictory_2	#cy#??? TROTAMUNDOS#ec#: En cierta forma, #cg#estuviste#ec#.\n\n¿No está la #clr#reliquia#ec# que encontraste en tu bolsa?\n\n
exp_wanderer_firstvictory_3	#cy#??? TROTAMUNDOS#ec#: A ver cómo te lo explico... Mis historias son como #cc#grandes lagos#ec# que atraviesas #cy#a nado#ec#.\n\nCuando acaban, emerges de las aguas. Con las #cy#ondas#ec# que generas a tu paso, parte del agua queda unida a ti.\n\nPor decirlo de otra forma, algunas de las cosas que encuentras en la #clr#historia#ec# pueden #cy#traerse aquí#ec#. ¿Ahora lo entiendes?\n\n
exp_wanderer_firstvictory_4	#cy#??? TROTAMUNDOS#ec#: Me lo suponía. Llevo mucho tiempo buscando un espíritu afín con quien compartir estas historias, y todavía quedan #cy#muchas más por contar#ec#.\n\nNingún viaje es igual: cambian con cada narración, y cada uno cuenta con sus propias #cg#recompensas#ec# y #cr#desafíos#ec#.\n\nEl #clr#Ascenso a la montaña#ec# es la más sencilla de todas ellas. Ahora, permíteme compartir el resto contigo.\n\n
exp_wanderer_firstvictory_response1	¡Fue increíble! Me sentí como si hubiera estado ahí realmente.
exp_wanderer_firstvictory_response2	Sí, pero… ¡¿Cómo es posible?!
exp_wanderer_firstvictory_response3	¡Sí, y quiero oír otra historia!
exp_wanderer_mainbranch	#cy#??? TROTAMUNDOS#ec#: Hola, exploradora.\n\n¿Querrías sentarte conmigo y observar el agua fluir?\n\nUn arroyo como este no es más que un niño en el gran tapiz del mundo. Cada hilo es su propio #cy#viaje#ec#, ¿no es cierto?\n
exp_wanderer_mainbranch_askgods	¿Dónde está el #co#Reino de los dioses#ec#?
exp_wanderer_mainbranch_response1	Hablas como si hubieras vivido unas cuantas aventuras.
exp_wanderer_mainbranch_response2	¡Cuéntame una historia!
exp_wanderer_realmofgods_continue_1	#cy#??? TROTAMUNDOS#ec#: Esta es mi verdadera apariencia. No tengas miedo.\n\n
exp_wanderer_realmofgods_continue_2	#cy#??? TROTAMUNDOS#ec#: Al igual que tú, soy un explorador. Tras dejar mi hogar, me he pasado #cy#varios milenios#ec# deambulando por este mundo. En ese sentido, soy #cy#único#ec# entre los míos.\n\nA lo demás que viven en el #co#Reino de los dioses#ec# les da igual tu gente o el resto de #cg#Tangledeep#ec#.\n
exp_wanderer_realmofgods_continue_3	#cy#??? TROTAMUNDOS#ec#: Así es. Consideran que los que viven en #cg#Tangledeep#ec# están por debajo de ellos; que son indignos. Preferirían #cr#aislarse por completo#ec# del mundo.\n\nY por ese mismísimo motivo voy a decirte cómo encontrar mi hogar. Has demostrado tu #cg#valía sin igual#ec#, con fuerza, sabiduría y astucia a partes iguales.\n\nPodrías desafiar al #co#Reino de los dioses#ec#, y #cg#ganar#ec#.\n
exp_wanderer_realmofgods_continue_4	#cy#??? TROTAMUNDOS#ec#: En una palabra, sí. Sólo de esa forma #cy#creerán en tu potencial#ec# y volverán a interesarse otra vez por el mundo exterior. Tus acciones serán más elocuentes que lo que jamás fueron mis palabras.\n\nUna vez te revele el camino a mi hogar, podrás #cy#salir y entrar de él a placer#ec#. Pero, como podrás imaginar, tu llegada no será #cg#bien recibida#ec#.\n\nHazte a la idea de que combatirás con algunas de las #cr#criaturas más poderosas#ec# a las que te hayas enfrentado.\n
exp_wanderer_realmofgods_continue_5	#cy#??? TROTAMUNDOS#ec#: Sabía que dirías eso, exploradora. ¡Muy bien! La senda al #co#Reino de los dioses#ec# te será revelada.\n\nRegresa a donde derrotaste a #cc#Shara#ec# y encontrarás la entrada.\n\n
exp_wanderer_realmofgods_continue_responsebutton_1	¡Eres bellísimo!
exp_wanderer_realmofgods_continue_responsebutton_2	¿Quieres decir que nunca abandonan su hogar?
exp_wanderer_realmofgods_continue_responsebutton_3	¡¿QUIERES que luche contra los tuyos?!
exp_wanderer_realmofgods_continue_responsebutton_4	He llegado hasta aquí. ¡Podré con ello!
exp_wanderer_realmofgods_intro_1	#cy#??? TROTAMUNDOS#ec#: Has vislumbrado las tierras más allá de Tangledeep con tus propios ojos, ¿no es cierto?\n\nPuedo #cg#percibirlo#ec#.\n
exp_wanderer_realmofgods_intro_2	#cy#??? TROTAMUNDOS#ec#: Lo sé. Eres una #cy#exploradora#ec#, y cuando los exploradores llegan a su destino, siempre están listos para buscar otro.\n\nCon el tiempo, aprenderás más sobre los parajes que has visto. Tu aventura continuará algún día, y responderás a tus propias preguntas.\n\nPero todavía te falta #cy#un último secreto#ec# de #cg#Tangledeep#ec# por descubrir.\n
exp_wanderer_realmofgods_intro_3	#cy#??? TROTAMUNDOS#ec#: Provengo del reino situado en la linde de #cg#Tangledeep#ec# y las #cy#tierras infinitas#ec# que hay arriba. Fue tallado en el mundo hace mucho tiempo; no sabría decir por quién.\n\nLo pueblan #cr#poderosas bestias#ec#, #cc#vetustos espíritus#ec# y #cs#autómatas#ec# de poder ilimitado. Es un concepto extraño, ¿no es cierto? Todas esas criaturas viven en armonía y llaman a ese sitio su hogar.\n\nTenemos nuestro propio nombre para estas tierras, dicho en la #cy#lengua olvidada#ec#. En tu idioma, podrías llamarlo el #co#Reino de los dioses#ec#.\n
exp_wanderer_realmofgods_intro_4	#cy#??? TROTAMUNDOS#ec#: Te lo diré, por supuesto. No obstante, primero debes saber otras cosas. No he sido del todo sincero...\n\nEn realidad, yo también soy un #cc#espíritu vetusto#ec#. Permíteme que te lo muestre.\n
exp_wanderer_realmofgods_intro_responsebutton_1	¡Sí! Es maravilloso. Tengo tantas preguntas...
exp_wanderer_realmofgods_intro_responsebutton_2	¿Qué clase de secreto? ¿Qué más podría haber?
exp_wanderer_realmofgods_intro_responsebutton_3	¿Cómo puedo llegar allí?
exp_wanderer_realmofgods_intro_responsebutton_4	!!!
exp_wanderer_selectdungeon_confirm	Empezar este viaje
exp_wanderer_selectdungeon_no	Volver
exp_weaponmaster_statue_name	Estatua del maestro de armas
exp_weaponmaster_statue_text	Es la estatua de un #cy#poderoso guerrero#ec#, maestro de todas las armas y estilos de combate.\n\nUn aura benevolente permea la #cc#Savia#ec# de este lugar, como si quisiera que yo obtuviese un #cg#fragmento de su saber#ec#.\n\n¿Debería meditar aquí?\n
	Melee attackers will be blinded, losing ^number1^ Accuracy for ^number2^ turns
intro_dualwielder	La pluma y la tinta son la base de todas las historias.\nTrazos gruesos o delicados detalles,\nmi arte y mi senda son uno.\nEl hoy es un lienzo en blanco.
item_armor_heavyarmor5_desc	El repujado de esta armadura es tan… excesivo. Y ha sido pulida hasta dejarla brillante. Está claro que nunca ha sido usada en combate; seguro que solo se la ponían en ocasiones muy especiales.
item_armor_heavyarmor5_name	Cota ceremonial
item_armor_lightarmor5_desc	Al llevar este manto, me siento como si un guardián me estuviera cuidando a cada paso. Incluso me ayuda a recuperar el equilibrio cuando tropiezo. ¿Quién habría dicho que algo tan fino pudiera proporcionar tanta seguridad?
item_armor_lightarmor5_name	Manto arcano
item_armor_mediumarmor5_desc	¡De la forma que brillan esas anillas de mithril a la luz, es como si llevara un vestido de lentejuelas! Pero a diferencia de con la mayoría de vestidos, me siento totalmente protegida. ¡Perfecto!
item_armor_mediumarmor5_name	Cota de malla de mithril
item_armor_shield6_desc	Recuerdo haber visto imágenes de este escudo de armas en un libro que leí una vez. Hablaba de un reino mítico que, según los ancianos, no era más que una leyenda. ¡A pesar de eso, siempre creí que sí que existía!
item_armor_shield6_name	Escudo real
item_bomb_confusetraps_desc	Oí decir que una caja de esas se rompió cerca del corral y a Jesse le costó todo un día volver a reunir a los monstruos.
item_bomb_confusetraps_effectdesc	¡Coloca trampas que emiten un gas desorientador cuando las pisa un monstruo! Las trampas duran ^number1^ turnos y causan una confusión que dura ^number2^ turnos.
item_bomb_confusetraps_name	Trampas de confusión
item_item_gem8_desc	Parece ser que este metal hace furor en Cantorrodado, pero no entiendo por qué. ¡No es especialmente fuerte, no brilla como el oro y es muy pesado!
item_item_gem9_desc	La gema más dura de todo Tangledeep. Si no fueron tan escasas y valiosas, se las arrojaría cual rocas a los monstruos que se cruzan en mi camino.
item_weapon_2hsword6_desc	Blandir una espada como esta podría hacer que incluso un soldado veterano fuera más allá de sus límites. Tengo que volverme todavía más valiente para estar a la altura de su legado.
item_weapon_2hsword6_name	Espada destructora
item_weapon_axe6_desc	Llevo un tiempo preguntándomelo: ¿podría comprar cosas con el equipamiento de oro que encuentro? ¿Quién es la persona increíblemente rica que sigue haciendo estas cosas? Un día de estos debería preguntar a Caty al respecto.
item_weapon_axe6_name	Hacha aureliana
item_weapon_bow6_desc	Puedo sentir una presencia benévola que guía mi mano cuando apunto con este arco. Resulta reconfortante, incluso aunque este disparando proyectiles letales.
item_weapon_bow6_name	Disparo celestial
item_weapon_claw6_desc	¡Este monstruo tuvo que haber sido enorme para tener dientes de este tamaño! No me gustaría vérmelas con un juego completo de estas cosas puntiagudas. Y tampoco querría enfrentarme al que logró quitarle uno.
item_weapon_claw6_name	Colmillo primigenio
item_weapon_dagger6_desc	Creo que jamás lograré acostumbrarme a sentir que mi propia arma me está vigilando. Sobre todo, cuando siento su desaprobación cada vez que fallo un ataque.
item_weapon_dagger6_name	Púa pesadillesca
item_weapon_mace6_desc	Esto es una herramienta brutal. Aquí la sutileza sobra. La única palabra que me viene a la mente al ver un arma como esta es «¡aplastar!».
item_weapon_mace6_name	Maza aleteada
item_weapon_spear6_desc	Es increíble que con solo atar un paño rojo a una lanza, está luzca tan elegante. Aunque me pregunto cuántas veces los exploradores habrán tropezado al pisarla sin querer durante un combate.
item_weapon_spear6_name	Naginata
item_weapon_staff6_desc	Desde que empecé a llevar este bastón, todos mis sueños han sido agradables y me despierto totalmente descansada. Es como si la luz que irradia calmase mi alma.
item_weapon_staff6_name	Luminaria
item_weapon_sword0_desc	La tinta es la sangre de una Calígrafa. Cada marca dejada sobre el pergamino es una extensión del propio ser. He trabajado duramente para entender por fin esas lecciones, y ha llegado la hora de escribir mi página en la historia.
item_weapon_sword0_name	Pluma de entrenamiento
item_weapon_sword6_desc	Me sigue costando creer lo ligera y equilibrada que es esta espada. Es como tener un sueño en la mano. Un sueño que corta los monstruos de un tajo.
item_weapon_sword6_name	Cuchilla divina
lightningdebuff30_name	Vulnerabilidad al Rayo
log_bankrelic	Dejas a un lado esta reliquia: ^tag1^.\n\n¡Aparecerá en el #cy#banco#ec# si te alzas con la victoria!\n\n
log_error_know_skill	¡Ya #cr#dominas#ec# esa habilidad!
log_keeprelic	Te quedas con esta reliquia: ^tag1^.\n\nDesaparecerá al acabar este viaje.\n\n
log_mon_terrain_power	¡#cy#^tag1^#ec# es #cg#más fuerte#ec# cuando está en #cy#^tag2^#ec#!
log_monster_died_shara	¡^tag1^ muerde el polvo! ¡Ganas <color=#40b843>^tag2^</color> PO y <color=yellow>^tag3^</color> o!
log_oilslick_poison_damage_up	<color=yellow>¡El pringue aceitoso empeora el daño por Veneno!</color>
log_robot_summon	¡#cy#^tag1^#ec# ensambla otra unidad de #cy#^tag1^#ec# a base de chatarra!
log_shara_creatureheal	¡Ganas #cy#^tag1^#ec# de Salud de las criaturas que #cc#controlas#ec#!
log_shara_maxcreatures	¡#cr#No puedes controlar#ec# a más criaturas! (Máx.: #cy#^tag1^#ec#)
log_shield_absorb_damage_attack	¡<color=#ffc80a>^tag1^</color> golpea a <color=#ffc80a>^tag3^</color> por #co#^tag2^#ec# de daño! (#cc#¡ESCUDO ABSORBIDO!#ec#)
log_shield_absorb_damage_effect	¡<color=#ffc80a>^tag1^</color> golpea a <color=#ffc80a>^tag3^</color> por #co#^tag2^#ec# de daño con su #cy#^tag4^#ec#! (#cc#ESCUDO ABSORBIDO#ec#)
md_items_breakables	#cc#Condición especial#ec#: ¡encuentra más objetos en cosas rompibles!
md_jp_only_campfires	#cc#Condición especial#ec#: ¡gana PO solo en las fogatas de campamento!
md_keepgold_items_relics	#cy#Si ganas#ec#: conserva todo el #cy#oro#ec#, #cg#objetos#ec# y al menos una de las #clr#reliquias#ec# ganadas en la mazmorra.
md_keepgold_relics	#cy#Si ganas#ec#: conserva todo el #cy#oro#ec# y al menos una de las #clr#reliquias#ec# ganadas en la mazmorra.
md_keeprelics	#cy#Si ganas#ec#: conserva al menos una de las #clr#reliquias#ec# ganadas en la mazmorra.
md_king_chaser	#cc#Condición especial#ec#: ¡el #clr#Rey del Misterio#ec# te perseguirá desde el principio!
md_lowmonsteraggro	#cc#Condición especial#ec#: ¡los monstruos son menos agresivos!
md_many_champions	#cc#Condición especial#ec#: ¡menos monstruos, muchos campeones!
md_mini_dreamcaster_explain_text	#cy#MINIURDESUEÑOS#ec#: Las instrucciones de uso son las siguientes.\n\nInsertar #cy#pieza de equipamiento#ec#, #cc#Orbe de ensueño#ec# y #co#oro#ec# en la unidad.\n\nEl equipamiento se mejorará. Si es posible, se añadirá un #co#modificador mágico#ec#.\n\nEl #cy#Miniurdesueños#ec# se #cr#autodestruirá#ec# una vez usado.\n
md_mini_dreamcaster_main_response0	¡Eres una monada! ¿Qué es lo que haces?
md_mini_dreamcaster_main_response1	¡Mejora mi equipamiento!
md_mini_dreamcaster_main_text	#cy#MINIURDESUEÑOS#ec#: #cg#Estado actual: pequeño y operativo.#ec#\n
md_mini_dreamcaster_orbselect_text	#cy#MINIURDESUEÑOS#ec#: Por favor, selecciona qué #cy#Orbe de ensueño#ec# quieres usar. Seleccionar un #cc#Orbe lúcido#ec# u #cg#Orbe de habilidad#ec# concederá el modificador mágico vinculado a ese orbe.\n
md_mini_dreamcaster_upgrade_text	#cy#MINIURDESUEÑOS#ec#: Por favor, selecciona la pieza de equipamiento que quieres mejorar. Todas las mejoras requieren un #cy#Orbe de ensueño#ec#.\n\nPuedes seleccionar el orbe tras elegir la pieza de equipamiento.\n\n#cy#Advertencia: esta unidad Miniurdesueños solo puede usarse una vez. A continuación, se #ec##cr#autodestruirá#ec#.\n
md_monster_powerup	#cc#Condición especial#ec#: los monstruos lucharán entre sí. ¡Si derrotan a otro monstruo, suben de nivel!
md_monsters_respawn	#cc#Condición especial#ec#: ¡los monstruos vuelven a aparecer!
md_more_consumables	#cc#Condición especial#ec#: ¡encuentra muchos más consumibles!
md_nodrops	#cc#Condición especial#ec#: ¡los monstruos no dejan caer objetos o equipamiento!
md_ondefeat_loseprogress	#cy#Si pierdes#ec#: pierdes todo el progreso de la mazmorra.
