abil_skill_summonvoidcrystal_name	召唤虚空水晶
exp_wanderer_dungeon3_desc	#big#黄金蛙的巨大洞穴#endbig#\n\n#cy#层数#ec#：15\n#cy#难度#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_nodrops$^\n^$gettext:md_shopkeepers$^\n\n
exp_wanderer_dungeon3_name	黄金蛙的巨大洞穴
exp_wanderer_dungeon4_desc	#big#守护者废墟#endbig#\n\n#cy#层数#ec#：15\n#cy#难度#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon4_name	守护者废墟
exp_wanderer_dungeon5_desc	#big#王座之间#endbig#\n\n#cy#层数#ec#：12\n#cy#难度#ec#：#cr#^$gettext:difficulty_8$^#ec#\n#cy#初始条件#ec#：带有能力值、装备和技能\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_many_champions$^\n\n
exp_wanderer_dungeon5_name	王座之间
exp_wanderer_dungeon6_desc	#big#试炼之塔#endbig#\n\n#cy#层数#ec#：50\n#cy#难度#ec#：#cr#^$gettext:difficulty_8$^#ec#！\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n这是#cr#最终的挑战#ec#！\n\n
exp_wanderer_dungeon6_name	试炼之塔
exp_wanderer_dungeon7_desc	#big#折麽的狩猎#endbig#\n\n#cy#层数#ec#：15\n#cy#难度#ec#：#cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_king_chaser$^\n\n
exp_wanderer_dungeon7_name	折磨的狩猎
exp_wanderer_dungeon8_desc	#big#混沌工厂#endbig#\n\n#cy#层数#ec#：15\n#cy#难度#ec#：？？？\n#cy#初始状态#ec#：从没有装备、技能和宠物的1级开始，但是获得10个伪装香水。\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monster_powerup$^\n^$gettext:md_monsters_respawn$^\n#cc^$gettext:md_items_breakables$^\n\n
exp_wanderer_dungeon8_name	混沌工厂
exp_wanderer_dungeon9_name	高山坡路
exp_wanderer_dungeonlistbranch	#cy#？？？ 流浪者#ec#：每个故事本身就是一趟旅途。一旦我们开始，直至旅途结束之前，你都#cr#可能无法回到这个世界#ec#。毕竟，无法让人全心投入沉浸的故事又有何意义呢？\n\n进入某些故事时，你将无法携带任何#cy#物品#ec#或#cy#技能#ec#。故事结束时，它们将会返还给你。\n\n如果你成功完成故事，你将可获得该旅途的独特#cy#奖励#ec#，但胜利来之不易。每个故事都是独一无二的。\n\n
exp_wanderer_firstvictory_1	#cy#？？？ 流浪者#ec#：欢迎回来，探索者。\n\n你应该还#cg#挺喜欢#ec#我所说的故事吧？\n\n
exp_wanderer_firstvictory_2	#cy#？？？ 流浪者#ec#：某种意义上来说，#cg#你确实是身临其境#ec#。\n\n你找到的#clr#圣物#ec#不正在你的背包里么？\n\n
exp_wanderer_firstvictory_3	#cy#？？？ 流浪者#ec#：我该怎么解释呢？我诉说的故事就像#cc#湖泊#ec#一般，你在其中#cy#畅泳#ec#。\n\n故事结束时，你从水中起身。离开时，你在湖中掀起阵阵#cy#涟漪#ec#，同时身上亦带了不少湖水回来。\n\n换一种方式来说，你在#clr#故事#ec#中找到的一些东西，可以被#cy#带回这里#ec#。现在你明白了吗？\n\n
exp_wanderer_firstvictory_4	#cy#？？？流浪者#ec#：正如我所料。一直以来，我都在寻找与我志趣相投的人，希望能与他分享这些故事，我仍然有#cy#非常多的故事#ec#要与你分享。\n\n所有旅途都是独一无二的：每一次重新讲述时，旅途都会产生变化，而且每趟旅途都有其独特的#cg#奖励#ec#和#cr#挑战#ec#。\n\n#clr#高山坡路#ec#是最简单的故事。现在，让我来跟你讲讲其他故事吧。\n\n
exp_wanderer_firstvictory_response1	太棒了！简直让我觉得身临其境。
exp_wanderer_firstvictory_response2	是的，但……这怎么可能？！
exp_wanderer_firstvictory_response3	明白了，我还想再多听一个故事！
exp_wanderer_mainbranch	#cy#？？？ 流浪者#ec#：你好，探索者。\n\n你不如过来坐坐，和我一起看看流水吧。\n\n对于世界这块壮丽的挂毯来说，像这样的溪流微不足道。挂毯上的每根线都有其各自的#cy#旅途#ec#，对吧？\n
exp_wanderer_mainbranch_askgods	#co#诸神领域#ec#在哪里？
exp_wanderer_mainbranch_response1	你似乎有过不少冒险经历。
exp_wanderer_mainbranch_response2	给我讲个故事吧！
exp_wanderer_realmofgods_continue_1	#cy#？？？流浪者#ec#：这是我真正的样貌。别害怕。\n\n
exp_wanderer_realmofgods_continue_2	#cy#？？？流浪者#ec#：跟你一样，我也是探索者。离开家后，我在世上流浪了#cy#数千年#ec#。其实我在我族中算是#cy#独特的#ec#。\n\n在#co#诸神领域#ec#居住的其他生物毫不关心你们，或#cg#纷乱深渊#ec#的任何生物。\n
exp_wanderer_realmofgods_continue_3	#cy#？？？流浪者#ec#：没错。他们认为居住在#cg#纷乱深渊#ec#的生物全居于他们之下，不值得关心。他们宁愿#cr#与世隔绝#ec#。\n\n正是出于这个原因，我会告诉你怎样找到我的家园。你已经证明了自己#cg#无可估量#ec#，充满力量、智慧，而又狡猾。\n\n你可以挑战#co#诸神领域#ec#，#cg#赢得胜利#ec#。\n
exp_wanderer_realmofgods_continue_4	#cy#？？？流浪者#ec#：简言之，是的。只有这样，他们才会#cy#相信你的潜力#ec#，重燃对外面世界的兴趣。你所能做到的一定比我能说的还要有效。\n\n一旦我透露了通往我家园的道路，你将#cy#来去自如#ec#。但你可以想象，你的到来将不会受到#cg#款待#ec#。\n\n你可能会与一些你从未面对过、#cr#最强大的生物#ec#进行战斗。\n
exp_wanderer_realmofgods_continue_5	#cy#？？？流浪者#ec#：我就知道你会这么说，探索者。很好！通往#co#诸神领域#ec#的道路即将揭晓。\n\n返回你击败#cc#萨拉#ec#的地方，你会在那里找到入口。\n\n
exp_wanderer_realmofgods_continue_responsebutton_1	你太美了！
exp_wanderer_realmofgods_continue_responsebutton_2	你是指，他们不离开自己的家园吗？
exp_wanderer_realmofgods_continue_responsebutton_3	你想让我和你的同类战斗？！
exp_wanderer_realmofgods_continue_responsebutton_4	我已经付出努力来到这里，相信我也能解决他们！
exp_wanderer_realmofgods_intro_1	#cy#？？？流浪者#ec#：你已亲眼瞥见在纷乱深渊之外的大地了，对吧？\n\n我能#cg#感觉#ec#到。\n
exp_wanderer_realmofgods_intro_2	#cy#？？？流浪者#ec#：我知道。你是一名#cy#探索者#ec#，当探索者到达一个目的地时，他们总是准备好寻找下一个目的地。\n\n最终，你会对所看见的这片大地有更深入的了解，你的冒险将总有一天会继续，你也终将回答自己心中的问题。\n\n但是，#cy#纷乱深渊#ec#的#cg#最后一个秘密#ec#仍未被发现。\n
exp_wanderer_realmofgods_intro_3	#cy#？？？流浪者#ec#：我来自#cg#纷乱深渊#ec#和上方#cy#无尽大地#ec#的边界。这领域很早就存在于世界上了；是谁创造的？我也不知道。\n\n#cr#威武野兽#ec#、#cc#远古鬼灵#ec#及拥有无限力量的#cs#机器人#ec#都居住在那儿。这很难以想象，对吧？所有这些生物和谐共处，把这里称为家园。\n\n我们用#cy#失传的语言#ec#称呼着这片大地。在你的语言中，你可以称它为#co#诸神领域#ec#。\n
exp_wanderer_realmofgods_intro_4	#cy#？？？流浪者#ec#：当然，我会告诉你的。但首先，你必须要有更多了解。我还没有完全坦白……\n\n事实上，我是一个#cc#远古鬼灵#ec#。让我显现给你看。\n
exp_wanderer_realmofgods_intro_responsebutton_1	是的！真是让我叹为观止。我心里有好多问题想问……
exp_wanderer_realmofgods_intro_responsebutton_2	什么样的秘密？真的还有秘密吗？
exp_wanderer_realmofgods_intro_responsebutton_3	我要怎么去那儿？
exp_wanderer_realmofgods_intro_responsebutton_4	！！！
exp_wanderer_selectdungeon_confirm	开始此旅途
exp_wanderer_selectdungeon_no	返回
exp_weaponmaster_statue_name	武器大师的雕像
exp_weaponmaster_statue_text	这是一个精通所有武器和战斗技巧的#cy#强大武士#ec#的雕像。\n\n这里有一个仁善的光环弥漫着#cc#原能#ec#，好像他想把#cg#他知识的碎片#ec#传授给我。\n\n我应该在这里冥想吗？\n
glitterskin_status_desc	Melee attackers will be blinded, losing ^number1^ Accuracy for ^number2^ turns
intro_dualwielder	羽毛笔和墨水是所有故事的精髓。\n一笔一划，或遒劲或飘逸，\n我的艺术与我的道路浑然一体。\n今天就如一块空白的画布。
item_armor_heavyarmor5_desc	这套盔甲实在是太……精细了。被擦的如此的闪耀。很明显它还没经历过任何战斗，它恐怕只能在一些特殊的场合穿吧。
item_armor_heavyarmor5_name	礼仪铠甲
item_armor_lightarmor5_desc	穿上这件披风后，我仿佛感觉到一个守卫在留心着我的每一步。每当我要摔倒时，它会及时帮我平衡身体。谁能想到会有如此牢固而又轻盈的披风？
item_armor_lightarmor5_name	神秘披风
item_armor_mediumarmor5_desc	这些秘银环如此闪耀，就像我穿着一件闪闪发光的裙子一样！但是和绝大多数裙子不同的是，它能保护我。真棒！
item_armor_mediumarmor5_name	秘银锁甲
item_armor_shield6_desc	我记得我曾经从一本书上看到过一次这种盾徽的图。它来自一个神话中的国家，长者告诉我这仅仅是一个传说。即使是这样，我还是相信它是真实存在的！
item_armor_shield6_name	皇家盾牌
item_bomb_confusetraps_desc	我听说曾经有一些这样的盒子在围栏附近被打卡，结果花了杰西一整天时间去抓捕怪兽。
item_bomb_confusetraps_effectdesc	放置一个当怪物踩上去会散发出令其迷失方向的陷阱！陷阱会持续^number1^回合，会使怪物混乱^number2^回合。
item_bomb_confusetraps_name	混乱陷阱
item_item_gem8_desc	不知道为什么，这玩意在溪石非常受欢迎。它既不坚硬，又不像金子一样闪闪发光，它很重！
item_item_gem9_desc	这是纷乱深渊中最坚硬的宝石。如果不是他们如此稀有和值钱，我一定用它们像石头一样砸向当在我路上的怪物。
item_weapon_2hsword6_desc	即使经验再丰富的士兵在这把剑的面前也会被突破防线。我需要变得更勇敢这样才能不负这把剑的传奇。
item_weapon_2hsword6_name	巴斯特之剑
item_weapon_axe6_desc	我想了一下，难道能用黄金做的武器来购买东西吗？是多富有的人才会做出这样的东西？我下次要去问问猫娘。
item_weapon_axe6_name	奥勒斧
item_weapon_bow6_desc	当我拿着这把弓瞄准时，我能感受到一股仁善的气息在引导着我。即使我在发射致命的射弹，这依然令人感到舒适。
item_weapon_bow6_name	天使之弓
item_weapon_claw6_desc	这究竟是是多么巨大的一个怪物才能拥有一个这样大的尖牙！我不希望看到这个怪物，我更不希望看到把这个怪物的牙齿弄下来的人。
item_weapon_claw6_name	原始之牙
item_weapon_dagger6_desc	我从未想过我会习惯于被自己武器窥视的感觉。特别是每当我攻击未命中时，这种感觉愈发强烈。
item_weapon_dagger6_name	噩梦长钉
item_weapon_mace6_desc	这是真是一个残暴的东西，不需要任何技巧来使用它。见到一个这样的武器心中只有一个句话“粉碎一切！”
item_weapon_mace6_name	法兰粉碎者
item_weapon_spear6_desc	简单地把一块红布绑在矛上竟然能让它看起来如此时尚。但我想知道探险者用它战斗的时候，会有多少次因为不小心踩到它而被绊倒。
item_weapon_spear6_name	戟
item_weapon_staff6_desc	自从我拿到这个长杖以来，我所有的睡梦都变得更舒适，我醒来后也会感到神清气爽。它就像一盏能安抚我灵魂的明灯。
item_weapon_staff6_name	泛光杖
item_weapon_sword0_desc	墨水是书法家生命的命脉，羊皮纸上的每一个标记都是他生命的延伸。我努力地去了解、学习，现在是时候让我把自己书写在历史的绘卷中。
item_weapon_sword0_name	研学之笔
item_weapon_sword6_desc	我始终对这把剑的轻盈和平衡感到敬畏。拿着这把剑就像拿着一个梦，一个能将怪物从它们站的位置劈开的梦。
item_weapon_sword6_name	神圣之剑
lightningdebuff30_name	电属性易伤
log_bankrelic	你放下了圣物：^tag1^。\n\n若你取得胜利，它将出现在#cy#银行#ec#里！\n\n
log_error_know_skill	你#cr#已经学会了#ec#那个技能了！
log_keeprelic	你保留了圣物：^tag1^。\n\n它将在旅途结束时消失。\n\n
log_mon_terrain_power	#cy#^tag2^#ec#环境下的#cy#^tag1^#ec#变得#cg#更加强大了#ec#！
log_monster_died_shara	^tag1^被打败了！获得了<color=#40b843>^tag2^</color>点职业点数和<color=yellow>^tag3^</color>枚金币！
log_oilslick_poison_damage_up	<color=yellow>浮油会造成毒属性伤害！</color>
log_robot_summon	#cy#^tag1^#ec#用破铜烂铁组装出另一个#cy#^tag1^#ec#！
log_shara_creatureheal	你能从你所#cc#操控的#ec#生物获得#cy#^tag1^#ec#生命！
log_shara_maxcreatures	你#cr#无法再控制#ec#任何生物（最大值：#cy#^tag1^#ec#）
log_shield_absorb_damage_attack	<color=#ffc80a>^tag1^</color>对<color=#ffc80a>^tag3^</color>造成了#co#^tag2^#ec#伤害！（#cc#护盾吸收！#ec#）
log_shield_absorb_damage_effect	<color=#ffc80a>^tag1^</color>通过#cy#^tag4^#ec#对<color=#ffc80a>^tag3^</color>造成了#co#^tag2^#ec#伤害！（#cc#护盾吸收！#ec#）
md_items_breakables	#cc#特殊状况#ec#：从可破坏物体中获得的物品增加！
md_jp_only_campfires	#cc#特殊状况#ec#：只能在篝火处获得职业点数！
md_keepgold_items_relics	#cy#成功后#ec#：保留所有#cy#金币#ec#、#cg#物品#ec#和至少一件地下城中获得的#clr#遗物#ec#。
md_keepgold_relics	#cy#成功后#ec#：保留所有#cy#金币#ec#、#cg#物品#ec#和至少一件地下城中获得的#clr#遗物#ec#。
md_keeprelics	#cy#成功后#ec#：保留至少一件地下城中获得的#clr#遗物#ec#。
md_king_chaser	#cc#特殊状况#ec#：#clr#神秘的王#ec#会从一开始就来追捕你！
md_lowmonsteraggro	#cc#特殊状况#ec#：怪物们会更加温和！
md_many_champions	#cc#特殊状况#ec#：普通怪变少，精英怪变多！
md_mini_dreamcaster_explain_text	#cy#迷你梦境仪#ec#：使用说明如下。\n\n插入#cy#装备#ec#、#cc#梦幻宝珠#ec#，以及#co#金币#ec#到单位中。\n\n装备将会升级。如有可能，可以添加一个额外的#co#魔法改造符#ec#。\n\n#cy#迷你梦境仪#ec#一经使用后#cr#便#ec#自毁。\n
md_mini_dreamcaster_main_response0	你真可爱！你有什么用处？
md_mini_dreamcaster_main_response1	升级我的防具！
md_mini_dreamcaster_main_text	#cy#迷你梦境仪#ec#：#cg#当前状态：小巧又可运行。#ec#\n
md_mini_dreamcaster_orbselect_text	#cy#迷你梦境仪#ec#：请选择要使用的#cy#梦幻宝珠#ec#。选择#cc#透明宝珠#ec#或#cg#技能宝珠#ec#将赋予你附在该宝珠上的魔法改造符。\n
md_mini_dreamcaster_upgrade_text	#cy#迷你梦境仪#ec#：请选择装备升级。所有升级需要一个#cy#梦幻宝珠#ec#。\n\n你可以在选择装备后选择宝珠。\n\n#cy#警告：迷你梦境仪单位可能只能使用一次。随后#ec##cr#它会自毁#ec#。\n
md_monster_powerup	#cc#特殊状况#ec#：怪物们会互相攻击。在它们击杀了其他怪物后，它们会升级！
md_monsters_respawn	#cc#特殊状况#ec#：怪物会复活！
md_more_consumables	#cc#特殊状况#ec#：消耗品出现概率上升！
md_nodrops	#cc#特殊状况#ec#：怪物不会掉落物品和装备！
md_ondefeat_loseprogress	#cy#失败后#ec#：失去该地下城获得的一切
md_randomshop_intro_txt	#cy#^$npcname:current$^:#ec#你好！有兴趣看一眼这些#cc#好东西#ec#吗？食物、武器、盔甲或者一些小玩意儿，只要你能说出名字的，我这都有\n
md_shopkeepers	#cc#特殊状况#ec#：商人会在每层楼出现！
md_startwithnothing	#cy#初始条件#ec#：从没有装备、技能、宠物和背包的1级开始
misc_scaryface	恐怖的脸！
misc_shape_flexrect	Rectangle
misc_shape_semicircle	半圆
mm_dualwielderemblem_tier0_biography_desc	拾取你的战斗传记可获得^number1^闪避率，持续^number2^回合
mm_dualwielderemblem_tier0_dualwield_desc	双持武器时，基础攻击造成^number1^伤害
mm_dualwielderemblem_tier1_glide_desc	使用滑行时，可获得一个笔划
mm_dualwielderemblem_tier1_shadow_desc	暗属性伤害能穿透^number1^敌人抗性
mm_dualwielderemblem_tier2_brush_desc	移动时，有^number1^几率获得一个笔划
mm_dualwielderemblem_tier2_dodge_desc	闪避时，所有技能冷却时间减少^number1^回合。
mm_elemental_bolt_desc	元素怒火
mm_elemental_bolt_name	使用伤害性元素技能时：有^number1^几率对随机敌人造成与上次技能相同属性的^number2^精神力伤害。
mm_elemental_bolt2_name	元素箭
modedescription_adventure_shara	<color=#40b843>冒险模式</color>\n如果你的生命值为0，你将<color=#40b843>返回萨拉营地</color>。\n你将损失一半的金钱和未使用的职业点数。\n推荐<color=#40b843>地牢探索类游戏新手</color>选择。\n\n
modedescription_heroic_shara	\n<color=#ffc80a>英雄模式</color>\n如果你的生命值为0，游戏将会结束（<color=red>永久死亡</color>）。\n<color=#ffc80a>极具挑战性</color>，但这是<color=yellow>体验“萨拉的故事”的最佳方式</color>！\n\n
mon_voidcrystal_name	虚空水晶
monster_attr_liveinwater	水生型
mysteryking_chaser_powerup_txt	正追逐你的#clr#~ 神秘的王 ~#ec#释放出它所有的力量！\n\n准备面对#cy#真正的战斗#ec#……
npc_jumpintoriver_name	去溪石营地的水路
obj_holyfire_name	天国之焰
relic_flavor_no_owner	神秘的英雄
relic_option_goback	再次查看#cy#原有物品#ec#
relic_option_keep	在此旅途中保留圣物。旅途结束时圣物将#cr#消失#ec#。
relic_option_wait	成功完成旅途#cy#后#ec#可获得圣物。圣物等级与你进入旅途前的等级#cg#成正比#ec#。
relic_tutorial_text	#clr#圣物#ec#是随机生成的强大装备，各拥有其独特效果。它们甚至可能比#co#传奇#ec#和#cg#套装#ec#道具更强大！#clr#圣物#ec#只能通过在#cy#流浪者旅途#ec#中发现以获取。\n\n在#clr#旅途#ec#中打败最终头目#cy#神秘的王#ec#，保证能找到一个#clr#圣物#ec#。不过，你有时候也能在地下城的其他地方找到圣物。\n\n
relic_tutorial_text2	若是在遇到头目前发现#clr#圣物#ec#，你可以选择：在余下的#cy#旅途#ec#中使用#clr#圣物#ec#（但这会使圣物在旅途结束后#cr#消失#ec#），或在取得胜利后领取其作为#cg#奖励#ec#。\n\n如果你选择#cy#奖励#ec#，圣物等级将与你在旅途外的等级和该旅途的难度成正比。\n\n谨慎地作出选择！在地下城中你可能需要#clr#圣物#ec#的力量，但这样一来，在旅途结束后你将#cr#无法保留#ec#该圣物。如果你选择奖励，就只有取得#cg#胜利#ec#后才能获得圣物。\n\n
shadowdebuff30_name	暗属性易伤
shara_ability_update_text	你的#cc#目标#ec#完成了！#cy#^$sharamode:prevdominatename$^#ec#升级成了#cc#^$sharamode:dominatename$^#ec#。\n\n^$sharamode:dominatedesc$^\n\n
shara_ability_update_text_addendum	<size=46>精通支配！</size>\n\n现在你的#cc#支配#ec#技能将使处于你控制下的所有生物#cr#持续失去生命值#ec#，而不再逐渐恢复你的生命值。\n\n每当你#cy#打败#ec#一只#cc#受支配的#ec#重要怪物时，可恢复#cg#15%#ec#的最大生命值、体力和能量！\n\n
shara_stat_boost_counter	（购买数量： ^tag1^)）
skill_expmon_absorbpowerups_name	增益物品吸收
skill_expmon_adhesivetongue_name	黏腻舌头
skill_expmon_batterup_name	击球员就位！
skill_expmon_boulder_slam	湿地粉碎
skill_expmon_burstgas	剧毒爆发
skill_expmon_burstgas_name	毒爆
skill_expmon_cannonstunner_name	加农美人
skill_expmon_cubeslimesummonreaction_name	方型史莱姆分身
skill_expmon_divinepower_name	天国光环
skill_expmon_eatweapon_name	武器吞噬
skill_expmon_fireball_name	火焰箭
skill_expmon_fly2_name	翱翔
skill_expmon_glitterskin_name	闪光皮肤
skill_expmon_healovertime_name	再生
skill_expmon_holystorm_name	神圣风暴
skill_expmon_icepotion_name	霜冻药剂
skill_expmon_megabolt_name	雷霆一击
skill_expmon_mudfighter_name	泥巴战士
skill_expmon_multibite_name	啃噬风暴
skill_expmon_passive_dodge25	灵活闪避
skill_expmon_passive_dodge25_name	闪避率上升
skill_expmon_passivescare_name	恐怖的脸
skill_expmon_resilient_name	坚韧
skill_expmon_slimehex_name	终极诅咒
skill_expmon_staffcharge_name	当头棒喝
skill_expmon_stagrush_name	雄鹿冲击
skill_expmon_statusresist50_name	异常抗性
skill_expmon_stealandeatfood_name	大快朵颐
skill_expmon_stickyshot_name	黏腻射击
skill_expmon_transferhealth_name	生命值转移
skill_expmon_waterfighter_name	水的战士
skill_expmon_wingslash_name	翼斩
skill_noroot_nostun_name	眩晕抵抗
skill_playerglitterskin_desc	Surrounds you and your allies with glittering skin for ^number1^ turns! Striking the Glitterskin in melee range will blind attackers.
skill_playerglitterskin_edesc	Blinded attackers lose ^number2^ Accuracy for ^number3^ turns
skill_playerspinblade_desc	Creates four spinning blades that move away from you and cause damage each turn. Briefly increases your Parry chance.
skill_playerspinblade_edesc	Blades deal ^number1^ of Weapon Damage as Physical. Parry chance is increased by ^number2^ for ^number3^ turns.
skill_playerspitice_desc	Spit a shard of ice at a monster, dealing more damage the further away you are. Briefly raises your Spirit Power.
skill_playerspitice_edesc	Damage: ^number1^ of Spirit Power as Water. Deals ^number2^ extra damage for each tile between you and the target. Raises your Spirit Power by ^number3^ for ^number4^ turns.
skill_summonvoidcrystal_desc	召唤一个在消失前能长距离攻击两次的虚空水晶。
skill_summonvoidcrystal_extradesc	根据你的等级，一次可能召唤多个虚空水晶。
skill_xp_bladefroghop_name	布雷德跳
tutorial_exp_campfire_text	在#cc#萨拉的战役#ec#中，你每#cc#三层#ec#就能找到一个#cy#篝火#ec#。这是回复、学习新#cc#能力#ec#和购买#cy#道具#ec#的机会。\n\n在这些短暂的休息机会中规划好你的冒险吧！\n\n
tutorial_exp_sharamode_maxcreatures_text	萨拉的#cc#^$getstring:sharaabilityname$^#ec#技能一次只能控制#cy#limited number#ec#个生物。如果你已经控制了#cy#^$getstring:sharamaxcreatures$^#ec#个生物，你将不能再魅惑一个新的。\n\n然而，这项技能会随着故事的推动不断#cc#升级#ec#！在经历了主要的故事事件后，别忘记来看技能是否升级。\n\n
tutorial_exp_sharamode_part1_text	欢迎来到#cc#萨拉的战役#ec#。在这个游戏中，你将以全新的视角来体验#cg#纷乱深渊#ec#的故事，来获得一段不一样的游戏体验。如果你还未打通过主线游戏的#cy#第三个头目怪物#ec#，我们推荐你先去打通它！\n\n在这个模式中，你将不再拥有#cg#治疗瓶#ec#。作为替代，你在踏入喷泉时会回复你的状态。同样，你无法再访问#cy#溪石营地#ec#，你的#cy#传送#ec#只能用于快速旅行。\n\n这意味着，这里没有梦境仪、魔法树林和围栏……\n
tutorial_exp_sharamode_part2_text	萨拉不能获得#cy#经验#ec#，也不能用#cg#职业点数#ec#来学习技能。作为替代，你可以在技能页面用#cg#职业点数#ec#来购买永久性的状态强化，强化的费用每次都会增加。\n\n现在有两种学习技能的方法。你可以通过打开#cy#潘多拉魔盒#ec#来学习其他职业的技能，你可以从随机出现的两个技能中选择一个。\n\n你也可以在篝火休息时学习一个独特的#cc#萨拉#ec#专属技能！谨慎地作出你的每次选择，他们#cy#在每次游戏中都会不一样#ec#。\n\n
tutorial_exp_sharamode_wanderingmon_text	随着#cy#萨拉#ec#的力量不断增长和名气变大，#cg#纷乱深渊#ec#的生物会避开他！当你在#cy#任何一层#ec#展示了强大的力量并击败了足够多的怪物后，那里将#cr#不会出现#ec#新的怪物了。\n\n
wanderer_intro_1	#cy#？？？流浪者#ec#：噢，没错没错。但我只不过是随#cc#波#ec#逐流。\n\n你就不一样了……你懂得#cy#开拓属于自己的道路#ec#。比起漫无目的地四处漂泊，你宁愿逆流而行。\n\n我说的没错吧？\n
wanderer_intro_2	#cy#？？？流浪者#ec#：像我一样古老的灵魂已经看遍沧海桑田。我能告诉你这片大地的很多故事，#cg#远早于纷乱深渊的故事#ec#。\n\n但你必须全身心沉浸在故事中！\n\n在你的心灵随旅途荡漾时，你的身体也可随之而行。迎接新的体验吧，无尽的#cc#探索之海#ec#正在前方等着你。\n
wanderer_intro_3	#cy#？？？流浪者#ec#：我所能告诉你的就只有故事，探索者。如果你准备好#cy#开阔眼界#ec#，我会告诉你一个故事。\n\n如果你有所怀疑，你就不能做到#cy#真正的全身心沉浸#ec#，那我就无法带你进入这趟旅途了。\n\n在这当中，你可能甚至会发现自己没有任何#cg#装备、技能、宠物或道具#ec#。你准备好#cy#听我的故事了吗#ec#？\n
wanderer_intro_4	#cy#？？？流浪者#ec#：啊，你来了！在我的故事里你#cy#陷入了恍惚#ec#。对于全身心#cy#沉浸#ec#在一个好故事中的人来说，这并不稀奇。\n\n由于我们还没结束，我们会重新再来一遍。当然，细节#cy#每次都在变化#ec#，所以永远不可能有完全准备好的情况。\n\n你准备好了吗？\n
wanderer_intro_5	#cy#？？？流浪者#ec#：很好！我会告诉你#clr#高山坡路#ec#的故事。\n\n你会发现自己处在一场美妙旅途的开端，#cy#充满你从未见过的生物#ec#。价值不菲的#clr#圣物#ec#坐落在力量高峰，萦绕着呼啸狂风。\n\n就是那。闭上眼睛，#cg#听我的话#ec#……\n\n
wanderer_intro_response1	作为一名渔夫，你很有智慧。
wanderer_intro_response2	你曾到过在纷乱深渊之外的大地？！那里有着什么？
wanderer_intro_response3	等等，我还有别的事情要做。
wanderer_intro_response4	我准备好了。请告诉我！
waterdebuff30_name	水属性易伤
xp_obj_staticparalyzer_name	电能
exp1_obj_dominator_head_name	战利勋章
