abil_skill_summonvoidcrystal_name	Leerenkristall beschwören
exp_sharafinalboss_phase2end_1	REGENERATIONSZYKLUS ABGESCHLOSSEN. BETRIEBSSTATUS: #cg#KOMPLETT WIEDERHERGESTELLT#ec#.\n\n
exp_sharaforest_levelname	Wald der Träume
exp_sharamode_tips0	Wenn du bei voller #cr#Gesundheit#ec# bist, füllen #cc#Zauberbrunnen#ec# stattdessen deinen #cc#Energieschild#ec# auf und setzen seine Abklingzeit zurück.
exp_sharamode_tips1	Shara hat #cy#JP ausgegeben#ec# und dadurch eine neue Stufe erreicht. Dadurch werden ihr Waffenschaden und ihre Geisteskraft erhöht.
exp_sharamode_tips2	Shara erhält jedes Mal #cr#Gesundheit#ec#, wenn sie einen #cy#Kernwert#ec# mit JP aufwertet.
exp_sharamode_tips3	Lerne neue Fähigkeiten, indem du #cy#Büchsen der Pandora#ec# öffnest oder dich an einem #cy#Lagerfeuer#ec# ausruhst.
exp_sharamode_tips4	Die Auswahl an Fähigkeiten wird jedes Mal zufällig gewählt, also #cy#treffe deine Wahl mit Bedacht#ec#.
exp_sharamode_tips5	Es gibt viele #cg#Seitenbereiche#ec# zu entdecken, und um sie zu finden, brauchst du keine #cg#Gerüchte#ec#.
exp_sharamode_tips6	Shara kann Fähigkeiten aus der #cy#Fähigkeitenliste#ec# verwenden und #cy#Hotbars#ec# ganz nach Wunsch organisieren, sogar in gefährlichen Bereichen.
exp_sharamode_tips7	Findest du ein #cy#Lagerfeuer#ec#, so ist der nächste Händler nicht weit.
exp_sharamode_tips8	#cy#Büchsen der Pandora#ec# enthalten in #cc#Sharas Geschichte#ec# immer einen mächtigen Ausrüstungsgegenstand!
exp_sharapower_learned_txt	#cc#Shara#ec# kann ihre Fähigkeiten uneingeschränkter nutzen als #cy#Mirai#ec#! Du kannst Fähigkeiten aus der #cy#Fähigkeitenliste#ec# nutzen, ohne sie einer Hotbar zuzuweisen.\n\nAußerdem kannst du Fähigkeiten #cy#auf und von#ec# Hotbars bewegen, sogar in einem gefährlichen Bereich. Das gleiche gilt für das Ausrüsten und Ablegen #cg#passiver Fähigkeiten#ec#.\n\n
exp_skill_axeiaijutsu_name	Beilsturm
exp_skill_banish_description	Du besiegst unverzüglich jede Gefahr und jedes beschworene Nicht-Champion-Monster.
exp_skill_banish_displayname	Verbannung
exp_skill_boostdiscipline_desc	Erhöht max. Disziplin um ^number1^.
exp_skill_boostdiscipline_name	+Disziplin
exp_skill_boostguile_desc	Erhöht max. List um ^number1^.
exp_skill_boostguile_name	+List
exp_skill_boosthealth_desc	Erhöht max. Gesundheit um ^number1^.
exp_skill_boosthealth_name	+Gesundheit
exp_skill_boostspirit_desc	Erhöht max. Gemüt um ^number1^.
exp_skill_boostspirit_name	+Gemüt
exp_skill_booststrength_desc	Erhöht max. Stärke um ^number1^.
exp_skill_booststrength_name	+Stärke
exp_skill_boostswiftness_desc	Erhöht max. Tempo um ^number1^.
exp_skill_boostswiftness_name	+Tempo
exp_skill_chakrashift_desc	Absorbiert und entfernt deine eigenen temporären Status-Buffs, doch erhöht Schaden für jeden entfernten Buff für ^number2^ Zg. um ^number1^
exp_skill_chakrashift_name	Chakraverschiebung
exp_skill_charisma_desc	^number1^ Chance, dass du Nicht-Champion-Monster der Banditenklasse ^$sharamode:dominateverb$^ könntest, wenn sie dich angreifen.
exp_skill_charisma_name	Charisma
exp_skill_cleanup_desc	Du kannst ein gefährliches Feld, wie einen Eisblock, Feuer oder eine Säurelache, sofort beseitigen.
exp_skill_cleanup_name	Putzfimmel
exp_skill_collectivestrength_desc	Grundangriffe fügen pro von dir dominiertem Monster ^number1^ Schaden zu (max :^number2^).
exp_skill_collectivestrength_name	Teamwork
exp_skill_combatbiography_desc	Verewigt deine Abenteuer in einer mystischen Biografie, die alle Pinselstriche verbraucht und das Buch in deine Nähe beschwört. Hebst du das Buch auf, so erhältst du alle unverbrauchten Pinselstriche plus ^number1^ zurück, und alle Kalligrafin-Fähigkeiten werden kurzfristig verstärkt.
exp_skill_combatbiography_extradesc	Es kann immer nur eine Biografie existieren. Beschwörung hält ^number2^ Zg. an. Sobald es aufgehoben wird, erhalten Kalligrafin-Fähigkeiten ^number4^ Zg. lang ^number3^ Schaden.
exp_skill_combatbiography_name	Kampf-Biografie
exp_skill_combatbiography_shortdesc	Beschwöre ein mystisches Buch, das alle Pinselstriche enthält, auf ein Feld in der Nähe.
exp_skill_commandingpresence_description	(Passiv) Für jedes Monster, das du bereits kontrollierst, stehen die Chancen bei ^number1^, dass du Monster mit deinen Grundangriffen ^$sharamode:dominateverb$^ könntest.
exp_skill_commandingpresence_extradesc	Die max. Chance, dass du mit einem Angriff ^$sharamode:dominateverb$^ könntest, liegt bei ^number2^.
exp_skill_commandingpresence_name	Herrschende Präsenz
exp_skill_createrandomrock_name	Schuttschieber
exp_skill_dangermagnet_desc	Du bist richtig gut darin geworden, dich in Schwierigkeiten zu bringen, was die Chance auf herumstreichende Monster um ^number1^ erhöht.
exp_skill_dangermagnet_name	Gefahrenmagnet
exp_skill_dominate_description	^$sharamode:dominatedesc$^
exp_skill_dominate_displayname	^$sharamode:dominatename$^
exp_skill_dominate_extradesc	^$sharamode:dominateedesc$^
exp_skill_elemabsorb_name	Elementare Barrikade
exp_skill_eshieldpower_desc	(Passiv) Durch die Energie, die freigesetzt wird, wenn ein Energieschild zerfällt, erhältst du so lange ^number1^ Schaden, bis du einen neuen Energieschild beschwören kannst.
exp_skill_eshieldpower_name	Rache
exp_skill_essencestorm_desc	Erzeuge ^number1^ Orb(en) aus der mächtigen Energie deiner Lebenskraft, und feuere mit jedem Zug einen Orben ab, wenn ein Monster in der Nähe ist.
exp_skill_essencestorm_extradesc	Schaden: ^number2^ der Geisteskraft als physisch pro Orb. Trifft bis zu ^number3^ Felder entfernte Gegner.
exp_skill_essencestorm_name	Essenzsturm
exp_skill_expmon_overdrive_name	Übersteuerung
exp_skill_expmon_photonbreath_name	Photonenhauch
exp_skill_expmon_randomphoton_name	Photonensturm
exp_skill_expmon_shielding_name	Energieschild
exp_skill_expmon_summoncannondrones_name	Drohnen-Berufung
exp_skill_flowshield_description	Erzeuge aus deiner Lebensessenz einen Schild, der jeglichen Schaden absorbiert. Schildgesundheit beträgt ^number1^ deiner max. Gesundheit.
exp_skill_flowshield_displayname	Essenzschild
exp_skill_flowshield_extradesc	Abklingzeit nimmt nicht ab, bis der Schild zerstört wurde.
exp_skill_forbiddance_desc	Vebrauche alle Pinselstriche, um mächtige magische Runen auf die Felder vor dir zu schreiben. Gegner, die auf diese Runen treten, werden versiegelt und angewurzelt.
exp_skill_forbiddance_extradesc	Jeder verwendete Pinselstrich erzeugt eine Rune, welche ^number1^ Zg. anhält. Der Versiegelungs- und Anwurzeleffekt hält ^number2^ Zg. an.
exp_skill_forbiddance_name	Einhalt
exp_skill_glide_desc	Setze zu einem galanten Sprung an und lande ^number1^ Felder weiter.
exp_skill_glide_extradesc	Für die Fähigkeit gibt es nur bei jeder zweiten Anwendung eine Abklingzeit.
exp_skill_glide_name	Gleitflug
exp_skill_improveddominate_description	(Passiv) ^$sharamode:dominatename$^ kann Monster nun bei ^number1^ oder weniger Gesundheit betören.
exp_skill_improveddominate_name	Verbesserter Einfluss
exp_skill_inkcollector_desc	Jedes Mal, wenn du gegen ein banales (oder stärkeres) Monster kämpfst und gewinnst, seinem Angriff ausweichst oder einen kritischen Treffer landest, sammelst du einen Pinselstrich.
exp_skill_inkcollector_name	Tintensammler
exp_skill_inkstorm_desc	Verwende alle Pinselstriche, um Gegner in der Nähe wild und willkürlich anzugreifen.
exp_skill_inkstorm_extradesc	Schaden: ^number1^ der Waffenstärke. Fügt jedem gesammelten Pinselstrich einen zusätzlichen Angriff hinzu. Wiederholte Angriffe auf dasselbe Ziel fügen ^number2^ Schaden zu. Erzeugt keine Pinselstriche.
exp_skill_inkstorm_name	Tintensturm
exp_skill_lightningflash_desc	Sprinte im Nu zum Zielfeld und elektrisiere bei Ankunft alle umliegenden Felder.
exp_skill_lightningflash_extradesc	Elektrisierte Felder paralysieren darauf tretende Monster für ^number1^ Zg.
exp_skill_lightningflash_name	Blitzsprint
exp_skill_lightningscroll_desc	Sendet einen geradlinigen Blitz aus, der Schaden anrichtet und nachklingende elektrische Funken hervorruft.
exp_skill_lightningscroll_extradesc	Schaden: ^number1^ der Waffenstärke und ^number2^ der Geisteskraft als Blitz. Funken gewähren dir eine Krit-Chance von ^number3^, können gestapelt werden und werden bei deinem nächsten Angriff automatisch eingesetzt.
exp_skill_lightningscroll_name	Schriftrolle der Blitzeskraft
exp_skill_menagerie_desc	Für jeden Gefährten oder berufenes Wesen, das du kontrollierst, erhalten selbige ^number1^ Schaden.
exp_skill_menagerie_name	Menagerie
exp_skill_monstertoss_desc	Hebe ein Monster aus der Nähe hoch und wirf es auf ein anderes Monster!
exp_skill_monstertoss_extradesc	Schaden für beide Monster: ^number1^ der momentanen Gesundheit des geworfenen Monsters.
exp_skill_monstertoss_name	Monsterball
exp_skill_museofmelee_desc	Deine einfachen Nahangriffe fügen mit einer Wahrscheinlichkeit von ^number1^ für ^number3^ Zg. ^number2^ Empfindlichkeit gegen Wasser, Blitz oder Schatten zu. Kämpfst du mit zwei Waffen gleichzeitig, so kann jeder Angriff diesen Effekt auslösen.
exp_skill_museofmelee_name	Nahkampfmuse
exp_skill_necessarysacrifice_desc	Wenn du eine betörte Kreatur besiegst, stellst du ^number1^ der max. Ausdauer und Energie wiederher.
exp_skill_necessarysacrifice_name	Auffrischung
exp_skill_phasechange_desc	Tausche mit einem beliebigen Monster den Platz und verwirre es dabei!
exp_skill_phasechange_extradesc	Verwirrung hält ^number1^ Zg. lang an.
exp_skill_phasechange_name	Platztausch
exp_skill_phasmashield_description	Beschwört einen Ring aus tödlicher Phasma-Energie, der jedes Feld um dich herum umzingelt. Monster nehmen Schaden, wenn sie den Ring berühren.
exp_skill_phasmashield_extradesc	Schaden pro Zug: ^number1^ der Geisteskraft und ^number2^ der Waffenstärke als Feuer.
exp_skill_phasmashield_name	Phasmaring
exp_skill_precisefinish_desc	Ein Angriff, der nicht so kräftig ist, aber dafür mehr Belohnungen bringt, wenn der Gegner damit erledigt wird.
exp_skill_precisefinish_extradesc	Schaden: ^number1^ der Waffenstärke. Monster bringen ^number2^ bessere Belohnungen, wenn sie mit diesem Angriff besiegt werden.
exp_skill_precisefinish_name	Lohnendes Ende
exp_skill_relichunter_desc	Unschätzbare Artefakte erfüllen dich mit zeitlosen Kräften! Für jedes ausgerüstete legendäre Set sowie jedes Relikt- oder Ausrüstungsset erhältst du ^number1^ Schaden und Widerstand.
exp_skill_relichunter_name	Reliktjäger
exp_skill_retort_desc	Du weichst dem nächsten physischen Angriff mit Leichtigkeit aus und versiegelst den Angreifer.
exp_skill_retort_extradesc	Der Ausweichbonus hält ^number1^ Zg. an, oder bis du angegriffen wirst. Angreifer wird für ^number2^ Zg. versiegelt.
exp_skill_retort_name	Retorte
exp_skill_rockcircle_name	Eingrabung
exp_skill_scholar_desc	Dein Streben nach Wissen kennt kein Ende und bringt dir ^number1^ JP ein.
exp_skill_scholar_name	Gelehrte
exp_skill_shadowscroll_desc	Sprengt einen Bereich mit einer entsetzlichen Schattenexplosion, die Schaden anrichtet und Schattenorben hinterlässt.
exp_skill_shadowscroll_extradesc	Schaden: ^number1^ der Waffenstärke und ^number2^ der Geisteskraft als Schatten. Fügt bei betroffenen Gegnern eine stapelbare Schattenempfindlichkeit hinzu. Schattenorben gewähren einen kurzzeitigen stapelbaren Bonus von ^number3^ für einfache Nahangriffe.
exp_skill_shadowscroll_name	Schriftrolle der Schattenkraft
exp_skill_shockwave_description	Beschwört eine sich ausbreitende Blitzwelle, die Feinde in einem stetig wachsenden Kreis angreift.
exp_skill_shockwave_extradesc	Schaden: ^number1^ der Geisteskraft als Blitz.
exp_skill_shockwave_name	Schockwelle
exp_skill_sludgespread_name	Breitschlamm
exp_skill_subtletap_desc	Nahangriff, der nicht stark genug ist, um einen Gegner zu besiegen.
exp_skill_subtletap_extradesc	Schaden: ^number1^ der Waffenstärke. Dieser Angriff bringt Monster nicht auf unter 1 Gesundheit.
exp_skill_subtletap_name	Sachter Schlag
exp_skill_summontoxicslime_name	Giftschleim-Berufung
exp_skill_treasuretracker_desc	Mit deinem scharfen Gespür für versteckte Schätze erscheinen ^number1^ aller Power-ups stattdessen als Goldhaufen.
exp_skill_treasuretracker_name	Schatzfinder
exp_skill_truehover_description	(Passiv) Die Beherrschung deiner Schwebekräfte reduziert bodenbasierten Schaden um ^number1^.
exp_skill_truehover_name	Schwebeflug
exp_skill_vanishingdodge_desc	Fällt deine Gesundheit auf ^number1^ oder weniger, wirst du in unsichtbare Tinte gehüllt, die deine Ausweichchance um ^number2^ erhöht.
exp_skill_vanishingdodge_name	Schwindtinte
exp_skill_venomancerpoison_name	Giftwaffe
exp_skill_voidbolt_description	Feuere eine konzentrierte Ladung Leerenenergie auf einen Gegner ab, die ihm Schaden zufügt und mit jedem Zug die Lebenskraft absaugt.
exp_skill_voidbolt_displayname	Leerenblitz
exp_skill_voidbolt_extradesc	Schaden: ^number1^ der Waffenstärke als physisch. Fügt je nach fehlender Gesundheit bis zu ^number2^ mehr Schaden zu. Verwundete Gegner verlieren pro Zug ^number4^ Zg. lang ^number3^ der aktuellen Gesundheit.
exp_skill_voidshield_description	Erzeuge einen negativen Schild aus deiner Lebensessenz, welcher allen Schaden absorbiert. Schildgesundheit beträgt ^number1^ deiner max. Gesundheit. Chance, einen zufälligen Leerenblitz abzufeuern, während der Schild aktiv ist.
exp_skill_voidshield_displayname	Saugschild
exp_skill_voidshield_extradesc	Deaktiviert bei Verwendung aktiven Essenzschild; Essenzschild deaktiviert bei Verwendung aktiven Leerschild. ^number2^ Chance, pro Zug einen Leerenblitz auf einen Gegner in der Nähe abzufeuern.
exp_skill_waterscroll_desc	Tränkt einen Bereich mit rauschendem Wasser, wodurch Schaden angerichtet und Wasserdampf zurückgelassen wird.
exp_skill_waterscroll_extradesc	Schaden: ^number1^ der Waffenstärke und ^number2^ der Geisteskraft als Wasser. Verschleiernder Nebel unterdrückt Feuerschaden und erhöht deine Ausweichchance um ^number3^.
exp_skill_waterscroll_name	Schriftrolle der Wasserkraft
exp_status_attackdown_name	Schaden verflucht
exp_status_brushstroke_desc	Speichert Kräfte für Angriffe mit Tinte.
exp_status_brushstroke_name	Pinselstrich
exp_status_combatbiography_boost_name	Bio-Boost
exp_status_dmgup_25_desc	Schadensausstoß um ^number1^ erhöht.
exp_status_essencestorm_desc	Du speicherst Energieorben, die jeden Zug auf ein Monster in der Nähe feuern. #cy#Verbleibende Orben:#ec# #cg#^$getactordata:essencestorm_ammo$^#ec#
exp_status_extracrit_desc	^number1^ Chance auf kritischen Treffer. Verbrauch beim nächsten Angriff oder bei Anwenden einer Fähigkeit.
exp_status_flowshield_desc	Energieschild absorbiert allen Schaden. #cy#Verbleibende Schildgesundheit:#ec# #cg#^$getactordata:flowshield_dmgleft$^#ec#
exp_status_parrydown_name	Parieren verflucht
exp_status_robo_overdriveattack_name	Übersteuerter Angriff
exp_status_shadoworb_desc	^number1^  Grundangriffsschaden mit Nahkampfwaffen.
exp_superhardarea_name	Reich der Götter
exp_superhardarea_name_1	Reich der Götter E1
exp_superhardarea_name_2	Reich der Götter E2
exp_superhardarea_name_3	Reich der Götter E3
exp_superhardarea_name_4	Reich der Götter E4
exp_superhardarea_name_5	Reich der Götter E5
exp_verb_charm	betören
exp_verb_command	kommandieren
exp_verb_dominate	dominieren
exp_verb_recruit	rekrutieren
exp_wanderer_askgods	#cy#??? WANDERER#ec#: Finde den Ort, an dem du #cc#Shara besiegt hast#ec#, und der Eingang zum #co#Reich der Götter#ec# wird dich erwarten.\n
exp_wanderer_dungeon10_desc	#big#Rache des Berges#endbig#\n\n#cy#Ebenen#ec#: 20\n#cy#Schwierigkeit#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon10_name	Rache des Berges
exp_wanderer_dungeon1_desc	#big#Tropischer Fund#endbig#\n\n#cy#Ebenen#ec#: 15\n#cy#Schwierigkeit#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_jp_only_campfires$^\n^$gettext:md_more_consumables$^\n\n
exp_wanderer_dungeon1_name	Tropischer Fund
exp_wanderer_dungeon2_desc	#big#Tempel der Elemente#endbig#\n\n#cy#Ebenen#ec#: 30\n#cy#Schwierigkeit#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n#cy#Startsituation#ec#: Du bringst Fähigkeiten und ausgerüstete Ausrüstung mit.\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon2_name	Tempel der Elemente
exp_wanderer_dungeon3_desc	#big#Goldfroschs große Grotte#endbig#\n\n#cy#Ebenen#ec#: 15\n#cy#Schwierigkeit#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_nodrops$^\n^$gettext:md_shopkeepers$^\n\n
exp_wanderer_dungeon3_name	Goldfroschs große Grotte
exp_wanderer_dungeon4_desc	#big#Wachruinen#endbig#\n\n#cy#Ebenen#ec#: 15\n#cy#Schwierigkeit#ec#: ^$gettext:difficulty_5$^\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monsters_respawn$^\n\n
exp_wanderer_dungeon4_name	Wachruinen
exp_wanderer_dungeon5_desc	#big#Höhle der Champions#endbig#\n\n#cy#Ebenen#ec#: 12\n#cy#Schwierigkeit#ec#: #cr#^$gettext:difficulty_8$^#ec#\n#cy#Startsituation#ec#: Du bringst Werte, ausgerüstete Ausrüstung und Fähigkeiten mit.\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_many_champions$^\n\n
exp_wanderer_dungeon5_name	Höhle der Champions
exp_wanderer_dungeon6_desc	#big#Turm der Torturen#endbig#\n\n#cy#Ebenen#ec#: 50\n#cy#Schwierigkeit#ec#: #cr#^$gettext:difficulty_8$^#ec#!\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_items_relics$^\n\n^$gettext:md_monsters_respawn$^\n\nDies ist die #cr#ultimative Herausforderung#ec#!\n\n
exp_wanderer_dungeon6_name	Turm der Torturen
exp_wanderer_dungeon7_desc	#big#Grauenhafte Hatz#endbig#\n\n#cy#Ebenen#ec#: 15\n#cy#Schwierigkeit#ec#: #cr#^$gettext:difficulty_7$^#ec#\n^$gettext:md_startwithnothing$^\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keepgold_relics$^\n\n^$gettext:md_monsters_respawn$^\n^$gettext:md_king_chaser$^\n\n
exp_wanderer_dungeon7_name	Grauenhafte Hatz
exp_wanderer_dungeon8_desc	#big#Fabrik der Massenabfertigung#endbig#\n\n#cy#Ebenen#ec#: 15\n#cy#Schwierigkeit#ec#: ???\n#cy#Startsituation#ec#: Du beginnst auf Stufe 1 ohne Ausrüstung, Fähigkeiten oder Gefährten, aber erhältst 10 Tarnparfüms.\n^$gettext:md_ondefeat_loseprogress$^\n^$gettext:md_keeprelics$^\n\n^$gettext:md_monster_powerup$^\n^$gettext:md_monsters_respawn$^\n^$gettext:md_items_breakables$^\n\n
exp_wanderer_dungeon8_name	Fabrik der Massenabfertigung
exp_wanderer_dungeon9_name	Bergbesteigung
exp_wanderer_dungeonlistbranch	#cy#??? WANDERER#ec#: Jede Geschichte ist eine Reise zur selbigen. Sobald wir sie beginnen, #cr#können wir nicht in diese Welt zurückkehren#ec#, bis die Reise beendet wurde. Denn was nützt schon eine Geschichte, der man sich nicht vollkommen hingibt?\n\nIn einige Geschichten kann man keine #cy#materiellen Besitztümer#ec# oder #cy#Gegenstände#ec# mitnehmen. Diese erhält man zurück, sobald die Geschichte ihr Ende genommen hat.\n\nJede Geschichte hält ihre eigenen #cy#Belohnungen#ec# bereit, für den Fall, dass man gewinnen sollte, doch der Sieg wird einem nicht geschenkt. Jede Geschichte ist einmalig.\n\n
exp_wanderer_firstvictory_1	#cy#??? WANDERER#ec#: Willkommen zurück, Abenteurer.\n\nIch nehme an, dass dir meine Geschichte #cg#gefallen#ec# hat?\n\n
exp_wanderer_firstvictory_2	#cy#??? WANDERER#ec#: Auf eine gewisse Art #cg#war es echt#ec#.\n\nDas #clr#Relikt#ec#, das du gefunden hast, ist es nicht in deiner Tasche?\n\n
exp_wanderer_firstvictory_3	#cy#??? WANDERER#ec#: Wie soll ich das bloß erkären? Meine Geschichten sind wie #cc#große Seen#ec#, durch welche man #cy#schwimmt#ec#.\n\nWenn sie enden, taucht man aus dem Wasser wieder auf. So wie du #cy#kleine Wellen#ec# zurücklässt, bleiben Teile des Wassers an dir haften.\n\nUm es anders auszudrücken, manches von dem, was du in der #clr#Geschichte#ec# findest, kann #cy#hierher zurückgebracht#ec# werden. Verstehst du?\n\n
exp_wanderer_firstvictory_4	#cy#??? WANDERER#ec#: Das dachte ich mir bereits. Lange habe ich nach einer guten Seele gesucht, mit welcher ich diese Geschichten teilen kann, und es gibt noch #cy#viele mehr zu erzählen#ec#.\n\nKeine Geschichte gleicht der anderen – sie verändern sich mit jeder Erzählung, und jede hat ihre eigenen #cg#Belohnungen#ec# und #cr#Herausforderungen#ec#.\n\n#clr#Bergwanderung#ec# war die einfachste meiner Geschichten. Nun erlaube mir, den Rest mit dir zu teilen.\n\n
exp_wanderer_firstvictory_response1	Und wie! Es hat sich so echt angefühlt.
exp_wanderer_firstvictory_response2	Ja, aber … wie ist das nur möglich?
exp_wanderer_firstvictory_response3	Das tue ich, und ich will noch eine Geschichte hören!
exp_wanderer_mainbranch	#cy#??? WANDERER#ec#: Hallo, Abenteurer.\n\nWürdest du dich etwas zu mir setzen und den sanften Wellen des Wassers zusehen?\n\nIm großen Wandteppich dieser Welt ist solch ein Strom bloß ein Kind. Jeder Faden ist eine eigene #cy#Reise#ec#, nicht wahr?\n
exp_wanderer_mainbranch_askgods	Wo ist denn das #co#Reich der Götter#ec#?
exp_wanderer_mainbranch_response1	Du hörst dich an, als ob du selbst schon so einige Abenteuer erlebt hast.
exp_wanderer_mainbranch_response2	Erzähle mir eine Geschichte!
exp_wanderer_realmofgods_continue_1	#cy#??? WANDERER#ec#: Dies ist meine wahre #cc#Erscheinung#ec#.\n\n Hab keine Angst.\n\n
exp_wanderer_realmofgods_continue_2	#cy#??? WANDERER#ec#: So wie du bin auch ich ein Abenteurer. Nachdem ich mein Zuhause zurückgelassen habe, wandere ich nun schon seit #cy#vielen tausend Jahren#ec# durch diese Welt. In dieser Hinsicht bin ich unter meinen Mitgeistern #cy#eine Besonderheit#ec#.\n\nDie anderen, die im #co#Reich der Götter#ec# leben, interessieren sich weder für deine Leute noch für Rest von #cg#Tangledeep#ec#.\n
exp_wanderer_realmofgods_continue_3	#cy#??? WANDERER#ec#: Genau. Sie betrachten jene, die in #cg#Tangledeep#ec# leben, als unter ihrer Würde. Sie würden sich lieber von der Welt #cr#abschirmen#ec#.\n\nUnd genau dies ist der Grund, weshalb ich dir erklären werde, wie du mein Zuhause findest. Du hast bewiesen, dass du #cg#über alle Maßen würdig bist#ec#, und ebenso viel Stärke, Weisheit und Schläue besitzt.\n\nDu könntest das #co#Reich der Götter#ec# herausfordern und #cg#gewinnen#ec#.\n
exp_wanderer_realmofgods_continue_4	#cy#??? WANDERER#ec#: Um es kurz zu sagen: ja. Nur so werden sie #cy#dein Potential erkennen#ec# und wieder Interesse an der Welt da draußen bekommen. Deine Taten werden überzeugender sein, als meine Worte es jemals waren.\n\nSobald ich den Weg zu meinem Zuhause enthülle, wirst du #cy#nach Belieben kommen und gehen können#ec#. Doch wie du dir sicher vorstellen kannst, wird man dich nicht #cg#mit offenen Armen empfangen#ec#.\n\nDu kannst dich darauf einstellen, mit den #cr#stärksten Kreaturen#ec# zu kämpfen, denen du dich jemals stellen musstest.\n
exp_wanderer_realmofgods_continue_5	#cy#??? WANDERER#ec#: Ich hätte keine andere Antwort von dir erwartet, Abenteurer. Nun gut! Der Weg zum #co#Reich der Götter#ec# wird nun enthüllt.\n\nKehre dorthin zurück, wo du #cc#Shara#ec# besiegt hast, und dort wirst du den Eingang finden.\n\n
exp_wanderer_realmofgods_continue_responsebutton_1	Da bist wunderschön!
exp_wanderer_realmofgods_continue_responsebutton_2	Du meinst sie verlassen ihr Zuhause nicht?
exp_wanderer_realmofgods_continue_responsebutton_3	Du WILLST, dass ich mit deinen Mitgeistern kämpfe?!?
exp_wanderer_realmofgods_continue_responsebutton_4	Ich bin so weit gekommen. Das schaffe ich!
exp_wanderer_realmofgods_intro_1	#cy#??? WANDERER#ec#: Du hast mit deinen eigenen Augen einen kleinen Blick auf das Land außerhalb Tangledeep geworfen, habe ich Recht?\n\nIch kann das #cg#fühlen#ec#.\n
exp_wanderer_realmofgods_intro_2	#cy#??? WANDERER#ec#: Das weiß ich. Du bist ein #cy#Abenteurer#ec#, und wenn Abenteurer ihren Zielort erreichen, wollen sie sofort den nächsten finden.\n\nMit der Zeit wirst du mehr über die Gegenden lernen, die du gesehen hast. Dein Abenteuer wird irgendwann weitergehen, und du wirst deine Fragen selbst beantworten.\n\nDoch es gibt #cy#noch ein letztes Geheimnis#ec# über #cg#Tangledeep#ec#, welches du noch nicht gelüftet hast.\n
exp_wanderer_realmofgods_intro_3	#cy#??? WANDERER#ec#: Ich stamme aus dem Reich, das am Rande von #cg#Tangledeep#ec# und von dem #cy#unendlichen Land#ec# darüber liegt. Es wurde vor langer, langer Zeit in die Welt gemeißelt, doch von wem, das kann ich nicht sagen.\n\n#cr#Riesige Biester#ec#, #cc#uralte Geister#ec# sowie #cs#Maschinen#ec# mit grenzenlosen Kräften verweilen dort. Es ist schon ein merkwürdiges Konzept, findest du nicht auch? All diese Kreaturen leben in Harmonie miteinander und nennen diesen Ort ihr Zuhause.\n\nWir haben unseren eigenen Namen für dieses Land, gesprochen in der #cy#vergessenen Sprache#ec#. In deiner Sprache könnte man es als #co#Reich der Götter#ec# bezeichnen.\n
exp_wanderer_realmofgods_intro_4	#cy#??? WANDERER#ec#: Das werde ich dir selbstverständlich noch sagen. Doch zuerst gibt es noch etwas, das du wissen solltest. Ich war nicht ganz ehrlich mit dir …\n\nIn Wahrheit bin ich nämlich selbst ein #cc#uralter Geist#ec#. Erlaube mir, es dir zu zeigen.\n
exp_wanderer_realmofgods_intro_responsebutton_1	Ja! Es ist atemberaubend! Ich habe so viele Fragen …
exp_wanderer_realmofgods_intro_responsebutton_2	Von was für einem Geheimnis reden wir? Was könnte es denn noch geben?
exp_wanderer_realmofgods_intro_responsebutton_3	Wie komme ich dorthin?
exp_wanderer_realmofgods_intro_responsebutton_4	!!!
exp_wanderer_selectdungeon_confirm	Diese Reise beginnen
exp_wanderer_selectdungeon_no	Zurück
exp_weaponmaster_statue_name	Statue des Waffenmeisters
